Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
126	0.125	-0.05	0.	-1.3478e-04
127	0.125	-0.05	0.025	-1.3508e-04
128	0.125	-0.05	0.05	-1.3477e-04
129	0.125	-0.05	0.075	-1.3467e-04
130	0.125	-0.05	0.1	-1.3478e-04
131	0.125	-0.025	0.	-1.3461e-04
132	0.125	-0.025	0.025	-1.3560e-04
133	0.125	-0.025	0.05	-1.3491e-04
134	0.125	-0.025	0.075	-1.3450e-04
135	0.125	-0.025	0.1	-1.3379e-04
136	0.125	0.	0.	-1.3466e-04
137	0.125	0.	0.025	-1.3445e-04
138	0.125	0.	0.05	-1.3443e-04
139	0.125	0.	0.075	-1.3527e-04
140	0.125	0.	0.1	-1.3481e-04
141	0.125	0.025	0.	-1.3386e-04
142	0.125	0.025	0.025	-1.3510e-04
143	0.125	0.025	0.05	-1.3391e-04
144	0.125	0.025	0.075	-1.3514e-04
145	0.125	0.025	0.1	-1.3451e-04
146	0.125	0.05	0.	-1.3481e-04
147	0.125	0.05	0.025	-1.3475e-04
148	0.125	0.05	0.05	-1.3469e-04
149	0.125	0.05	0.075	-1.3488e-04
150	0.125	0.05	0.1	-1.3481e-04
151	0.15	-0.05	0.	-1.9381e-04
152	0.15	-0.05	0.025	-1.9255e-04
153	0.15	-0.05	0.05	-1.9257e-04
154	0.15	-0.05	0.075	-1.9183e-04
155	0.15	-0.05	0.1	-1.9267e-04
156	0.15	-0.025	0.	-1.9159e-04
157	0.15	-0.025	0.025	-1.9326e-04
158	0.15	-0.025	0.05	-1.9123e-04
159	0.15	-0.025	0.075	-1.9173e-04
160	0.15	-0.025	0.1	-1.9112e-04
161	0.15	0.	0.	-1.9270e-04
162	0.15	0.	0.025	-1.9205e-04
163	0.15	0.	0.05	-1.9290e-04
164	0.15	0.	0.075	-1.9162e-04
165	0.15	0.	0.1	-1.9278e-04
166	0.15	0.025	0.	-1.9282e-04
167	0.15	0.025	0.025	-1.9254e-04
168	0.15	0.025	0.05	-1.9240e-04
169	0.15	0.025	0.075	-1.9248e-04
170	0.15	0.025	0.1	-1.9167e-04
171	0.15	0.05	0.	-1.9155e-04
172	0.15	0.05	0.025	-1.9279e-04
173	0.15	0.05	0.05	-1.9209e-04
174	0.15	0.05	0.075	-1.9272e-04
175	0.15	0.05	0.1	-1.9357e-04
176	0.175	-0.05	0.	-2.5907e-04
177	0.175	-0.05	0.025	-2.5892e-04
178	0.175	-0.05	0.05	-2.5921e-04
179	0.175	-0.05	0.075	-2.5959e-04
180	0.175	-0.05	0.1	-2.6018e-04
181	0.175	-0.025	0.	-2.5952e-04
182	0.175	-0.025	0.025	-2.6170e-04
183	0.175	-0.025	0.05	-2.5998e-04
184	0.175	-0.025	0.075	-2.6036e-04
185	0.175	-0.025	0.1	-2.5951e-04
186	0.175	0.	0.	-2.6060e-04
187	0.175	0.	0.025	-2.5933e-04
188	0.175	0.	0.05	-2.5888e-04
189	0.175	0.	0.075	-2.6049e-04
190	0.175	0.	0.1	-2.5949e-04
191	0.175	0.025	0.	-2.5980e-04
192	0.175	0.025	0.025	-2.6057e-04
193	0.175	0.025	0.05	-2.5969e-04
194	0.175	0.025	0.075	-2.5939e-04
195	0.175	0.025	0.1	-2.5899e-04
196	0.175	0.05	0.	-2.6065e-04
197	0.175	0.05	0.025	-2.5919e-04
198	0.175	0.05	0.05	-2.5949e-04
199	0.175	0.05	0.075	-2.5984e-04
200	0.175	0.05	0.1	-2.5984e-04
201	0.2	-0.05	0.	-3.3736e-04
202	0.2	-0.05	0.025	-3.3591e-04
203	0.2	-0.05	0.05	-3.3785e-04
204	0.2	-0.05	0.075	-3.3567e-04
205	0.2	-0.05	0.1	-3.3650e-04
206	0.2	-0.025	0.	-3.3575e-04
207	0.2	-0.025	0.025	-3.3881e-04
208	0.2	-0.025	0.05	-3.3553e-04
209	0.2	-0.025	0.075	-3.3565e-04
210	0.2	-0.025	0.1	-3.3615e-04
211	0.2	0.	0.	-3.3564e-04
212	0.2	0.	0.025	-3.3642e-04
213	0.2	0.	0.05	-3.3765e-04
214	0.2	0.	0.075	-3.3620e-04
215	0.2	0.	0.1	-3.3625e-04
216	0.2	0.025	0.	-3.3569e-04
217	0.2	0.025	0.025	-3.3532e-04
218	0.2	0.025	0.05	-3.3613e-04
219	0.2	0.025	0.075	-3.3601e-04
220	0.2	0.025	0.1	-3.3758e-04
221	0.2	0.05	0.	-3.3471e-04
222	0.2	0.05	0.025	-3.3795e-04
223	0.2	0.05	0.05	-3.3580e-04
224	0.2	0.05	0.075	-3.3620e-04
225	0.2	0.05	0.1	-3.3457e-04
226	0.225	-0.05	0.	-4.2240e-04
227	0.225	-0.05	0.025	-4.1983e-04
228	0.225	-0.05	0.05	-4.2208e-04
229	0.225	-0.05	0.075	-4.2192e-04
230	0.225	-0.05	0.1	-4.2090e-04
231	0.225	-0.025	0.	-4.1797e-04
232	0.225	-0.025	0.025	-4.2510e-04
233	0.225	-0.025	0.05	-4.1968e-04
234	0.225	-0.025	0.075	-4.2191e-04
235	0.225	-0.025	0.1	-4.2022e-04
236	0.225	0.	0.	-4.2322e-04
237	0.225	0.	0.025	-4.2081e-04
238	0.225	0.	0.05	-4.2019e-04
239	0.225	0.	0.075	-4.2246e-04
240	0.225	0.	0.1	-4.1931e-04
241	0.225	0.025	0.	-4.2076e-04
242	0.225	0.025	0.025	-4.2262e-04
243	0.225	0.025	0.05	-4.2399e-04
244	0.225	0.025	0.075	-4.1983e-04
245	0.225	0.025	0.1	-4.2042e-04
246	0.225	0.05	0.	-4.2205e-04
247	0.225	0.05	0.025	-4.1809e-04
248	0.225	0.05	0.05	-4.2374e-04
249	0.225	0.05	0.075	-4.1977e-04
250	0.225	0.05	0.1	-4.2072e-04
251	0.25	-0.05	0.	-5.1616e-04
252	0.25	-0.05	0.025	-5.1573e-04
253	0.25	-0.05	0.05	-5.1364e-04
254	0.25	-0.05	0.075	-5.1918e-04
255	0.25	-0.05	0.1	-5.1031e-04
256	0.25	-0.025	0.	-5.1331e-04
257	0.25	-0.025	0.025	-5.1431e-04
258	0.25	-0.025	0.05	-5.1367e-04
259	0.25	-0.025	0.075	-5.1814e-04
260	0.25	-0.025	0.1	-5.1220e-04
261	0.25	0.	0.	-5.1884e-04
262	0.25	0.	0.025	-5.1505e-04
263	0.25	0.	0.05	-5.1282e-04
264	0.25	0.	0.075	-5.1129e-04
265	0.25	0.	0.1	-5.1518e-04
266	0.25	0.025	0.	-5.1418e-04
267	0.25	0.025	0.025	-5.1611e-04
268	0.25	0.025	0.05	-5.1470e-04
269	0.25	0.025	0.075	-5.1760e-04
270	0.25	0.025	0.1	-5.1533e-04
271	0.25	0.05	0.	-5.1475e-04
272	0.25	0.05	0.025	-5.1763e-04
273	0.25	0.05	0.05	-5.1610e-04
274	0.25	0.05	0.075	-5.1722e-04
275	0.25	0.05	0.1	-5.1799e-04
276	0.275	-0.05	0.	-6.1751e-04
277	0.275	-0.05	0.025	-6.1833e-04
278	0.275	-0.05	0.05	-6.2032e-04
279	0.275	-0.05	0.075	-6.1217e-04
280	0.275	-0.05	0.1	-6.1798e-04
281	0.275	-0.025	0.	-6.1768e-04
282	0.275	-0.025	0.025	-6.1916e-04
283	0.275	-0.025	0.05	-6.1625e-04
284	0.275	-0.025	0.075	-6.2094e-04
285	0.275	-0.025	0.1	-6.1641e-04
286	0.275	0.	0.	-6.1710e-04
287	0.275	0.	0.025	-6.1659e-04
288	0.275	0.	0.05	-6.2128e-04
289	0.275	0.	0.075	-6.1308e-04
290	0.275	0.	0.1	-6.2265e-04
291	0.275	0.025	0.	-6.2188e-04
292	0.275	0.025	0.025	-6.1684e-04
293	0.275	0.025	0.05	-6.2077e-04
294	0.275	0.025	0.075	-6.1856e-04
295	0.275	0.025	0.1	-6.2232e-04
296	0.275	0.05	0.	-6.2059e-04
297	0.275	0.05	0.025	-6.2366e-04
298	0.275	0.05	0.05	-6.1437e-04
299	0.275	0.05	0.075	-6.1871e-04
300	0.275	0.05	0.1	-6.1397e-04
301	0.3	-0.05	0.	-7.2749e-04
302	0.3	-0.05	0.025	-7.3556e-04
303	0.3	-0.05	0.05	-7.3037e-04
304	0.3	-0.05	0.075	-7.3187e-04
305	0.3	-0.05	0.1	-7.3050e-04
306	0.3	-0.025	0.	-7.3031e-04
307	0.3	-0.025	0.025	-7.2748e-04
308	0.3	-0.025	0.05	-7.2693e-04
309	0.3	-0.025	0.075	-7.2740e-04
310	0.3	-0.025	0.1	-7.2104e-04
311	0.3	0.	0.	-7.2876e-04
312	0.3	0.	0.025	-7.2970e-04
313	0.3	0.	0.05	-7.2719e-04
314	0.3	0.	0.075	-7.2862e-04
315	0.3	0.	0.1	-7.3053e-04
316	0.3	0.025	0.	-7.3158e-04
317	0.3	0.025	0.025	-7.2551e-04
318	0.3	0.025	0.05	-7.2668e-04
319	0.3	0.025	0.075	-7.3120e-04
320	0.3	0.025	0.1	-7.3072e-04
321	0.3	0.05	0.	-7.3292e-04
322	0.3	0.05	0.025	-7.3280e-04
323	0.3	0.05	0.05	-7.3604e-04
324	0.3	0.05	0.075	-7.2815e-04
325	0.3	0.05	0.1	-7.3360e-04
326	0.325	-0.05	0.	-8.4452e-04
327	0.325	-0.05	0.025	-8.5576e-04
328	0.325	-0.05	0.05	-8.4918e-04
329	0.325	-0.05	0.075	-8.4948e-04
330	0.325	-0.05	0.1	-8.5100e-04
331	0.325	-0.025	0.	-8.4305e-04
332	0.325	-0.025	0.025	-8.4400e-04
333	0.325	-0.025	0.05	-8.4803e-04
334	0.325	-0.025	0.075	-8.4881e-04
335	0.325	-0.025	0.1	-8.5470e-04
336	0.325	0.	0.	-8.4442e-04
337	0.325	0.	0.025	-8.5286e-04
338	0.325	0.	0.05	-8.4674e-04
339	0.325	0.	0.075	-8.4669e-04
340	0.325	0.	0.1	-8.4709e-04
341	0.325	0.025	0.	-8.4661e-04
342	0.325	0.025	0.025	-8.4929e-04
343	0.325	0.025	0.05	-8.4630e-04
344	0.325	0.025	0.075	-8.4286e-04
345	0.325	0.025	0.1	-8.4673e-04
346	0.325	0.05	0.	-8.4919e-04
347	0.325	0.05	0.025	-8.4289e-04
348	0.325	0.05	0.05	-8.4961e-04
349	0.325	0.05	0.075	-8.5164e-04
350	0.325	0.05	0.1	-8.5266e-04
351	0.35	-0.05	0.	-9.7519e-04
352	0.35	-0.05	0.025	-9.6684e-04
353	0.35	-0.05	0.05	-9.7640e-04
354	0.35	-0.05	0.075	-9.7764e-04
355	0.35	-0.05	0.1	-9.7116e-04
356	0.35	-0.025	0.	-9.7359e-04
357	0.35	-0.025	0.025	-9.7576e-04
358	0.35	-0.025	0.05	-9.8084e-04
359	0.35	-0.025	0.075	-9.7288e-04
360	0.35	-0.025	0.1	-9.7735e-04
361	0.35	0.	0.	-9.7511e-04
362	0.35	0.	0.025	-9.7465e-04
363	0.35	0.	0.05	-9.7906e-04
364	0.35	0.	0.075	-9.7064e-04
365	0.35	0.	0.1	-9.7477e-04
366	0.35	0.025	0.	-9.7398e-04
367	0.35	0.025	0.025	-9.6800e-04
368	0.35	0.025	0.05	-9.7868e-04
369	0.35	0.025	0.075	-9.7710e-04
370	0.35	0.025	0.1	-9.7401e-04
371	0.35	0.05	0.	-9.7286e-04
372	0.35	0.05	0.025	-9.7388e-04
373	0.35	0.05	0.05	-9.7663e-04
374	0.35	0.05	0.075	-9.7408e-04
375	0.35	0.05	0.1	-9.7127e-04
376	0.375	-0.05	0.	-1.1051e-03
377	0.375	-0.05	0.025	-1.1074e-03
378	0.375	-0.05	0.05	-1.1033e-03
379	0.375	-0.05	0.075	-1.1089e-03
380	0.375	-0.05	0.1	-1.1039e-03
381	0.375	-0.025	0.	-1.1032e-03
382	0.375	-0.025	0.025	-1.1216e-03
383	0.375	-0.025	0.05	-1.1160e-03
384	0.375	-0.025	0.075	-1.1081e-03
385	0.375	-0.025	0.1	-1.1112e-03
386	0.375	0.	0.	-1.1119e-03
387	0.375	0.	0.025	-1.1071e-03
388	0.375	0.	0.05	-1.1087e-03
389	0.375	0.	0.075	-1.1063e-03
390	0.375	0.	0.1	-1.1130e-03
391	0.375	0.025	0.	-1.1130e-03
392	0.375	0.025	0.025	-1.1143e-03
393	0.375	0.025	0.05	-1.1086e-03
394	0.375	0.025	0.075	-1.1170e-03
395	0.375	0.025	0.1	-1.1071e-03
396	0.375	0.05	0.	-1.1165e-03
397	0.375	0.05	0.025	-1.1054e-03
398	0.375	0.05	0.05	-1.1017e-03
399	0.375	0.05	0.075	-1.1164e-03
400	0.375	0.05	0.1	-1.1103e-03
401	0.4	-0.05	0.	-1.2506e-03
402	0.4	-0.05	0.025	-1.2462e-03
403	0.4	-0.05	0.05	-1.2438e-03
404	0.4	-0.05	0.075	-1.2443e-03
405	0.4	-0.05	0.1	-1.2487e-03
406	0.4	-0.025	0.	-1.2473e-03
407	0.4	-0.025	0.025	-1.2383e-03
408	0.4	-0.025	0.05	-1.2565e-03
409	0.4	-0.025	0.075	-1.2459e-03
410	0.4	-0.025	0.1	-1.2542e-03
411	0.4	0.	0.	-1.2445e-03
412	0.4	0.	0.025	-1.2488e-03
413	0.4	0.	0.05	-1.2529e-03
414	0.4	0.	0.075	-1.2522e-03
415	0.4	0.	0.1	-1.2467e-03
416	0.4	0.025	0.	-1.2505e-03
417	0.4	0.025	0.025	-1.2514e-03
418	0.4	0.025	0.05	-1.2473e-03
419	0.4	0.025	0.075	-1.2424e-03
420	0.4	0.025	0.1	-1.2449e-03
421	0.4	0.05	0.	-1.2461e-03
422	0.4	0.05	0.025	-1.2481e-03
423	0.4	0.05	0.05	-1.2559e-03
424	0.4	0.05	0.075	-1.2525e-03
425	0.4	0.05	0.1	-1.2439e-03
426	0.425	-0.05	0.	-1.4056e-03
427	0.425	-0.05	0.025	-1.3949e-03
428	0.425	-0.05	0.05	-1.3991e-03
429	0.425	-0.05	0.075	-1.3901e-03
430	0.425	-0.05	0.1	-1.3928e-03
431	0.425	-0.025	0.	-1.4011e-03
432	0.425	-0.025	0.025	-1.3904e-03
433	0.425	-0.025	0.05	-1.3956e-03
434	0.425	-0.025	0.075	-1.3980e-03
435	0.425	-0.025	0.1	-1.3896e-03
436	0.425	0.	0.	-1.3854e-03
437	0.425	0.	0.025	-1.4004e-03
438	0.425	0.	0.05	-1.4113e-03
439	0.425	0.	0.075	-1.3979e-03
440	0.425	0.	0.1	-1.3990e-03
441	0.425	0.025	0.	-1.3904e-03
442	0.425	0.025	0.025	-1.4035e-03
443	0.425	0.025	0.05	-1.3932e-03
444	0.425	0.025	0.075	-1.4018e-03
445	0.425	0.025	0.1	-1.3987e-03
446	0.425	0.05	0.	-1.3989e-03
447	0.425	0.05	0.025	-1.3986e-03
448	0.425	0.05	0.05	-1.3985e-03
449	0.425	0.05	0.075	-1.3969e-03
450	0.425	0.05	0.1	-1.4007e-03
451	0.45	-0.05	0.	-1.5446e-03
452	0.45	-0.05	0.025	-1.5476e-03
453	0.45	-0.05	0.05	-1.5582e-03
454	0.45	-0.05	0.075	-1.5502e-03
455	0.45	-0.05	0.1	-1.5471e-03
456	0.45	-0.025	0.	-1.5555e-03
457	0.45	-0.025	0.025	-1.5543e-03
458	0.45	-0.025	0.05	-1.5411e-03
459	0.45	-0.025	0.075	-1.5536e-03
460	0.45	-0.025	0.1	-1.5500e-03
461	0.45	0.	0.	-1.5535e-03
462	0.45	0.	0.025	-1.5492e-03
463	0.45	0.	0.05	-1.5520e-03
464	0.45	0.	0.075	-1.5378e-03
465	0.45	0.	0.1	-1.5436e-03
466	0.45	0.025	0.	-1.5537e-03
467	0.45	0.025	0.025	-1.5654e-03
468	0.45	0.025	0.05	-1.5514e-03
469	0.45	0.025	0.075	-1.5448e-03
470	0.45	0.025	0.1	-1.5500e-03
471	0.45	0.05	0.	-1.5436e-03
472	0.45	0.05	0.025	-1.5569e-03
473	0.45	0.05	0.05	-1.5494e-03
474	0.45	0.05	0.075	-1.5557e-03
475	0.45	0.05	0.1	-1.5482e-03
476	0.475	-0.05	0.	-1.7169e-03
477	0.475	-0.05	0.025	-1.6980e-03
478	0.475	-0.05	0.05	-1.7093e-03
479	0.475	-0.05	0.075	-1.7128e-03
480	0.475	-0.05	0.1	-1.7073e-03
481	0.475	-0.025	0.	-1.7116e-03
482	0.475	-0.025	0.025	-1.7115e-03
483	0.475	-0.025	0.05	-1.7163e-03
484	0.475	-0.025	0.075	-1.7134e-03
485	0.475	-0.025	0.1	-1.7118e-03
486	0.475	0.	0.	-1.7151e-03
487	0.475	0.	0.025	-1.6999e-03
488	0.475	0.	0.05	-1.7040e-03
489	0.475	0.	0.075	-1.6996e-03
490	0.475	0.	0.1	-1.7129e-03
491	0.475	0.025	0.	-1.7119e-03
492	0.475	0.025	0.025	-1.7186e-03
493	0.475	0.025	0.05	-1.7115e-03
494	0.475	0.025	0.075	-1.7048e-03
495	0.475	0.025	0.1	-1.7100e-03
496	0.475	0.05	0.	-1.6963e-03
497	0.475	0.05	0.025	-1.7063e-03
498	0.475	0.05	0.05	-1.6931e-03
499	0.475	0.05	0.075	-1.7114e-03
500	0.475	0.05	0.1	-1.7072e-03
501	0.5	-0.05	0.	-1.8740e-03
502	0.5	-0.05	0.025	-1.8680e-03
503	0.5	-0.05	0.05	-1.8700e-03
504	0.5	-0.05	0.075	-1.8802e-03
505	0.5	-0.05	0.1	-1.8642e-03
506	0.5	-0.025	0.	-1.8788e-03
507	0.5	-0.025	0.025	-1.8689e-03
508	0.5	-0.025	0.05	-1.8624e-03
509	0.5	-0.025	0.075	-1.8842e-03
510	0.5	-0.025	0.1	-1.8850e-03
511	0.5	0.	0.	-1.8710e-03
512	0.5	0.	0.025	-1.8709e-03
513	0.5	0.	0.05	-1.8731e-03
514	0.5	0.	0.075	-1.8689e-03
515	0.5	0.	0.1	-1.8702e-03
516	0.5	0.025	0.	-1.8784e-03
517	0.5	0.025	0.025	-1.8906e-03
518	0.5	0.025	0.05	-1.8723e-03
519	0.5	0.025	0.075	-1.8827e-03
520	0.5	0.025	0.1	-1.8776e-03
521	0.5	0.05	0.	-1.8625e-03
522	0.5	0.05	0.025	-1.8748e-03
523	0.5	0.05	0.05	-1.8739e-03
524	0.5	0.05	0.075	-1.8860e-03
525	0.5	0.05	0.1	-1.8863e-03
526	0.525	-0.05	0.	-2.0496e-03
527	0.525	-0.05	0.025	-2.0565e-03
528	0.525	-0.05	0.05	-2.0453e-03
529	0.525	-0.05	0.075	-2.0557e-03
530	0.525	-0.05	0.1	-2.0473e-03
531	0.525	-0.025	0.	-2.0555e-03
532	0.525	-0.025	0.025	-2.0563e-03
533	0.525	-0.025	0.05	-2.0524e-03
534	0.525	-0.025	0.075	-2.0404e-03
535	0.525	-0.025	0.1	-2.0431e-03
536	0.525	0.	0.	-2.0527e-03
537	0.525	0.	0.025	-2.0538e-03
538	0.525	0.	0.05	-2.0478e-03
539	0.525	0.	0.075	-2.0440e-03
540	0.525	0.	0.1	-2.0481e-03
541	0.525	0.025	0.	-2.0442e-03
542	0.525	0.025	0.025	-2.0443e-03
543	0.525	0.025	0.05	-2.0626e-03
544	0.525	0.025	0.075	-2.0426e-03
545	0.525	0.025	0.1	-2.0507e-03
546	0.525	0.05	0.	-2.0478e-03
547	0.525	0.05	0.025	-2.0365e-03
548	0.525	0.05	0.05	-2.0362e-03
549	0.525	0.05	0.075	-2.0459e-03
550	0.525	0.05	0.1	-2.0305e-03
551	0.55	-0.05	0.	-2.2397e-03
552	0.55	-0.05	0.025	-2.2202e-03
553	0.55	-0.05	0.05	-2.2194e-03
554	0.55	-0.05	0.075	-2.2343e-03
555	0.55	-0.05	0.1	-2.2221e-03
556	0.55	-0.025	0.	-2.2292e-03
557	0.55	-0.025	0.025	-2.2183e-03
558	0.55	-0.025	0.05	-2.2238e-03
559	0.55	-0.025	0.075	-2.2320e-03
560	0.55	-0.025	0.1	-2.2157e-03
561	0.55	0.	0.	-2.2281e-03
562	0.55	0.	0.025	-2.2019e-03
563	0.55	0.	0.05	-2.2346e-03
564	0.55	0.	0.075	-2.2184e-03
565	0.55	0.	0.1	-2.2226e-03
566	0.55	0.025	0.	-2.2225e-03
567	0.55	0.025	0.025	-2.2147e-03
568	0.55	0.025	0.05	-2.2140e-03
569	0.55	0.025	0.075	-2.2280e-03
570	0.55	0.025	0.1	-2.2284e-03
571	0.55	0.05	0.	-2.2155e-03
572	0.55	0.05	0.025	-2.2282e-03
573	0.55	0.05	0.05	-2.2283e-03
574	0.55	0.05	0.075	-2.2200e-03
575	0.55	0.05	0.1	-2.2119e-03
576	0.575	-0.05	0.	-2.4049e-03
577	0.575	-0.05	0.025	-2.4088e-03
578	0.575	-0.05	0.05	-2.4047e-03
579	0.575	-0.05	0.075	-2.3996e-03
580	0.575	-0.05	0.1	-2.4098e-03
581	0.575	-0.025	0.	-2.4175e-03
582	0.575	-0.025	0.025	-2.3979e-03
583	0.575	-0.025	0.05	-2.4024e-03
584	0.575	-0.025	0.075	-2.4317e-03
585	0.575	-0.025	0.1	-2.4081e-03
586	0.575	0.	0.	-2.3931e-03
587	0.575	0.	0.025	-2.4007e-03
588	0.575	0.	0.05	-2.3980e-03
589	0.575	0.	0.075	-2.4090e-03
590	0.575	0.	0.1	-2.4083e-03
591	0.575	0.025	0.	-2.3992e-03
592	0.575	0.025	0.025	-2.4232e-03
593	0.575	0.025	0.05	-2.4061e-03
594	0.575	0.025	0.075	-2.4009e-03
595	0.575	0.025	0.1	-2.3935e-03
596	0.575	0.05	0.	-2.3967e-03
597	0.575	0.05	0.025	-2.3933e-03
598	0.575	0.05	0.05	-2.4035e-03
599	0.575	0.05	0.075	-2.3968e-03
600	0.575	0.05	0.1	-2.4128e-03
601	0.6	-0.05	0.	-2.5859e-03
602	0.6	-0.05	0.025	-2.6007e-03
603	0.6	-0.05	0.05	-2.5971e-03
604	0.6	-0.05	0.075	-2.5987e-03
605	0.6	-0.05	0.1	-2.6013e-03
606	0.6	-0.025	0.	-2.6127e-03
