Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
112	0.1	0.	0.025	2.8719e+08
113	0.1	0.	0.05	2.8664e+08
114	0.1	0.	0.075	2.8910e+08
115	0.1	0.	0.1	2.8956e+08
116	0.1	0.025	0.	3.6920e+08
117	0.1	0.025	0.025	3.7133e+08
118	0.1	0.025	0.05	3.6593e+08
119	0.1	0.025	0.075	3.6917e+08
120	0.1	0.025	0.1	3.7198e+08
121	0.1	0.05	0.	4.5264e+08
122	0.1	0.05	0.025	4.5388e+08
123	0.1	0.05	0.05	4.4841e+08
124	0.1	0.05	0.075	4.5248e+08
125	0.1	0.05	0.1	4.4885e+08
126	0.125	-0.05	0.	1.3097e+08
127	0.125	-0.05	0.025	1.3153e+08
128	0.125	-0.05	0.05	1.2988e+08
129	0.125	-0.05	0.075	1.2905e+08
130	0.125	-0.05	0.1	1.3195e+08
131	0.125	-0.025	0.	2.0986e+08
132	0.125	-0.025	0.025	2.0912e+08
133	0.125	-0.025	0.05	2.0905e+08
134	0.125	-0.025	0.075	2.0662e+08
135	0.125	-0.025	0.1	2.0951e+08
136	0.125	0.	0.	2.8708e+08
137	0.125	0.	0.025	2.8809e+08
138	0.125	0.	0.05	2.8805e+08
139	0.125	0.	0.075	2.8216e+08
140	0.125	0.	0.1	2.8885e+08
141	0.125	0.025	0.	3.6717e+08
142	0.125	0.025	0.025	3.6746e+08
143	0.125	0.025	0.05	3.6635e+08
144	0.125	0.025	0.075	3.6686e+08
145	0.125	0.025	0.1	3.6713e+08
146	0.125	0.05	0.	4.4623e+08
147	0.125	0.05	0.025	4.4677e+08
148	0.125	0.05	0.05	4.4626e+08
149	0.125	0.05	0.075	4.5044e+08
150	0.125	0.05	0.1	4.4356e+08
151	0.15	-0.05	0.	1.3470e+08
152	0.15	-0.05	0.025	1.3637e+08
153	0.15	-0.05	0.05	1.3487e+08
154	0.15	-0.05	0.075	1.3575e+08
155	0.15	-0.05	0.1	1.3511e+08
156	0.15	-0.025	0.	2.1121e+08
157	0.15	-0.025	0.025	2.1275e+08
158	0.15	-0.025	0.05	2.1216e+08
159	0.15	-0.025	0.075	2.0955e+08
160	0.15	-0.025	0.1	2.1172e+08
161	0.15	0.	0.	2.8628e+08
162	0.15	0.	0.025	2.9020e+08
163	0.15	0.	0.05	2.9103e+08
164	0.15	0.	0.075	2.9124e+08
165	0.15	0.	0.1	2.8862e+08
166	0.15	0.025	0.	3.6349e+08
167	0.15	0.025	0.025	3.6520e+08
168	0.15	0.025	0.05	3.6244e+08
169	0.15	0.025	0.075	3.6963e+08
170	0.15	0.025	0.1	3.6711e+08
171	0.15	0.05	0.	4.4181e+08
172	0.15	0.05	0.025	4.4364e+08
173	0.15	0.05	0.05	4.3970e+08
174	0.15	0.05	0.075	4.3807e+08
175	0.15	0.05	0.1	4.3514e+08
176	0.175	-0.05	0.	1.3957e+08
177	0.175	-0.05	0.025	1.3933e+08
178	0.175	-0.05	0.05	1.3993e+08
179	0.175	-0.05	0.075	1.3951e+08
180	0.175	-0.05	0.1	1.3990e+08
181	0.175	-0.025	0.	2.1479e+08
182	0.175	-0.025	0.025	2.1188e+08
183	0.175	-0.025	0.05	2.1486e+08
184	0.175	-0.025	0.075	2.1323e+08
185	0.175	-0.025	0.1	2.1441e+08
186	0.175	0.	0.	2.8977e+08
187	0.175	0.	0.025	2.8978e+08
188	0.175	0.	0.05	2.8822e+08
189	0.175	0.	0.075	2.8831e+08
190	0.175	0.	0.1	2.8954e+08
191	0.175	0.025	0.	3.5899e+08
192	0.175	0.025	0.025	3.6018e+08
193	0.175	0.025	0.05	3.6164e+08
194	0.175	0.025	0.075	3.5935e+08
195	0.175	0.025	0.1	3.6166e+08
196	0.175	0.05	0.	4.3565e+08
197	0.175	0.05	0.025	4.3673e+08
198	0.175	0.05	0.05	4.3635e+08
199	0.175	0.05	0.075	4.3930e+08
200	0.175	0.05	0.1	4.3800e+08
201	0.2	-0.05	0.	1.4394e+08
202	0.2	-0.05	0.025	1.4371e+08
203	0.2	-0.05	0.05	1.4396e+08
204	0.2	-0.05	0.075	1.4397e+08
205	0.2	-0.05	0.1	1.4618e+08
206	0.2	-0.025	0.	2.1411e+08
207	0.2	-0.025	0.025	2.1480e+08
208	0.2	-0.025	0.05	2.1461e+08
209	0.2	-0.025	0.075	2.1635e+08
210	0.2	-0.025	0.1	2.1630e+08
211	0.2	0.	0.	2.8701e+08
212	0.2	0.	0.025	2.8955e+08
213	0.2	0.	0.05	2.8864e+08
214	0.2	0.	0.075	2.8962e+08
215	0.2	0.	0.1	2.9008e+08
216	0.2	0.025	0.	3.5540e+08
217	0.2	0.025	0.025	3.6148e+08
218	0.2	0.025	0.05	3.5721e+08
219	0.2	0.025	0.075	3.6054e+08
220	0.2	0.025	0.1	3.5984e+08
221	0.2	0.05	0.	4.3192e+08
222	0.2	0.05	0.025	4.2888e+08
223	0.2	0.05	0.05	4.3467e+08
224	0.2	0.05	0.075	4.2866e+08
225	0.2	0.05	0.1	4.3395e+08
226	0.225	-0.05	0.	1.4722e+08
227	0.225	-0.05	0.025	1.4848e+08
228	0.225	-0.05	0.05	1.5011e+08
229	0.225	-0.05	0.075	1.5060e+08
230	0.225	-0.05	0.1	1.4706e+08
231	0.225	-0.025	0.	2.1733e+08
232	0.225	-0.025	0.025	2.1757e+08
233	0.225	-0.025	0.05	2.2120e+08
234	0.225	-0.025	0.075	2.1816e+08
235	0.225	-0.025	0.1	2.1966e+08
236	0.225	0.	0.	2.8852e+08
237	0.225	0.	0.025	2.8593e+08
238	0.225	0.	0.05	2.8479e+08
239	0.225	0.	0.075	2.8694e+08
240	0.225	0.	0.1	2.9200e+08
241	0.225	0.025	0.	3.5830e+08
242	0.225	0.025	0.025	3.6001e+08
243	0.225	0.025	0.05	3.5471e+08
244	0.225	0.025	0.075	3.5705e+08
245	0.225	0.025	0.1	3.5942e+08
246	0.225	0.05	0.	4.2470e+08
247	0.225	0.05	0.025	4.2734e+08
248	0.225	0.05	0.05	4.2524e+08
249	0.225	0.05	0.075	4.2962e+08
250	0.225	0.05	0.1	4.2852e+08
251	0.25	-0.05	0.	1.5363e+08
252	0.25	-0.05	0.025	1.5380e+08
253	0.25	-0.05	0.05	1.5279e+08
254	0.25	-0.05	0.075	1.5392e+08
255	0.25	-0.05	0.1	1.5246e+08
256	0.25	-0.025	0.	2.2133e+08
257	0.25	-0.025	0.025	2.1789e+08
258	0.25	-0.025	0.05	2.1951e+08
259	0.25	-0.025	0.075	2.2356e+08
260	0.25	-0.025	0.1	2.2131e+08
261	0.25	0.	0.	2.8906e+08
262	0.25	0.	0.025	2.8658e+08
263	0.25	0.	0.05	2.8611e+08
264	0.25	0.	0.075	2.8754e+08
265	0.25	0.	0.1	2.8788e+08
266	0.25	0.025	0.	3.5958e+08
267	0.25	0.025	0.025	3.5767e+08
268	0.25	0.025	0.05	3.5573e+08
269	0.25	0.025	0.075	3.5564e+08
270	0.25	0.025	0.1	3.5712e+08
271	0.25	0.05	0.	4.1965e+08
272	0.25	0.05	0.025	4.1812e+08
273	0.25	0.05	0.05	4.2489e+08
274	0.25	0.05	0.075	4.2318e+08
275	0.25	0.05	0.1	4.1967e+08
276	0.275	-0.05	0.	1.5552e+08
277	0.275	-0.05	0.025	1.5834e+08
278	0.275	-0.05	0.05	1.5701e+08
279	0.275	-0.05	0.075	1.5788e+08
280	0.275	-0.05	0.1	1.5725e+08
281	0.275	-0.025	0.	2.2270e+08
282	0.275	-0.025	0.025	2.2196e+08
283	0.275	-0.025	0.05	2.2265e+08
284	0.275	-0.025	0.075	2.2352e+08
285	0.275	-0.025	0.1	2.2238e+08
286	0.275	0.	0.	2.8742e+08
287	0.275	0.	0.025	2.8905e+08
288	0.275	0.	0.05	2.8916e+08
289	0.275	0.	0.075	2.8603e+08
290	0.275	0.	0.1	2.8795e+08
291	0.275	0.025	0.	3.5214e+08
292	0.275	0.025	0.025	3.5328e+08
293	0.275	0.025	0.05	3.5629e+08
294	0.275	0.025	0.075	3.5401e+08
295	0.275	0.025	0.1	3.5784e+08
296	0.275	0.05	0.	4.1905e+08
297	0.275	0.05	0.025	4.1808e+08
298	0.275	0.05	0.05	4.1845e+08
299	0.275	0.05	0.075	4.1886e+08
300	0.275	0.05	0.1	4.1931e+08
301	0.3	-0.05	0.	1.6104e+08
302	0.3	-0.05	0.025	1.6177e+08
303	0.3	-0.05	0.05	1.6130e+08
304	0.3	-0.05	0.075	1.6300e+08
305	0.3	-0.05	0.1	1.6013e+08
306	0.3	-0.025	0.	2.2521e+08
307	0.3	-0.025	0.025	2.2295e+08
308	0.3	-0.025	0.05	2.2558e+08
309	0.3	-0.025	0.075	2.2446e+08
310	0.3	-0.025	0.1	2.2255e+08
311	0.3	0.	0.	2.8963e+08
312	0.3	0.	0.025	2.8365e+08
313	0.3	0.	0.05	2.8795e+08
314	0.3	0.	0.075	2.8919e+08
315	0.3	0.	0.1	2.9038e+08
316	0.3	0.025	0.	3.4761e+08
317	0.3	0.025	0.025	3.4991e+08
318	0.3	0.025	0.05	3.5328e+08
319	0.3	0.025	0.075	3.5342e+08
320	0.3	0.025	0.1	3.5370e+08
321	0.3	0.05	0.	4.2036e+08
322	0.3	0.05	0.025	4.1274e+08
323	0.3	0.05	0.05	4.1492e+08
324	0.3	0.05	0.075	4.1314e+08
325	0.3	0.05	0.1	4.0909e+08
326	0.325	-0.05	0.	1.6641e+08
327	0.325	-0.05	0.025	1.6451e+08
328	0.325	-0.05	0.05	1.6598e+08
329	0.325	-0.05	0.075	1.6503e+08
330	0.325	-0.05	0.1	1.6694e+08
331	0.325	-0.025	0.	2.2619e+08
332	0.325	-0.025	0.025	2.2482e+08
333	0.325	-0.025	0.05	2.2843e+08
334	0.325	-0.025	0.075	2.2643e+08
335	0.325	-0.025	0.1	2.2666e+08
336	0.325	0.	0.	2.8631e+08
337	0.325	0.	0.025	2.8999e+08
338	0.325	0.	0.05	2.8847e+08
339	0.325	0.	0.075	2.8694e+08
340	0.325	0.	0.1	2.8469e+08
341	0.325	0.025	0.	3.5400e+08
342	0.325	0.025	0.025	3.5289e+08
343	0.325	0.025	0.05	3.5177e+08
344	0.325	0.025	0.075	3.4728e+08
345	0.325	0.025	0.1	3.4770e+08
346	0.325	0.05	0.	4.1048e+08
347	0.325	0.05	0.025	4.0730e+08
348	0.325	0.05	0.05	4.0707e+08
349	0.325	0.05	0.075	4.1308e+08
350	0.325	0.05	0.1	4.0936e+08
351	0.35	-0.05	0.	1.6985e+08
352	0.35	-0.05	0.025	1.7198e+08
353	0.35	-0.05	0.05	1.7041e+08
354	0.35	-0.05	0.075	1.6897e+08
355	0.35	-0.05	0.1	1.6984e+08
356	0.35	-0.025	0.	2.2879e+08
357	0.35	-0.025	0.025	2.2980e+08
358	0.35	-0.025	0.05	2.2974e+08
359	0.35	-0.025	0.075	2.3119e+08
360	0.35	-0.025	0.1	2.2917e+08
361	0.35	0.	0.	2.8720e+08
362	0.35	0.	0.025	2.9015e+08
363	0.35	0.	0.05	2.8969e+08
364	0.35	0.	0.075	2.8763e+08
365	0.35	0.	0.1	2.8850e+08
366	0.35	0.025	0.	3.4551e+08
367	0.35	0.025	0.025	3.4408e+08
368	0.35	0.025	0.05	3.5107e+08
369	0.35	0.025	0.075	3.4537e+08
370	0.35	0.025	0.1	3.4711e+08
371	0.35	0.05	0.	4.0132e+08
372	0.35	0.05	0.025	4.0679e+08
373	0.35	0.05	0.05	4.0207e+08
374	0.35	0.05	0.075	4.0908e+08
375	0.35	0.05	0.1	4.0937e+08
376	0.375	-0.05	0.	1.7610e+08
377	0.375	-0.05	0.025	1.7562e+08
378	0.375	-0.05	0.05	1.7530e+08
379	0.375	-0.05	0.075	1.7545e+08
380	0.375	-0.05	0.1	1.7593e+08
381	0.375	-0.025	0.	2.3187e+08
382	0.375	-0.025	0.025	2.3312e+08
383	0.375	-0.025	0.05	2.3047e+08
384	0.375	-0.025	0.075	2.3387e+08
385	0.375	-0.025	0.1	2.3116e+08
386	0.375	0.	0.	2.8671e+08
387	0.375	0.	0.025	2.8863e+08
388	0.375	0.	0.05	2.8874e+08
389	0.375	0.	0.075	2.8500e+08
390	0.375	0.	0.1	2.8717e+08
391	0.375	0.025	0.	3.3976e+08
392	0.375	0.025	0.025	3.4285e+08
393	0.375	0.025	0.05	3.4294e+08
394	0.375	0.025	0.075	3.4486e+08
395	0.375	0.025	0.1	3.4262e+08
396	0.375	0.05	0.	3.9918e+08
397	0.375	0.05	0.025	4.0363e+08
398	0.375	0.05	0.05	4.0546e+08
399	0.375	0.05	0.075	3.9829e+08
400	0.375	0.05	0.1	4.0295e+08
401	0.4	-0.05	0.	1.8042e+08
402	0.4	-0.05	0.025	1.7812e+08
403	0.4	-0.05	0.05	1.7915e+08
404	0.4	-0.05	0.075	1.7673e+08
405	0.4	-0.05	0.1	1.8035e+08
406	0.4	-0.025	0.	2.3249e+08
407	0.4	-0.025	0.025	2.3419e+08
408	0.4	-0.025	0.05	2.3761e+08
409	0.4	-0.025	0.075	2.3624e+08
410	0.4	-0.025	0.1	2.3292e+08
411	0.4	0.	0.	2.8626e+08
412	0.4	0.	0.025	2.9023e+08
413	0.4	0.	0.05	2.8626e+08
414	0.4	0.	0.075	2.8971e+08
415	0.4	0.	0.1	2.9273e+08
416	0.4	0.025	0.	3.4339e+08
417	0.4	0.025	0.025	3.4443e+08
418	0.4	0.025	0.05	3.4419e+08
419	0.4	0.025	0.075	3.4086e+08
420	0.4	0.025	0.1	3.4260e+08
421	0.4	0.05	0.	3.9373e+08
422	0.4	0.05	0.025	3.9906e+08
423	0.4	0.05	0.05	3.9342e+08
424	0.4	0.05	0.075	3.9767e+08
425	0.4	0.05	0.1	3.9869e+08
426	0.425	-0.05	0.	1.8396e+08
427	0.425	-0.05	0.025	1.8370e+08
428	0.425	-0.05	0.05	1.8431e+08
429	0.425	-0.05	0.075	1.8351e+08
430	0.425	-0.05	0.1	1.8467e+08
431	0.425	-0.025	0.	2.3495e+08
432	0.425	-0.025	0.025	2.3505e+08
433	0.425	-0.025	0.05	2.3703e+08
434	0.425	-0.025	0.075	2.3713e+08
435	0.425	-0.025	0.1	2.3583e+08
436	0.425	0.	0.	2.8515e+08
437	0.425	0.	0.025	2.9002e+08
438	0.425	0.	0.05	2.8723e+08
439	0.425	0.	0.075	2.9156e+08
440	0.425	0.	0.1	2.8777e+08
441	0.425	0.025	0.	3.4003e+08
442	0.425	0.025	0.025	3.3887e+08
443	0.425	0.025	0.05	3.4025e+08
444	0.425	0.025	0.075	3.4684e+08
445	0.425	0.025	0.1	3.3904e+08
446	0.425	0.05	0.	3.9450e+08
447	0.425	0.05	0.025	3.9171e+08
448	0.425	0.05	0.05	3.9426e+08
449	0.425	0.05	0.075	3.8696e+08
450	0.425	0.05	0.1	3.9607e+08
451	0.45	-0.05	0.	1.8939e+08
452	0.45	-0.05	0.025	1.8870e+08
453	0.45	-0.05	0.05	1.9002e+08
454	0.45	-0.05	0.075	1.8916e+08
455	0.45	-0.05	0.1	1.8770e+08
456	0.45	-0.025	0.	2.3503e+08
457	0.45	-0.025	0.025	2.4111e+08
458	0.45	-0.025	0.05	2.3818e+08
459	0.45	-0.025	0.075	2.3762e+08
460	0.45	-0.025	0.1	2.3773e+08
461	0.45	0.	0.	2.9053e+08
462	0.45	0.	0.025	2.8715e+08
463	0.45	0.	0.05	2.8911e+08
464	0.45	0.	0.075	2.8742e+08
465	0.45	0.	0.1	2.8583e+08
466	0.45	0.025	0.	3.3933e+08
467	0.45	0.025	0.025	3.3973e+08
468	0.45	0.025	0.05	3.3612e+08
469	0.45	0.025	0.075	3.3742e+08
470	0.45	0.025	0.1	3.3770e+08
471	0.45	0.05	0.	3.8803e+08
472	0.45	0.05	0.025	3.9158e+08
473	0.45	0.05	0.05	3.8625e+08
474	0.45	0.05	0.075	3.8623e+08
475	0.45	0.05	0.1	3.8659e+08
476	0.475	-0.05	0.	1.9241e+08
477	0.475	-0.05	0.025	1.9150e+08
478	0.475	-0.05	0.05	1.9366e+08
479	0.475	-0.05	0.075	1.9411e+08
480	0.475	-0.05	0.1	1.9350e+08
481	0.475	-0.025	0.	2.4066e+08
482	0.475	-0.025	0.025	2.3945e+08
483	0.475	-0.025	0.05	2.4111e+08
484	0.475	-0.025	0.075	2.4100e+08
485	0.475	-0.025	0.1	2.4144e+08
486	0.475	0.	0.	2.8856e+08
487	0.475	0.	0.025	2.8868e+08
488	0.475	0.	0.05	2.9028e+08
489	0.475	0.	0.075	2.8899e+08
490	0.475	0.	0.1	2.8883e+08
491	0.475	0.025	0.	3.3174e+08
492	0.475	0.025	0.025	3.3737e+08
493	0.475	0.025	0.05	3.3465e+08
494	0.475	0.025	0.075	3.3541e+08
495	0.475	0.025	0.1	3.3269e+08
496	0.475	0.05	0.	3.8730e+08
497	0.475	0.05	0.025	3.7682e+08
498	0.475	0.05	0.05	3.8592e+08
499	0.475	0.05	0.075	3.8348e+08
500	0.475	0.05	0.1	3.7813e+08
501	0.5	-0.05	0.	2.0042e+08
502	0.5	-0.05	0.025	1.9861e+08
503	0.5	-0.05	0.05	1.9520e+08
504	0.5	-0.05	0.075	1.9750e+08
505	0.5	-0.05	0.1	1.9864e+08
506	0.5	-0.025	0.	2.4550e+08
507	0.5	-0.025	0.025	2.4240e+08
508	0.5	-0.025	0.05	2.3914e+08
509	0.5	-0.025	0.075	2.4513e+08
510	0.5	-0.025	0.1	2.4373e+08
511	0.5	0.	0.	2.8414e+08
512	0.5	0.	0.025	2.8859e+08
513	0.5	0.	0.05	2.8878e+08
514	0.5	0.	0.075	2.8744e+08
515	0.5	0.	0.1	2.8657e+08
516	0.5	0.025	0.	3.3178e+08
517	0.5	0.025	0.025	3.3235e+08
518	0.5	0.025	0.05	3.3371e+08
519	0.5	0.025	0.075	3.3458e+08
520	0.5	0.025	0.1	3.2871e+08
521	0.5	0.05	0.	3.7858e+08
522	0.5	0.05	0.025	3.7911e+08
523	0.5	0.05	0.05	3.7838e+08
524	0.5	0.05	0.075	3.7708e+08
525	0.5	0.05	0.1	3.8122e+08
526	0.525	-0.05	0.	2.0413e+08
527	0.525	-0.05	0.025	2.0206e+08
528	0.525	-0.05	0.05	2.0240e+08
529	0.525	-0.05	0.075	2.0344e+08
530	0.525	-0.05	0.1	2.0406e+08
531	0.525	-0.025	0.	2.4405e+08
532	0.525	-0.025	0.025	2.4371e+08
533	0.525	-0.025	0.05	2.4565e+08
534	0.525	-0.025	0.075	2.4360e+08
535	0.525	-0.025	0.1	2.4239e+08
536	0.525	0.	0.	2.8658e+08
537	0.525	0.	0.025	2.8872e+08
538	0.525	0.	0.05	2.9068e+08
539	0.525	0.	0.075	2.8678e+08
540	0.525	0.	0.1	2.8779e+08
541	0.525	0.025	0.	3.3106e+08
542	0.525	0.025	0.025	3.2946e+08
543	0.525	0.025	0.05	3.2931e+08
544	0.525	0.025	0.075	3.3141e+08
545	0.525	0.025	0.1	3.2837e+08
546	0.525	0.05	0.	3.7178e+08
547	0.525	0.05	0.025	3.7305e+08
548	0.525	0.05	0.05	3.7422e+08
549	0.525	0.05	0.075	3.7010e+08
550	0.525	0.05	0.1	3.7321e+08
551	0.55	-0.05	0.	2.0540e+08
552	0.55	-0.05	0.025	2.0615e+08
553	0.55	-0.05	0.05	2.0798e+08
554	0.55	-0.05	0.075	2.0691e+08
555	0.55	-0.05	0.1	2.0907e+08
556	0.55	-0.025	0.	2.4739e+08
557	0.55	-0.025	0.025	2.4894e+08
558	0.55	-0.025	0.05	2.4868e+08
559	0.55	-0.025	0.075	2.4748e+08
560	0.55	-0.025	0.1	2.4555e+08
561	0.55	0.	0.	2.8782e+08
562	0.55	0.	0.025	2.8708e+08
563	0.55	0.	0.05	2.8701e+08
564	0.55	0.	0.075	2.8827e+08
565	0.55	0.	0.1	2.8550e+08
566	0.55	0.025	0.	3.2678e+08
567	0.55	0.025	0.025	3.2651e+08
568	0.55	0.025	0.05	3.2800e+08
569	0.55	0.025	0.075	3.2699e+08
570	0.55	0.025	0.1	3.2712e+08
571	0.55	0.05	0.	3.6930e+08
572	0.55	0.05	0.025	3.6801e+08
573	0.55	0.05	0.05	3.6901e+08
574	0.55	0.05	0.075	3.6653e+08
575	0.55	0.05	0.1	3.6717e+08
576	0.575	-0.05	0.	2.1409e+08
577	0.575	-0.05	0.025	2.1061e+08
578	0.575	-0.05	0.05	2.0883e+08
579	0.575	-0.05	0.075	2.1193e+08
580	0.575	-0.05	0.1	2.1060e+08
581	0.575	-0.025	0.	2.5012e+08
582	0.575	-0.025	0.025	2.4962e+08
583	0.575	-0.025	0.05	2.5057e+08
584	0.575	-0.025	0.075	2.4960e+08
585	0.575	-0.025	0.1	2.4941e+08
586	0.575	0.	0.	2.8998e+08
587	0.575	0.	0.025	2.8417e+08
588	0.575	0.	0.05	2.8571e+08
589	0.575	0.	0.075	2.8657e+08
590	0.575	0.	0.1	2.8507e+08
591	0.575	0.025	0.	3.2531e+08
592	0.575	0.025	0.025	3.2512e+08
593	0.575	0.025	0.05	3.2816e+08
594	0.575	0.025	0.075	3.2608e+08
595	0.575	0.025	0.1	3.2583e+08
596	0.575	0.05	0.	3.6367e+08
597	0.575	0.05	0.025	3.6220e+08
598	0.575	0.05	0.05	3.6645e+08
599	0.575	0.05	0.075	3.6715e+08
600	0.575	0.05	0.1	3.6185e+08
601	0.6	-0.05	0.	2.1810e+08
602	0.6	-0.05	0.025	2.1513e+08
603	0.6	-0.05	0.05	2.1502e+08
604	0.6	-0.05	0.075	2.1661e+08
605	0.6	-0.05	0.1	2.1673e+08
606	0.6	-0.025	0.	2.5189e+08
607	0.6	-0.025	0.025	2.5148e+08
608	0.6	-0.025	0.05	2.5377e+08
609	0.6	-0.025	0.075	2.5106e+08
610	0.6	-0.025	0.1	2.5190e+08
611	0.6	0.	0.	2.9093e+08
612	0.6	0.	0.025	2.8569e+08
613	0.6	0.	0.05	2.8721e+08
614	0.6	0.	0.075	2.8977e+08
615	0.6	0.	0.1	2.8891e+08
616	0.6	0.025	0.	3.2574e+08
617	0.6	0.025	0.025	3.2143e+08
618	0.6	0.025	0.05	3.2462e+08
619	0.6	0.025	0.075	3.2345e+08
620	0.6	0.025	0.1	3.2842e+08
621	0.6	0.05	0.	3.6175e+08
622	0.6	0.05	0.025	3.5995e+08
623	0.6	0.05	0.05	3.6062e+08
624	0.6	0.05	0.075	3.6012e+08
625	0.6	0.05	0.1	3.6151e+08
626	0.625	-0.05	0.	2.1937e+08
627	0.625	-0.05	0.025	2.2231e+08
628	0.625	-0.05	0.05	2.1875e+08
629	0.625	-0.05	0.075	2.2077e+08
630	0.625	-0.05	0.1	2.1941e+08
631	0.625	-0.025	0.	2.5432e+08
632	0.625	-0.025	0.025	2.5576e+08
633	0.625	-0.025	0.05	2.5164e+08
