Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
49	0.025	0.05	0.075	6.0524e+08
50	0.025	0.05	0.1	6.1440e+08
51	0.05	-0.05	0.	2.6297e+08
52	0.05	-0.05	0.025	2.5742e+08
53	0.05	-0.05	0.05	2.6009e+08
54	0.05	-0.05	0.075	2.5824e+08
55	0.05	-0.05	0.1	2.6092e+08
56	0.05	-0.025	0.	3.4905e+08
57	0.05	-0.025	0.025	3.4925e+08
58	0.05	-0.025	0.05	3.4729e+08
59	0.05	-0.025	0.075	3.4537e+08
60	0.05	-0.025	0.1	3.4628e+08
61	0.05	0.	0.	4.3443e+08
62	0.05	0.	0.025	4.4018e+08
63	0.05	0.	0.05	4.2797e+08
64	0.05	0.	0.075	4.3756e+08
65	0.05	0.	0.1	4.3291e+08
66	0.05	0.025	0.	5.2093e+08
67	0.05	0.025	0.025	5.1830e+08
68	0.05	0.025	0.05	5.2335e+08
69	0.05	0.025	0.075	5.1890e+08
70	0.05	0.025	0.1	5.1485e+08
71	0.05	0.05	0.	6.0517e+08
72	0.05	0.05	0.025	6.0844e+08
73	0.05	0.05	0.05	6.0300e+08
74	0.05	0.05	0.075	5.9299e+08
75	0.05	0.05	0.1	6.0245e+08
76	0.075	-0.05	0.	2.6571e+08
77	0.075	-0.05	0.025	2.6540e+08
78	0.075	-0.05	0.05	2.6445e+08
79	0.075	-0.05	0.075	2.6831e+08
80	0.075	-0.05	0.1	2.6046e+08
81	0.075	-0.025	0.	3.4906e+08
82	0.075	-0.025	0.025	3.4910e+08
83	0.075	-0.025	0.05	3.5464e+08
84	0.075	-0.025	0.075	3.4876e+08
85	0.075	-0.025	0.1	3.5004e+08
86	0.075	0.	0.	4.3250e+08
87	0.075	0.	0.025	4.3240e+08
88	0.075	0.	0.05	4.3816e+08
89	0.075	0.	0.075	4.2823e+08
90	0.075	0.	0.1	4.2976e+08
91	0.075	0.025	0.	5.1839e+08
92	0.075	0.025	0.025	5.1634e+08
93	0.075	0.025	0.05	5.1412e+08
94	0.075	0.025	0.075	5.1499e+08
95	0.075	0.025	0.1	5.1905e+08
96	0.075	0.05	0.	6.0082e+08
97	0.075	0.05	0.025	5.9509e+08
98	0.075	0.05	0.05	5.9964e+08
99	0.075	0.05	0.075	5.9826e+08
100	0.075	0.05	0.1	6.0075e+08
101	0.1	-0.05	0.	2.6931e+08
102	0.1	-0.05	0.025	2.6739e+08
103	0.1	-0.05	0.05	2.7145e+08
104	0.1	-0.05	0.075	2.7119e+08
105	0.1	-0.05	0.1	2.7306e+08
106	0.1	-0.025	0.	3.4735e+08
107	0.1	-0.025	0.025	3.5085e+08
108	0.1	-0.025	0.05	3.5040e+08
109	0.1	-0.025	0.075	3.4994e+08
110	0.1	-0.025	0.1	3.4672e+08
111	0.1	0.	0.	4.2838e+08
112	0.1	0.	0.025	4.3301e+08
113	0.1	0.	0.05	4.3034e+08
114	0.1	0.	0.075	4.2921e+08
115	0.1	0.	0.1	4.3701e+08
116	0.1	0.025	0.	5.2278e+08
117	0.1	0.025	0.025	5.1280e+08
118	0.1	0.025	0.05	5.0687e+08
119	0.1	0.025	0.075	5.1466e+08
120	0.1	0.025	0.1	5.0447e+08
121	0.1	0.05	0.	5.8758e+08
122	0.1	0.05	0.025	5.9597e+08
123	0.1	0.05	0.05	5.8742e+08
124	0.1	0.05	0.075	5.9259e+08
125	0.1	0.05	0.1	5.8695e+08
126	0.125	-0.05	0.	2.7462e+08
127	0.125	-0.05	0.025	2.7697e+08
128	0.125	-0.05	0.05	2.7315e+08
129	0.125	-0.05	0.075	2.7446e+08
130	0.125	-0.05	0.1	2.7271e+08
131	0.125	-0.025	0.	3.5119e+08
132	0.125	-0.025	0.025	3.5095e+08
133	0.125	-0.025	0.05	3.5552e+08
134	0.125	-0.025	0.075	3.4930e+08
135	0.125	-0.025	0.1	3.5236e+08
136	0.125	0.	0.	4.3349e+08
137	0.125	0.	0.025	4.3522e+08
138	0.125	0.	0.05	4.3359e+08
139	0.125	0.	0.075	4.3182e+08
140	0.125	0.	0.1	4.3010e+08
141	0.125	0.025	0.	5.1456e+08
142	0.125	0.025	0.025	5.0724e+08
143	0.125	0.025	0.05	5.0730e+08
144	0.125	0.025	0.075	5.1631e+08
145	0.125	0.025	0.1	5.1226e+08
146	0.125	0.05	0.	5.9137e+08
147	0.125	0.05	0.025	5.9232e+08
148	0.125	0.05	0.05	5.8905e+08
149	0.125	0.05	0.075	5.8272e+08
150	0.125	0.05	0.1	5.9068e+08
151	0.15	-0.05	0.	2.7896e+08
152	0.15	-0.05	0.025	2.7708e+08
153	0.15	-0.05	0.05	2.7657e+08
154	0.15	-0.05	0.075	2.7890e+08
155	0.15	-0.05	0.1	2.7597e+08
156	0.15	-0.025	0.	3.5514e+08
157	0.15	-0.025	0.025	3.5480e+08
158	0.15	-0.025	0.05	3.5521e+08
159	0.15	-0.025	0.075	3.5669e+08
160	0.15	-0.025	0.1	3.5732e+08
161	0.15	0.	0.	4.2961e+08
162	0.15	0.	0.025	4.3508e+08
163	0.15	0.	0.05	4.3131e+08
164	0.15	0.	0.075	4.3813e+08
165	0.15	0.	0.1	4.3005e+08
166	0.15	0.025	0.	5.0198e+08
167	0.15	0.025	0.025	5.1193e+08
168	0.15	0.025	0.05	5.1027e+08
169	0.15	0.025	0.075	5.1342e+08
170	0.15	0.025	0.1	5.0979e+08
171	0.15	0.05	0.	5.9595e+08
172	0.15	0.05	0.025	5.8412e+08
173	0.15	0.05	0.05	5.8990e+08
174	0.15	0.05	0.075	5.8254e+08
175	0.15	0.05	0.1	5.8730e+08
176	0.175	-0.05	0.	2.8504e+08
177	0.175	-0.05	0.025	2.8539e+08
178	0.175	-0.05	0.05	2.8526e+08
179	0.175	-0.05	0.075	2.7616e+08
180	0.175	-0.05	0.1	2.8334e+08
181	0.175	-0.025	0.	3.5615e+08
182	0.175	-0.025	0.025	3.5672e+08
183	0.175	-0.025	0.05	3.5699e+08
184	0.175	-0.025	0.075	3.6060e+08
185	0.175	-0.025	0.1	3.5838e+08
186	0.175	0.	0.	4.3032e+08
187	0.175	0.	0.025	4.2700e+08
188	0.175	0.	0.05	4.3737e+08
189	0.175	0.	0.075	4.2983e+08
190	0.175	0.	0.1	4.3162e+08
191	0.175	0.025	0.	5.1495e+08
192	0.175	0.025	0.025	5.0377e+08
193	0.175	0.025	0.05	5.0517e+08
194	0.175	0.025	0.075	5.0722e+08
195	0.175	0.025	0.1	4.9978e+08
196	0.175	0.05	0.	5.7250e+08
197	0.175	0.05	0.025	5.7826e+08
198	0.175	0.05	0.05	5.7842e+08
199	0.175	0.05	0.075	5.8112e+08
200	0.175	0.05	0.1	5.7596e+08
201	0.2	-0.05	0.	2.8900e+08
202	0.2	-0.05	0.025	2.8303e+08
203	0.2	-0.05	0.05	2.8784e+08
204	0.2	-0.05	0.075	2.8883e+08
205	0.2	-0.05	0.1	2.8876e+08
206	0.2	-0.025	0.	3.5958e+08
207	0.2	-0.025	0.025	3.5815e+08
208	0.2	-0.025	0.05	3.5949e+08
209	0.2	-0.025	0.075	3.6360e+08
210	0.2	-0.025	0.1	3.5832e+08
211	0.2	0.	0.	4.3545e+08
212	0.2	0.	0.025	4.3600e+08
213	0.2	0.	0.05	4.2607e+08
214	0.2	0.	0.075	4.3163e+08
215	0.2	0.	0.1	4.2869e+08
216	0.2	0.025	0.	4.9798e+08
217	0.2	0.025	0.025	5.0723e+08
218	0.2	0.025	0.05	5.0594e+08
219	0.2	0.025	0.075	5.0510e+08
220	0.2	0.025	0.1	4.9966e+08
221	0.2	0.05	0.	5.7697e+08
222	0.2	0.05	0.025	5.6996e+08
223	0.2	0.05	0.05	5.7636e+08
224	0.2	0.05	0.075	5.7295e+08
225	0.2	0.05	0.1	5.8084e+08
226	0.225	-0.05	0.	2.9165e+08
227	0.225	-0.05	0.025	2.9304e+08
228	0.225	-0.05	0.05	2.9305e+08
229	0.225	-0.05	0.075	2.9232e+08
230	0.225	-0.05	0.1	2.9275e+08
231	0.225	-0.025	0.	3.6318e+08
232	0.225	-0.025	0.025	3.5970e+08
233	0.225	-0.025	0.05	3.6347e+08
234	0.225	-0.025	0.075	3.6480e+08
235	0.225	-0.025	0.1	3.6345e+08
236	0.225	0.	0.	4.3085e+08
237	0.225	0.	0.025	4.3267e+08
238	0.225	0.	0.05	4.3081e+08
239	0.225	0.	0.075	4.3166e+08
240	0.225	0.	0.1	4.2796e+08
241	0.225	0.025	0.	5.0732e+08
242	0.225	0.025	0.025	5.0955e+08
243	0.225	0.025	0.05	4.9896e+08
244	0.225	0.025	0.075	5.0494e+08
245	0.225	0.025	0.1	5.0764e+08
246	0.225	0.05	0.	5.6712e+08
247	0.225	0.05	0.025	5.6163e+08
248	0.225	0.05	0.05	5.7843e+08
249	0.225	0.05	0.075	5.7145e+08
250	0.225	0.05	0.1	5.6912e+08
251	0.25	-0.05	0.	2.9711e+08
252	0.25	-0.05	0.025	2.9612e+08
253	0.25	-0.05	0.05	3.0403e+08
254	0.25	-0.05	0.075	2.9574e+08
255	0.25	-0.05	0.1	2.9778e+08
256	0.25	-0.025	0.	3.6832e+08
257	0.25	-0.025	0.025	3.6830e+08
258	0.25	-0.025	0.05	3.6774e+08
259	0.25	-0.025	0.075	3.6331e+08
260	0.25	-0.025	0.1	3.6410e+08
261	0.25	0.	0.	4.2455e+08
262	0.25	0.	0.025	4.3181e+08
263	0.25	0.	0.05	4.3218e+08
264	0.25	0.	0.075	4.3463e+08
265	0.25	0.	0.1	4.3828e+08
266	0.25	0.025	0.	5.0238e+08
267	0.25	0.025	0.025	5.0381e+08
268	0.25	0.025	0.05	4.9946e+08
269	0.25	0.025	0.075	5.0467e+08
270	0.25	0.025	0.1	4.9958e+08
271	0.25	0.05	0.	5.7217e+08
272	0.25	0.05	0.025	5.7065e+08
273	0.25	0.05	0.05	5.6878e+08
274	0.25	0.05	0.075	5.6001e+08
275	0.25	0.05	0.1	5.7196e+08
276	0.275	-0.05	0.	3.0241e+08
277	0.275	-0.05	0.025	3.0319e+08
278	0.275	-0.05	0.05	3.0226e+08
279	0.275	-0.05	0.075	3.0267e+08
280	0.275	-0.05	0.1	3.0464e+08
281	0.275	-0.025	0.	3.6541e+08
282	0.275	-0.025	0.025	3.6817e+08
283	0.275	-0.025	0.05	3.6452e+08
284	0.275	-0.025	0.075	3.6849e+08
285	0.275	-0.025	0.1	3.6753e+08
286	0.275	0.	0.	4.2989e+08
287	0.275	0.	0.025	4.3239e+08
288	0.275	0.	0.05	4.3010e+08
289	0.275	0.	0.075	4.3076e+08
290	0.275	0.	0.1	4.3330e+08
291	0.275	0.025	0.	4.9835e+08
292	0.275	0.025	0.025	4.8964e+08
293	0.275	0.025	0.05	4.9876e+08
294	0.275	0.025	0.075	4.9608e+08
295	0.275	0.025	0.1	4.9564e+08
296	0.275	0.05	0.	5.5743e+08
297	0.275	0.05	0.025	5.6230e+08
298	0.275	0.05	0.05	5.6015e+08
299	0.275	0.05	0.075	5.6823e+08
300	0.275	0.05	0.1	5.5463e+08
301	0.3	-0.05	0.	3.0364e+08
302	0.3	-0.05	0.025	3.0347e+08
303	0.3	-0.05	0.05	3.0663e+08
304	0.3	-0.05	0.075	3.0887e+08
305	0.3	-0.05	0.1	3.0723e+08
306	0.3	-0.025	0.	3.6581e+08
307	0.3	-0.025	0.025	3.6778e+08
308	0.3	-0.025	0.05	3.6666e+08
309	0.3	-0.025	0.075	3.7055e+08
310	0.3	-0.025	0.1	3.6772e+08
311	0.3	0.	0.	4.2719e+08
312	0.3	0.	0.025	4.3409e+08
313	0.3	0.	0.05	4.3644e+08
314	0.3	0.	0.075	4.3145e+08
315	0.3	0.	0.1	4.3249e+08
316	0.3	0.025	0.	4.8907e+08
317	0.3	0.025	0.025	4.8688e+08
318	0.3	0.025	0.05	4.8771e+08
319	0.3	0.025	0.075	4.9486e+08
320	0.3	0.025	0.1	4.9381e+08
321	0.3	0.05	0.	5.6044e+08
322	0.3	0.05	0.025	5.5712e+08
323	0.3	0.05	0.05	5.6241e+08
324	0.3	0.05	0.075	5.6189e+08
325	0.3	0.05	0.1	5.5656e+08
326	0.325	-0.05	0.	3.0801e+08
327	0.325	-0.05	0.025	3.0574e+08
328	0.325	-0.05	0.05	3.1406e+08
329	0.325	-0.05	0.075	3.0816e+08
330	0.325	-0.05	0.1	3.0678e+08
331	0.325	-0.025	0.	3.7168e+08
332	0.325	-0.025	0.025	3.6688e+08
333	0.325	-0.025	0.05	3.7168e+08
334	0.325	-0.025	0.075	3.7030e+08
335	0.325	-0.025	0.1	3.7404e+08
336	0.325	0.	0.	4.3496e+08
337	0.325	0.	0.025	4.3588e+08
338	0.325	0.	0.05	4.3278e+08
339	0.325	0.	0.075	4.2910e+08
340	0.325	0.	0.1	4.2849e+08
341	0.325	0.025	0.	4.9069e+08
342	0.325	0.025	0.025	5.0065e+08
343	0.325	0.025	0.05	4.9180e+08
344	0.325	0.025	0.075	4.9342e+08
345	0.325	0.025	0.1	4.9877e+08
346	0.325	0.05	0.	5.5463e+08
347	0.325	0.05	0.025	5.5018e+08
348	0.325	0.05	0.05	5.5673e+08
349	0.325	0.05	0.075	5.5160e+08
350	0.325	0.05	0.1	5.5478e+08
351	0.35	-0.05	0.	3.1629e+08
352	0.35	-0.05	0.025	3.1375e+08
353	0.35	-0.05	0.05	3.1547e+08
354	0.35	-0.05	0.075	3.1903e+08
355	0.35	-0.05	0.1	3.1342e+08
356	0.35	-0.025	0.	3.7748e+08
357	0.35	-0.025	0.025	3.7178e+08
358	0.35	-0.025	0.05	3.7893e+08
359	0.35	-0.025	0.075	3.7099e+08
360	0.35	-0.025	0.1	3.7237e+08
361	0.35	0.	0.	4.3728e+08
362	0.35	0.	0.025	4.3744e+08
363	0.35	0.	0.05	4.3490e+08
364	0.35	0.	0.075	4.2833e+08
365	0.35	0.	0.1	4.3236e+08
366	0.35	0.025	0.	4.9054e+08
367	0.35	0.025	0.025	4.8718e+08
368	0.35	0.025	0.05	4.9327e+08
369	0.35	0.025	0.075	4.8749e+08
370	0.35	0.025	0.1	4.8547e+08
371	0.35	0.05	0.	5.4188e+08
372	0.35	0.05	0.025	5.5652e+08
373	0.35	0.05	0.05	5.4676e+08
374	0.35	0.05	0.075	5.4685e+08
375	0.35	0.05	0.1	5.4447e+08
376	0.375	-0.05	0.	3.2300e+08
377	0.375	-0.05	0.025	3.1597e+08
378	0.375	-0.05	0.05	3.1642e+08
379	0.375	-0.05	0.075	3.1868e+08
380	0.375	-0.05	0.1	3.1944e+08
381	0.375	-0.025	0.	3.7778e+08
382	0.375	-0.025	0.025	3.7376e+08
383	0.375	-0.025	0.05	3.8044e+08
384	0.375	-0.025	0.075	3.7378e+08
385	0.375	-0.025	0.1	3.7276e+08
386	0.375	0.	0.	4.2826e+08
387	0.375	0.	0.025	4.2940e+08
388	0.375	0.	0.05	4.2803e+08
389	0.375	0.	0.075	4.3467e+08
390	0.375	0.	0.1	4.2861e+08
391	0.375	0.025	0.	4.8777e+08
392	0.375	0.025	0.025	4.8426e+08
393	0.375	0.025	0.05	4.8370e+08
394	0.375	0.025	0.075	4.9261e+08
395	0.375	0.025	0.1	4.9455e+08
396	0.375	0.05	0.	5.5003e+08
397	0.375	0.05	0.025	5.3809e+08
398	0.375	0.05	0.05	5.3870e+08
399	0.375	0.05	0.075	5.5312e+08
400	0.375	0.05	0.1	5.4339e+08
401	0.4	-0.05	0.	3.2044e+08
402	0.4	-0.05	0.025	3.2681e+08
403	0.4	-0.05	0.05	3.2417e+08
404	0.4	-0.05	0.075	3.2548e+08
405	0.4	-0.05	0.1	3.1820e+08
406	0.4	-0.025	0.	3.7706e+08
407	0.4	-0.025	0.025	3.8091e+08
408	0.4	-0.025	0.05	3.7611e+08
409	0.4	-0.025	0.075	3.8178e+08
410	0.4	-0.025	0.1	3.7406e+08
411	0.4	0.	0.	4.3168e+08
412	0.4	0.	0.025	4.3776e+08
413	0.4	0.	0.05	4.2809e+08
414	0.4	0.	0.075	4.3301e+08
415	0.4	0.	0.1	4.3409e+08
416	0.4	0.025	0.	4.8639e+08
417	0.4	0.025	0.025	4.8506e+08
418	0.4	0.025	0.05	4.8263e+08
419	0.4	0.025	0.075	4.8680e+08
420	0.4	0.025	0.1	4.8564e+08
421	0.4	0.05	0.	5.3380e+08
422	0.4	0.05	0.025	5.4475e+08
423	0.4	0.05	0.05	5.3607e+08
424	0.4	0.05	0.075	5.3391e+08
425	0.4	0.05	0.1	5.3743e+08
426	0.425	-0.05	0.	3.2615e+08
427	0.425	-0.05	0.025	3.2782e+08
428	0.425	-0.05	0.05	3.2523e+08
429	0.425	-0.05	0.075	3.2968e+08
430	0.425	-0.05	0.1	3.3213e+08
431	0.425	-0.025	0.	3.8062e+08
432	0.425	-0.025	0.025	3.7590e+08
433	0.425	-0.025	0.05	3.7752e+08
434	0.425	-0.025	0.075	3.8097e+08
435	0.425	-0.025	0.1	3.7431e+08
436	0.425	0.	0.	4.2781e+08
437	0.425	0.	0.025	4.2638e+08
438	0.425	0.	0.05	4.3247e+08
439	0.425	0.	0.075	4.3954e+08
440	0.425	0.	0.1	4.2771e+08
441	0.425	0.025	0.	4.8694e+08
442	0.425	0.025	0.025	4.8160e+08
443	0.425	0.025	0.05	4.7868e+08
444	0.425	0.025	0.075	4.8984e+08
445	0.425	0.025	0.1	4.9214e+08
446	0.425	0.05	0.	5.3726e+08
447	0.425	0.05	0.025	5.3705e+08
448	0.425	0.05	0.05	5.3577e+08
449	0.425	0.05	0.075	5.3486e+08
450	0.425	0.05	0.1	5.3696e+08
451	0.45	-0.05	0.	3.3480e+08
452	0.45	-0.05	0.025	3.3743e+08
453	0.45	-0.05	0.05	3.3161e+08
454	0.45	-0.05	0.075	3.3334e+08
455	0.45	-0.05	0.1	3.3276e+08
456	0.45	-0.025	0.	3.8568e+08
457	0.45	-0.025	0.025	3.8989e+08
458	0.45	-0.025	0.05	3.8578e+08
459	0.45	-0.025	0.075	3.8499e+08
460	0.45	-0.025	0.1	3.8532e+08
461	0.45	0.	0.	4.3645e+08
462	0.45	0.	0.025	4.4042e+08
463	0.45	0.	0.05	4.2624e+08
464	0.45	0.	0.075	4.3414e+08
465	0.45	0.	0.1	4.2315e+08
466	0.45	0.025	0.	4.8520e+08
467	0.45	0.025	0.025	4.8366e+08
468	0.45	0.025	0.05	4.7943e+08
469	0.45	0.025	0.075	4.7125e+08
470	0.45	0.025	0.1	4.8148e+08
471	0.45	0.05	0.	5.3195e+08
472	0.45	0.05	0.025	5.3073e+08
473	0.45	0.05	0.05	5.2836e+08
474	0.45	0.05	0.075	5.2719e+08
475	0.45	0.05	0.1	5.3078e+08
476	0.475	-0.05	0.	3.3533e+08
477	0.475	-0.05	0.025	3.3969e+08
478	0.475	-0.05	0.05	3.3729e+08
479	0.475	-0.05	0.075	3.3284e+08
480	0.475	-0.05	0.1	3.3798e+08
481	0.475	-0.025	0.	3.8607e+08
482	0.475	-0.025	0.025	3.8978e+08
483	0.475	-0.025	0.05	3.8765e+08
484	0.475	-0.025	0.075	3.8203e+08
485	0.475	-0.025	0.1	3.8918e+08
486	0.475	0.	0.	4.2728e+08
487	0.475	0.	0.025	4.3217e+08
488	0.475	0.	0.05	4.3468e+08
489	0.475	0.	0.075	4.3711e+08
490	0.475	0.	0.1	4.3860e+08
491	0.475	0.025	0.	4.8417e+08
492	0.475	0.025	0.025	4.7876e+08
493	0.475	0.025	0.05	4.8151e+08
494	0.475	0.025	0.075	4.8015e+08
495	0.475	0.025	0.1	4.7657e+08
496	0.475	0.05	0.	5.2601e+08
497	0.475	0.05	0.025	5.3407e+08
498	0.475	0.05	0.05	5.2922e+08
499	0.475	0.05	0.075	5.3517e+08
500	0.475	0.05	0.1	5.2194e+08
501	0.5	-0.05	0.	3.4096e+08
502	0.5	-0.05	0.025	3.4314e+08
503	0.5	-0.05	0.05	3.4403e+08
504	0.5	-0.05	0.075	3.4168e+08
505	0.5	-0.05	0.1	3.4419e+08
506	0.5	-0.025	0.	3.8950e+08
507	0.5	-0.025	0.025	3.8275e+08
508	0.5	-0.025	0.05	3.8938e+08
509	0.5	-0.025	0.075	3.9037e+08
510	0.5	-0.025	0.1	3.8796e+08
511	0.5	0.	0.	4.2571e+08
512	0.5	0.	0.025	4.3111e+08
513	0.5	0.	0.05	4.3358e+08
514	0.5	0.	0.075	4.2908e+08
515	0.5	0.	0.1	4.3524e+08
516	0.5	0.025	0.	4.7982e+08
517	0.5	0.025	0.025	4.7755e+08
518	0.5	0.025	0.05	4.7710e+08
519	0.5	0.025	0.075	4.7777e+08
520	0.5	0.025	0.1	4.7702e+08
521	0.5	0.05	0.	5.1663e+08
522	0.5	0.05	0.025	5.2020e+08
523	0.5	0.05	0.05	5.2230e+08
524	0.5	0.05	0.075	5.2792e+08
525	0.5	0.05	0.1	5.2489e+08
526	0.525	-0.05	0.	3.5058e+08
527	0.525	-0.05	0.025	3.4261e+08
528	0.525	-0.05	0.05	3.4551e+08
529	0.525	-0.05	0.075	3.5225e+08
530	0.525	-0.05	0.1	3.4444e+08
531	0.525	-0.025	0.	3.8692e+08
532	0.525	-0.025	0.025	3.8845e+08
533	0.525	-0.025	0.05	3.9558e+08
534	0.525	-0.025	0.075	3.8720e+08
535	0.525	-0.025	0.1	3.9103e+08
536	0.525	0.	0.	4.3343e+08
537	0.525	0.	0.025	4.2540e+08
538	0.525	0.	0.05	4.3202e+08
539	0.525	0.	0.075	4.3016e+08
540	0.525	0.	0.1	4.3441e+08
541	0.525	0.025	0.	4.8139e+08
542	0.525	0.025	0.025	4.7348e+08
543	0.525	0.025	0.05	4.7348e+08
544	0.525	0.025	0.075	4.8435e+08
545	0.525	0.025	0.1	4.7208e+08
546	0.525	0.05	0.	5.1194e+08
547	0.525	0.05	0.025	5.2320e+08
548	0.525	0.05	0.05	5.1729e+08
549	0.525	0.05	0.075	5.1867e+08
550	0.525	0.05	0.1	5.2674e+08
551	0.55	-0.05	0.	3.4706e+08
552	0.55	-0.05	0.025	3.5045e+08
553	0.55	-0.05	0.05	3.4753e+08
554	0.55	-0.05	0.075	3.5194e+08
555	0.55	-0.05	0.1	3.4945e+08
556	0.55	-0.025	0.	3.8787e+08
557	0.55	-0.025	0.025	3.9384e+08
558	0.55	-0.025	0.05	3.9158e+08
559	0.55	-0.025	0.075	3.8762e+08
560	0.55	-0.025	0.1	3.8782e+08
561	0.55	0.	0.	4.3279e+08
562	0.55	0.	0.025	4.2630e+08
563	0.55	0.	0.05	4.3286e+08
564	0.55	0.	0.075	4.3670e+08
565	0.55	0.	0.1	4.3438e+08
566	0.55	0.025	0.	4.7018e+08
567	0.55	0.025	0.025	4.7357e+08
568	0.55	0.025	0.05	4.6780e+08
569	0.55	0.025	0.075	4.7305e+08
570	0.55	0.025	0.1	4.7130e+08
571	0.55	0.05	0.	5.0873e+08
572	0.55	0.05	0.025	5.1556e+08
573	0.55	0.05	0.05	5.0488e+08
574	0.55	0.05	0.075	5.0813e+08
575	0.55	0.05	0.1	5.0863e+08
576	0.575	-0.05	0.	3.5406e+08
577	0.575	-0.05	0.025	3.5920e+08
578	0.575	-0.05	0.05	3.5765e+08
579	0.575	-0.05	0.075	3.5580e+08
580	0.575	-0.05	0.1	3.5567e+08
581	0.575	-0.025	0.	3.9376e+08
582	0.575	-0.025	0.025	3.9812e+08
583	0.575	-0.025	0.05	3.8807e+08
584	0.575	-0.025	0.075	3.9622e+08
585	0.575	-0.025	0.1	3.9219e+08
586	0.575	0.	0.	4.3381e+08
587	0.575	0.	0.025	4.3383e+08
588	0.575	0.	0.05	4.3460e+08
589	0.575	0.	0.075	4.3754e+08
590	0.575	0.	0.1	4.2733e+08
591	0.575	0.025	0.	4.7407e+08
592	0.575	0.025	0.025	4.7005e+08
593	0.575	0.025	0.05	4.6855e+08
594	0.575	0.025	0.075	4.7794e+08
595	0.575	0.025	0.1	4.7293e+08
596	0.575	0.05	0.	5.0680e+08
597	0.575	0.05	0.025	5.1239e+08
598	0.575	0.05	0.05	5.0831e+08
599	0.575	0.05	0.075	5.0674e+08
600	0.575	0.05	0.1	5.0603e+08
601	0.6	-0.05	0.	3.6088e+08
602	0.6	-0.05	0.025	3.5823e+08
603	0.6	-0.05	0.05	3.6045e+08
604	0.6	-0.05	0.075	3.6255e+08
605	0.6	-0.05	0.1	3.6032e+08
606	0.6	-0.025	0.	4.0231e+08
607	0.6	-0.025	0.025	3.9608e+08
608	0.6	-0.025	0.05	4.0032e+08
609	0.6	-0.025	0.075	3.9914e+08
610	0.6	-0.025	0.1	4.0088e+08
611	0.6	0.	0.	4.3889e+08
612	0.6	0.	0.025	4.2598e+08
613	0.6	0.	0.05	4.3299e+08
614	0.6	0.	0.075	4.3168e+08
615	0.6	0.	0.1	4.3246e+08
616	0.6	0.025	0.	4.6655e+08
617	0.6	0.025	0.025	4.6600e+08
618	0.6	0.025	0.05	4.6392e+08
619	0.6	0.025	0.075	4.6840e+08
620	0.6	0.025	0.1	4.7153e+08
621	0.6	0.05	0.	5.0201e+08
622	0.6	0.05	0.025	5.0268e+08
623	0.6	0.05	0.05	5.0119e+08
624	0.6	0.05	0.075	4.9999e+08
625	0.6	0.05	0.1	5.0305e+08
626	0.625	-0.05	0.	3.6550e+08
627	0.625	-0.05	0.025	3.6817e+08
628	0.625	-0.05	0.05	3.6102e+08
629	0.625	-0.05	0.075	3.6441e+08
630	0.625	-0.05	0.1	3.6794e+08
631	0.625	-0.025	0.	3.9454e+08
632	0.625	-0.025	0.025	4.0233e+08
