Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
103	0.1	-0.05	0.05	-1.8146e+07
104	0.1	-0.05	0.075	-1.8009e+07
105	0.1	-0.05	0.1	-1.8020e+07
106	0.1	-0.025	0.	6.3142e+07
107	0.1	-0.025	0.025	6.3474e+07
108	0.1	-0.025	0.05	6.2856e+07
109	0.1	-0.025	0.075	6.2470e+07
110	0.1	-0.025	0.1	6.2397e+07
111	0.1	0.	0.	1.4457e+08
112	0.1	0.	0.025	1.4419e+08
113	0.1	0.	0.05	1.4378e+08
114	0.1	0.	0.075	1.4349e+08
115	0.1	0.	0.1	1.4416e+08
116	0.1	0.025	0.	2.2528e+08
117	0.1	0.025	0.025	2.2565e+08
118	0.1	0.025	0.05	2.2350e+08
119	0.1	0.025	0.075	2.2262e+08
120	0.1	0.025	0.1	2.2377e+08
121	0.1	0.05	0.	3.0352e+08
122	0.1	0.05	0.025	3.0342e+08
123	0.1	0.05	0.05	3.0888e+08
124	0.1	0.05	0.075	3.0184e+08
125	0.1	0.05	0.1	3.0686e+08
126	0.125	-0.05	0.	-1.3573e+07
127	0.125	-0.05	0.025	-1.3580e+07
128	0.125	-0.05	0.05	-1.3522e+07
129	0.125	-0.05	0.075	-1.3607e+07
130	0.125	-0.05	0.1	-1.3644e+07
131	0.125	-0.025	0.	6.5132e+07
132	0.125	-0.025	0.025	6.5425e+07
133	0.125	-0.025	0.05	6.5749e+07
134	0.125	-0.025	0.075	6.4913e+07
135	0.125	-0.025	0.1	6.5154e+07
136	0.125	0.	0.	1.4346e+08
137	0.125	0.	0.025	1.4440e+08
138	0.125	0.	0.05	1.4236e+08
139	0.125	0.	0.075	1.4524e+08
140	0.125	0.	0.1	1.4446e+08
141	0.125	0.025	0.	2.2354e+08
142	0.125	0.025	0.025	2.1959e+08
143	0.125	0.025	0.05	2.2136e+08
144	0.125	0.025	0.075	2.2474e+08
145	0.125	0.025	0.1	2.2251e+08
146	0.125	0.05	0.	2.9838e+08
147	0.125	0.05	0.025	3.0190e+08
148	0.125	0.05	0.05	3.0273e+08
149	0.125	0.05	0.075	3.0246e+08
150	0.125	0.05	0.1	3.0123e+08
151	0.15	-0.05	0.	-9.0613e+06
152	0.15	-0.05	0.025	-8.9621e+06
153	0.15	-0.05	0.05	-9.0292e+06
154	0.15	-0.05	0.075	-9.0073e+06
155	0.15	-0.05	0.1	-8.9928e+06
156	0.15	-0.025	0.	6.7347e+07
157	0.15	-0.025	0.025	6.7361e+07
158	0.15	-0.025	0.05	6.7513e+07
159	0.15	-0.025	0.075	6.7381e+07
160	0.15	-0.025	0.1	6.7797e+07
161	0.15	0.	0.	1.4354e+08
162	0.15	0.	0.025	1.4536e+08
163	0.15	0.	0.05	1.4350e+08
164	0.15	0.	0.075	1.4479e+08
165	0.15	0.	0.1	1.4483e+08
166	0.15	0.025	0.	2.2072e+08
167	0.15	0.025	0.025	2.2060e+08
168	0.15	0.025	0.05	2.1954e+08
169	0.15	0.025	0.075	2.1982e+08
170	0.15	0.025	0.1	2.2079e+08
171	0.15	0.05	0.	2.9692e+08
172	0.15	0.05	0.025	2.9911e+08
173	0.15	0.05	0.05	2.9619e+08
174	0.15	0.05	0.075	2.9630e+08
175	0.15	0.05	0.1	2.9403e+08
176	0.175	-0.05	0.	-4.5174e+06
177	0.175	-0.05	0.025	-4.5149e+06
178	0.175	-0.05	0.05	-4.5264e+06
179	0.175	-0.05	0.075	-4.5279e+06
180	0.175	-0.05	0.1	-4.5213e+06
181	0.175	-0.025	0.	7.0098e+07
182	0.175	-0.025	0.025	7.0005e+07
183	0.175	-0.025	0.05	7.0070e+07
184	0.175	-0.025	0.075	6.8979e+07
185	0.175	-0.025	0.1	6.9290e+07
186	0.175	0.	0.	1.4291e+08
187	0.175	0.	0.025	1.4510e+08
188	0.175	0.	0.05	1.4332e+08
189	0.175	0.	0.075	1.4346e+08
190	0.175	0.	0.1	1.4401e+08
191	0.175	0.025	0.	2.1662e+08
192	0.175	0.025	0.025	2.1875e+08
193	0.175	0.025	0.05	2.1546e+08
194	0.175	0.025	0.075	2.1671e+08
195	0.175	0.025	0.1	2.1851e+08
196	0.175	0.05	0.	2.9032e+08
197	0.175	0.05	0.025	2.9478e+08
198	0.175	0.05	0.05	2.9258e+08
199	0.175	0.05	0.075	2.9449e+08
200	0.175	0.05	0.1	2.9313e+08
201	0.2	-0.05	0.	2.9800e-08
202	0.2	-0.05	0.025	2.9624e-08
203	0.2	-0.05	0.05	2.9968e-08
204	0.2	-0.05	0.075	2.9881e-08
205	0.2	-0.05	0.1	3.0175e-08
206	0.2	-0.025	0.	7.2358e+07
207	0.2	-0.025	0.025	7.1828e+07
208	0.2	-0.025	0.05	7.2125e+07
209	0.2	-0.025	0.075	7.2182e+07
210	0.2	-0.025	0.1	7.2502e+07
211	0.2	0.	0.	1.4514e+08
212	0.2	0.	0.025	1.4386e+08
213	0.2	0.	0.05	1.4295e+08
214	0.2	0.	0.075	1.4240e+08
215	0.2	0.	0.1	1.4302e+08
216	0.2	0.025	0.	2.1523e+08
217	0.2	0.025	0.025	2.1795e+08
218	0.2	0.025	0.05	2.1797e+08
219	0.2	0.025	0.075	2.1724e+08
220	0.2	0.025	0.1	2.1759e+08
221	0.2	0.05	0.	2.8678e+08
222	0.2	0.05	0.025	2.8538e+08
223	0.2	0.05	0.05	2.8626e+08
224	0.2	0.05	0.075	2.8448e+08
225	0.2	0.05	0.1	2.8608e+08
226	0.225	-0.05	0.	4.4863e+06
227	0.225	-0.05	0.025	4.5045e+06
228	0.225	-0.05	0.05	4.5037e+06
229	0.225	-0.05	0.075	4.4814e+06
230	0.225	-0.05	0.1	4.5154e+06
231	0.225	-0.025	0.	7.3951e+07
232	0.225	-0.025	0.025	7.4254e+07
233	0.225	-0.025	0.05	7.3756e+07
234	0.225	-0.025	0.075	7.4735e+07
235	0.225	-0.025	0.1	7.4259e+07
236	0.225	0.	0.	1.4459e+08
237	0.225	0.	0.025	1.4295e+08
238	0.225	0.	0.05	1.4415e+08
239	0.225	0.	0.075	1.4449e+08
240	0.225	0.	0.1	1.4223e+08
241	0.225	0.025	0.	2.1525e+08
242	0.225	0.025	0.025	2.1215e+08
243	0.225	0.025	0.05	2.1402e+08
244	0.225	0.025	0.075	2.1604e+08
245	0.225	0.025	0.1	2.1497e+08
246	0.225	0.05	0.	2.8097e+08
247	0.225	0.05	0.025	2.8320e+08
248	0.225	0.05	0.05	2.8560e+08
249	0.225	0.05	0.075	2.8211e+08
250	0.225	0.05	0.1	2.8289e+08
251	0.25	-0.05	0.	8.9791e+06
252	0.25	-0.05	0.025	9.0308e+06
253	0.25	-0.05	0.05	8.9170e+06
254	0.25	-0.05	0.075	9.0338e+06
255	0.25	-0.05	0.1	8.9664e+06
256	0.25	-0.025	0.	7.6495e+07
257	0.25	-0.025	0.025	7.6397e+07
258	0.25	-0.025	0.05	7.6775e+07
259	0.25	-0.025	0.075	7.6490e+07
260	0.25	-0.025	0.1	7.7161e+07
261	0.25	0.	0.	1.4485e+08
262	0.25	0.	0.025	1.4331e+08
263	0.25	0.	0.05	1.4518e+08
264	0.25	0.	0.075	1.4428e+08
265	0.25	0.	0.1	1.4415e+08
266	0.25	0.025	0.	2.1258e+08
267	0.25	0.025	0.025	2.1018e+08
268	0.25	0.025	0.05	2.0975e+08
269	0.25	0.025	0.075	2.1153e+08
270	0.25	0.025	0.1	2.1073e+08
271	0.25	0.05	0.	2.8247e+08
272	0.25	0.05	0.025	2.7772e+08
273	0.25	0.05	0.05	2.7907e+08
274	0.25	0.05	0.075	2.7932e+08
275	0.25	0.05	0.1	2.8106e+08
276	0.275	-0.05	0.	1.3419e+07
277	0.275	-0.05	0.025	1.3369e+07
278	0.275	-0.05	0.05	1.3613e+07
279	0.275	-0.05	0.075	1.3507e+07
280	0.275	-0.05	0.1	1.3566e+07
281	0.275	-0.025	0.	7.9155e+07
282	0.275	-0.025	0.025	7.9237e+07
283	0.275	-0.025	0.05	7.8571e+07
284	0.275	-0.025	0.075	7.8443e+07
285	0.275	-0.025	0.1	7.7807e+07
286	0.275	0.	0.	1.4314e+08
287	0.275	0.	0.025	1.4405e+08
288	0.275	0.	0.05	1.4339e+08
289	0.275	0.	0.075	1.4301e+08
290	0.275	0.	0.1	1.4404e+08
291	0.275	0.025	0.	2.1094e+08
292	0.275	0.025	0.025	2.0918e+08
293	0.275	0.025	0.05	2.0783e+08
294	0.275	0.025	0.075	2.1085e+08
295	0.275	0.025	0.1	2.0828e+08
296	0.275	0.05	0.	2.7694e+08
297	0.275	0.05	0.025	2.7407e+08
298	0.275	0.05	0.05	2.7467e+08
299	0.275	0.05	0.075	2.7707e+08
300	0.275	0.05	0.1	2.7227e+08
301	0.3	-0.05	0.	1.7887e+07
302	0.3	-0.05	0.025	1.7965e+07
303	0.3	-0.05	0.05	1.7985e+07
304	0.3	-0.05	0.075	1.8285e+07
305	0.3	-0.05	0.1	1.7904e+07
306	0.3	-0.025	0.	8.0366e+07
307	0.3	-0.025	0.025	8.0545e+07
308	0.3	-0.025	0.05	8.1113e+07
309	0.3	-0.025	0.075	8.1239e+07
310	0.3	-0.025	0.1	8.0656e+07
311	0.3	0.	0.	1.4402e+08
312	0.3	0.	0.025	1.4568e+08
313	0.3	0.	0.05	1.4403e+08
314	0.3	0.	0.075	1.4428e+08
315	0.3	0.	0.1	1.4563e+08
316	0.3	0.025	0.	2.0613e+08
317	0.3	0.025	0.025	2.0605e+08
318	0.3	0.025	0.05	2.0642e+08
319	0.3	0.025	0.075	2.0634e+08
320	0.3	0.025	0.1	2.0474e+08
321	0.3	0.05	0.	2.7022e+08
322	0.3	0.05	0.025	2.7035e+08
323	0.3	0.05	0.05	2.6970e+08
324	0.3	0.05	0.075	2.7040e+08
325	0.3	0.05	0.1	2.7042e+08
326	0.325	-0.05	0.	2.2322e+07
327	0.325	-0.05	0.025	2.2539e+07
328	0.325	-0.05	0.05	2.2575e+07
329	0.325	-0.05	0.075	2.2284e+07
330	0.325	-0.05	0.1	2.2698e+07
331	0.325	-0.025	0.	8.2633e+07
332	0.325	-0.025	0.025	8.2681e+07
333	0.325	-0.025	0.05	8.3351e+07
334	0.325	-0.025	0.075	8.3517e+07
335	0.325	-0.025	0.1	8.3638e+07
336	0.325	0.	0.	1.4448e+08
337	0.325	0.	0.025	1.4355e+08
338	0.325	0.	0.05	1.4409e+08
339	0.325	0.	0.075	1.4373e+08
340	0.325	0.	0.1	1.4415e+08
341	0.325	0.025	0.	2.0483e+08
342	0.325	0.025	0.025	2.0413e+08
343	0.325	0.025	0.05	2.0432e+08
344	0.325	0.025	0.075	2.0247e+08
345	0.325	0.025	0.1	2.0577e+08
346	0.325	0.05	0.	2.6597e+08
347	0.325	0.05	0.025	2.6183e+08
348	0.325	0.05	0.05	2.6676e+08
349	0.325	0.05	0.075	2.6542e+08
350	0.325	0.05	0.1	2.6401e+08
351	0.35	-0.05	0.	2.6834e+07
352	0.35	-0.05	0.025	2.6889e+07
353	0.35	-0.05	0.05	2.6849e+07
354	0.35	-0.05	0.075	2.6871e+07
355	0.35	-0.05	0.1	2.7276e+07
356	0.35	-0.025	0.	8.5690e+07
357	0.35	-0.025	0.025	8.6544e+07
358	0.35	-0.025	0.05	8.5616e+07
359	0.35	-0.025	0.075	8.5797e+07
360	0.35	-0.025	0.1	8.5048e+07
361	0.35	0.	0.	1.4385e+08
362	0.35	0.	0.025	1.4393e+08
363	0.35	0.	0.05	1.4454e+08
364	0.35	0.	0.075	1.4396e+08
365	0.35	0.	0.1	1.4430e+08
366	0.35	0.025	0.	2.0288e+08
367	0.35	0.025	0.025	2.0213e+08
368	0.35	0.025	0.05	2.0201e+08
369	0.35	0.025	0.075	2.0169e+08
370	0.35	0.025	0.1	2.0381e+08
371	0.35	0.05	0.	2.6053e+08
372	0.35	0.05	0.025	2.6152e+08
373	0.35	0.05	0.05	2.6075e+08
374	0.35	0.05	0.075	2.6266e+08
375	0.35	0.05	0.1	2.5789e+08
376	0.375	-0.05	0.	3.1557e+07
377	0.375	-0.05	0.025	3.1263e+07
378	0.375	-0.05	0.05	3.1574e+07
379	0.375	-0.05	0.075	3.1472e+07
380	0.375	-0.05	0.1	3.1221e+07
381	0.375	-0.025	0.	8.7928e+07
382	0.375	-0.025	0.025	8.7868e+07
383	0.375	-0.025	0.05	8.7628e+07
384	0.375	-0.025	0.075	8.7695e+07
385	0.375	-0.025	0.1	8.7835e+07
386	0.375	0.	0.	1.4502e+08
387	0.375	0.	0.025	1.4373e+08
388	0.375	0.	0.05	1.4488e+08
389	0.375	0.	0.075	1.4397e+08
390	0.375	0.	0.1	1.4512e+08
391	0.375	0.025	0.	1.9997e+08
392	0.375	0.025	0.025	1.9945e+08
393	0.375	0.025	0.05	1.9893e+08
394	0.375	0.025	0.075	2.0021e+08
395	0.375	0.025	0.1	1.9930e+08
396	0.375	0.05	0.	2.5866e+08
397	0.375	0.05	0.025	2.5516e+08
398	0.375	0.05	0.05	2.5544e+08
399	0.375	0.05	0.075	2.5739e+08
400	0.375	0.05	0.1	2.5832e+08
401	0.4	-0.05	0.	3.6158e+07
402	0.4	-0.05	0.025	3.6229e+07
403	0.4	-0.05	0.05	3.5983e+07
404	0.4	-0.05	0.075	3.5986e+07
405	0.4	-0.05	0.1	3.6435e+07
406	0.4	-0.025	0.	9.0913e+07
407	0.4	-0.025	0.025	9.0386e+07
408	0.4	-0.025	0.05	9.0598e+07
409	0.4	-0.025	0.075	9.0464e+07
410	0.4	-0.025	0.1	8.9349e+07
411	0.4	0.	0.	1.4397e+08
412	0.4	0.	0.025	1.4529e+08
413	0.4	0.	0.05	1.4462e+08
414	0.4	0.	0.075	1.4395e+08
415	0.4	0.	0.1	1.4530e+08
416	0.4	0.025	0.	1.9844e+08
417	0.4	0.025	0.025	1.9890e+08
418	0.4	0.025	0.05	1.9844e+08
419	0.4	0.025	0.075	1.9864e+08
420	0.4	0.025	0.1	1.9873e+08
421	0.4	0.05	0.	2.5397e+08
422	0.4	0.05	0.025	2.5416e+08
423	0.4	0.05	0.05	2.5132e+08
424	0.4	0.05	0.075	2.5254e+08
425	0.4	0.05	0.1	2.5392e+08
426	0.425	-0.05	0.	4.0468e+07
427	0.425	-0.05	0.025	4.0182e+07
428	0.425	-0.05	0.05	4.0279e+07
429	0.425	-0.05	0.075	4.0296e+07
430	0.425	-0.05	0.1	4.0389e+07
431	0.425	-0.025	0.	9.1837e+07
432	0.425	-0.025	0.025	9.2820e+07
433	0.425	-0.025	0.05	9.2097e+07
434	0.425	-0.025	0.075	9.2948e+07
435	0.425	-0.025	0.1	9.1624e+07
436	0.425	0.	0.	1.4369e+08
437	0.425	0.	0.025	1.4409e+08
438	0.425	0.	0.05	1.4470e+08
439	0.425	0.	0.075	1.4499e+08
440	0.425	0.	0.1	1.4353e+08
441	0.425	0.025	0.	1.9692e+08
442	0.425	0.025	0.025	1.9377e+08
443	0.425	0.025	0.05	1.9677e+08
444	0.425	0.025	0.075	1.9417e+08
445	0.425	0.025	0.1	1.9627e+08
446	0.425	0.05	0.	2.4918e+08
447	0.425	0.05	0.025	2.4882e+08
448	0.425	0.05	0.05	2.4507e+08
449	0.425	0.05	0.075	2.4684e+08
450	0.425	0.05	0.1	2.4856e+08
451	0.45	-0.05	0.	4.5186e+07
452	0.45	-0.05	0.025	4.5075e+07
453	0.45	-0.05	0.05	4.4406e+07
454	0.45	-0.05	0.075	4.5323e+07
455	0.45	-0.05	0.1	4.5372e+07
456	0.45	-0.025	0.	9.4593e+07
457	0.45	-0.025	0.025	9.4630e+07
458	0.45	-0.025	0.05	9.4785e+07
459	0.45	-0.025	0.075	9.5328e+07
460	0.45	-0.025	0.1	9.4642e+07
461	0.45	0.	0.	1.4383e+08
462	0.45	0.	0.025	1.4433e+08
463	0.45	0.	0.05	1.4399e+08
464	0.45	0.	0.075	1.4400e+08
465	0.45	0.	0.1	1.4247e+08
466	0.45	0.025	0.	1.9411e+08
467	0.45	0.025	0.025	1.9486e+08
468	0.45	0.025	0.05	1.9468e+08
469	0.45	0.025	0.075	1.9460e+08
470	0.45	0.025	0.1	1.9344e+08
471	0.45	0.05	0.	2.4321e+08
472	0.45	0.05	0.025	2.4474e+08
473	0.45	0.05	0.05	2.4426e+08
474	0.45	0.05	0.075	2.4517e+08
475	0.45	0.05	0.1	2.4202e+08
476	0.475	-0.05	0.	4.9298e+07
477	0.475	-0.05	0.025	4.9401e+07
478	0.475	-0.05	0.05	4.9220e+07
479	0.475	-0.05	0.075	4.9108e+07
480	0.475	-0.05	0.1	4.9639e+07
481	0.475	-0.025	0.	9.6983e+07
482	0.475	-0.025	0.025	9.6893e+07
483	0.475	-0.025	0.05	9.6955e+07
484	0.475	-0.025	0.075	9.5900e+07
485	0.475	-0.025	0.1	9.6471e+07
486	0.475	0.	0.	1.4375e+08
487	0.475	0.	0.025	1.4404e+08
488	0.475	0.	0.05	1.4274e+08
489	0.475	0.	0.075	1.4320e+08
490	0.475	0.	0.1	1.4362e+08
491	0.475	0.025	0.	1.9246e+08
492	0.475	0.025	0.025	1.9155e+08
493	0.475	0.025	0.05	1.9242e+08
494	0.475	0.025	0.075	1.9111e+08
495	0.475	0.025	0.1	1.9125e+08
496	0.475	0.05	0.	2.3921e+08
497	0.475	0.05	0.025	2.3825e+08
498	0.475	0.05	0.05	2.3761e+08
499	0.475	0.05	0.075	2.3637e+08
500	0.475	0.05	0.1	2.3764e+08
501	0.5	-0.05	0.	5.4271e+07
502	0.5	-0.05	0.025	5.4408e+07
503	0.5	-0.05	0.05	5.3749e+07
504	0.5	-0.05	0.075	5.3438e+07
505	0.5	-0.05	0.1	5.4300e+07
506	0.5	-0.025	0.	9.9041e+07
507	0.5	-0.025	0.025	9.8200e+07
508	0.5	-0.025	0.05	9.7152e+07
509	0.5	-0.025	0.075	9.8428e+07
510	0.5	-0.025	0.1	9.8725e+07
511	0.5	0.	0.	1.4300e+08
512	0.5	0.	0.025	1.4460e+08
513	0.5	0.	0.05	1.4330e+08
514	0.5	0.	0.075	1.4401e+08
515	0.5	0.	0.1	1.4605e+08
516	0.5	0.025	0.	1.8913e+08
517	0.5	0.025	0.025	1.8887e+08
518	0.5	0.025	0.05	1.8889e+08
519	0.5	0.025	0.075	1.8976e+08
520	0.5	0.025	0.1	1.8962e+08
521	0.5	0.05	0.	2.3259e+08
522	0.5	0.05	0.025	2.3342e+08
523	0.5	0.05	0.05	2.3306e+08
524	0.5	0.05	0.075	2.3360e+08
525	0.5	0.05	0.1	2.3656e+08
526	0.525	-0.05	0.	5.8717e+07
527	0.525	-0.05	0.025	5.8472e+07
528	0.525	-0.05	0.05	5.8937e+07
529	0.525	-0.05	0.075	5.8566e+07
530	0.525	-0.05	0.1	5.7925e+07
531	0.525	-0.025	0.	1.0226e+08
532	0.525	-0.025	0.025	1.0115e+08
533	0.525	-0.025	0.05	9.9879e+07
534	0.525	-0.025	0.075	1.0028e+08
535	0.525	-0.025	0.1	1.0194e+08
536	0.525	0.	0.	1.4263e+08
537	0.525	0.	0.025	1.4517e+08
538	0.525	0.	0.05	1.4407e+08
539	0.525	0.	0.075	1.4462e+08
540	0.525	0.	0.1	1.4378e+08
541	0.525	0.025	0.	1.8734e+08
542	0.525	0.025	0.025	1.8710e+08
543	0.525	0.025	0.05	1.8671e+08
544	0.525	0.025	0.075	1.8556e+08
545	0.525	0.025	0.1	1.8715e+08
546	0.525	0.05	0.	2.2700e+08
547	0.525	0.05	0.025	2.3078e+08
548	0.525	0.05	0.05	2.2977e+08
549	0.525	0.05	0.075	2.3014e+08
550	0.525	0.05	0.1	2.2590e+08
551	0.55	-0.05	0.	6.2574e+07
552	0.55	-0.05	0.025	6.2809e+07
553	0.55	-0.05	0.05	6.3255e+07
554	0.55	-0.05	0.075	6.2644e+07
555	0.55	-0.05	0.1	6.3963e+07
556	0.55	-0.025	0.	1.0334e+08
557	0.55	-0.025	0.025	1.0287e+08
558	0.55	-0.025	0.05	1.0338e+08
559	0.55	-0.025	0.075	1.0291e+08
560	0.55	-0.025	0.1	1.0276e+08
561	0.55	0.	0.	1.4487e+08
562	0.55	0.	0.025	1.4444e+08
563	0.55	0.	0.05	1.4445e+08
564	0.55	0.	0.075	1.4510e+08
565	0.55	0.	0.1	1.4442e+08
566	0.55	0.025	0.	1.8332e+08
567	0.55	0.025	0.025	1.8528e+08
568	0.55	0.025	0.05	1.8325e+08
569	0.55	0.025	0.075	1.8397e+08
570	0.55	0.025	0.1	1.8445e+08
571	0.55	0.05	0.	2.2480e+08
572	0.55	0.05	0.025	2.2258e+08
573	0.55	0.05	0.05	2.2369e+08
574	0.55	0.05	0.075	2.2497e+08
575	0.55	0.05	0.1	2.2418e+08
576	0.575	-0.05	0.	6.7956e+07
577	0.575	-0.05	0.025	6.8025e+07
578	0.575	-0.05	0.05	6.7046e+07
579	0.575	-0.05	0.075	6.7524e+07
580	0.575	-0.05	0.1	6.8141e+07
581	0.575	-0.025	0.	1.0566e+08
582	0.575	-0.025	0.025	1.0549e+08
583	0.575	-0.025	0.05	1.0630e+08
584	0.575	-0.025	0.075	1.0558e+08
585	0.575	-0.025	0.1	1.0656e+08
586	0.575	0.	0.	1.4349e+08
587	0.575	0.	0.025	1.4359e+08
588	0.575	0.	0.05	1.4468e+08
589	0.575	0.	0.075	1.4409e+08
590	0.575	0.	0.1	1.4409e+08
591	0.575	0.025	0.	1.8016e+08
592	0.575	0.025	0.025	1.8186e+08
593	0.575	0.025	0.05	1.8319e+08
594	0.575	0.025	0.075	1.8139e+08
595	0.575	0.025	0.1	1.8302e+08
596	0.575	0.05	0.	2.2085e+08
597	0.575	0.05	0.025	2.2024e+08
598	0.575	0.05	0.05	2.2230e+08
599	0.575	0.05	0.075	2.2005e+08
600	0.575	0.05	0.1	2.2014e+08
601	0.6	-0.05	0.	7.1909e+07
602	0.6	-0.05	0.025	7.2035e+07
603	0.6	-0.05	0.05	7.2331e+07
604	0.6	-0.05	0.075	7.1364e+07
605	0.6	-0.05	0.1	7.2375e+07
606	0.6	-0.025	0.	1.0804e+08
607	0.6	-0.025	0.025	1.0836e+08
608	0.6	-0.025	0.05	1.0955e+08
609	0.6	-0.025	0.075	1.0767e+08
610	0.6	-0.025	0.1	1.0721e+08
611	0.6	0.	0.	1.4417e+08
612	0.6	0.	0.025	1.4430e+08
613	0.6	0.	0.05	1.4475e+08
614	0.6	0.	0.075	1.4353e+08
615	0.6	0.	0.1	1.4328e+08
616	0.6	0.025	0.	1.7834e+08
617	0.6	0.025	0.025	1.7852e+08
618	0.6	0.025	0.05	1.7955e+08
619	0.6	0.025	0.075	1.7987e+08
620	0.6	0.025	0.1	1.8223e+08
621	0.6	0.05	0.	2.1381e+08
622	0.6	0.05	0.025	2.1643e+08
623	0.6	0.05	0.05	2.1506e+08
624	0.6	0.05	0.075	2.1629e+08
625	0.6	0.05	0.1	2.1528e+08
626	0.625	-0.05	0.	7.6975e+07
627	0.625	-0.05	0.025	7.6972e+07
628	0.625	-0.05	0.05	7.6448e+07
629	0.625	-0.05	0.075	7.7161e+07
630	0.625	-0.05	0.1	7.6849e+07
631	0.625	-0.025	0.	1.1117e+08
