Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
115	0.1	0.	0.1	1.0346e+07
116	0.1	0.025	0.	1.0741e+08
117	0.1	0.025	0.025	1.0832e+08
118	0.1	0.025	0.05	1.0825e+08
119	0.1	0.025	0.075	1.0740e+08
120	0.1	0.025	0.1	1.0907e+08
121	0.1	0.05	0.	2.2067e+08
122	0.1	0.05	0.025	2.1806e+08
123	0.1	0.05	0.05	2.1581e+08
124	0.1	0.05	0.075	2.1579e+08
125	0.1	0.05	0.1	2.1511e+08
126	0.125	-0.05	0.	2.0910e+08
127	0.125	-0.05	0.025	2.1161e+08
128	0.125	-0.05	0.05	2.1168e+08
129	0.125	-0.05	0.075	2.0804e+08
130	0.125	-0.05	0.1	2.1062e+08
131	0.125	-0.025	0.	1.0622e+08
132	0.125	-0.025	0.025	1.0499e+08
133	0.125	-0.025	0.05	1.0511e+08
134	0.125	-0.025	0.075	1.0588e+08
135	0.125	-0.025	0.1	1.0590e+08
136	0.125	0.	0.	1.0428e+07
137	0.125	0.	0.025	1.0413e+07
138	0.125	0.	0.05	1.0425e+07
139	0.125	0.	0.075	1.0369e+07
140	0.125	0.	0.1	1.0299e+07
141	0.125	0.025	0.	1.0398e+08
142	0.125	0.025	0.025	1.0579e+08
143	0.125	0.025	0.05	1.0538e+08
144	0.125	0.025	0.075	1.0567e+08
145	0.125	0.025	0.1	1.0459e+08
146	0.125	0.05	0.	2.1017e+08
147	0.125	0.05	0.025	2.1013e+08
148	0.125	0.05	0.05	2.1215e+08
149	0.125	0.05	0.075	2.1143e+08
150	0.125	0.05	0.1	2.0876e+08
151	0.15	-0.05	0.	2.0482e+08
152	0.15	-0.05	0.025	2.0278e+08
153	0.15	-0.05	0.05	1.9974e+08
154	0.15	-0.05	0.075	2.0682e+08
155	0.15	-0.05	0.1	2.0339e+08
156	0.15	-0.025	0.	1.0315e+08
157	0.15	-0.025	0.025	1.0176e+08
158	0.15	-0.025	0.05	1.0164e+08
159	0.15	-0.025	0.075	1.0185e+08
160	0.15	-0.025	0.1	1.0250e+08
161	0.15	0.	0.	1.0407e+07
162	0.15	0.	0.025	1.0434e+07
163	0.15	0.	0.05	1.0351e+07
164	0.15	0.	0.075	1.0396e+07
165	0.15	0.	0.1	1.0322e+07
166	0.15	0.025	0.	1.0350e+08
167	0.15	0.025	0.025	1.0122e+08
168	0.15	0.025	0.05	1.0162e+08
169	0.15	0.025	0.075	1.0195e+08
170	0.15	0.025	0.1	1.0425e+08
171	0.15	0.05	0.	2.0525e+08
172	0.15	0.05	0.025	2.0261e+08
173	0.15	0.05	0.05	2.0534e+08
174	0.15	0.05	0.075	2.0484e+08
175	0.15	0.05	0.1	2.0445e+08
176	0.175	-0.05	0.	1.9910e+08
177	0.175	-0.05	0.025	1.9809e+08
178	0.175	-0.05	0.05	1.9827e+08
179	0.175	-0.05	0.075	1.9554e+08
180	0.175	-0.05	0.1	2.0029e+08
181	0.175	-0.025	0.	9.8951e+07
182	0.175	-0.025	0.025	9.8323e+07
183	0.175	-0.025	0.05	9.8906e+07
184	0.175	-0.025	0.075	9.8938e+07
185	0.175	-0.025	0.1	9.8670e+07
186	0.175	0.	0.	1.0457e+07
187	0.175	0.	0.025	1.0473e+07
188	0.175	0.	0.05	1.0229e+07
189	0.175	0.	0.075	1.0350e+07
190	0.175	0.	0.1	1.0355e+07
191	0.175	0.025	0.	9.9170e+07
192	0.175	0.025	0.025	1.0066e+08
193	0.175	0.025	0.05	9.8660e+07
194	0.175	0.025	0.075	1.0055e+08
195	0.175	0.025	0.1	9.9190e+07
196	0.175	0.05	0.	2.0049e+08
197	0.175	0.05	0.025	1.9751e+08
198	0.175	0.05	0.05	1.9732e+08
199	0.175	0.05	0.075	1.9796e+08
200	0.175	0.05	0.1	2.0005e+08
201	0.2	-0.05	0.	1.9224e+08
202	0.2	-0.05	0.025	1.9232e+08
203	0.2	-0.05	0.05	1.9298e+08
204	0.2	-0.05	0.075	1.9065e+08
205	0.2	-0.05	0.1	1.9252e+08
206	0.2	-0.025	0.	9.5832e+07
207	0.2	-0.025	0.025	9.7450e+07
208	0.2	-0.025	0.05	9.6638e+07
209	0.2	-0.025	0.075	9.6850e+07
210	0.2	-0.025	0.1	9.4745e+07
211	0.2	0.	0.	1.0451e+07
212	0.2	0.	0.025	1.0378e+07
213	0.2	0.	0.05	1.0273e+07
214	0.2	0.	0.075	1.0400e+07
215	0.2	0.	0.1	1.0266e+07
216	0.2	0.025	0.	9.6787e+07
217	0.2	0.025	0.025	9.7421e+07
218	0.2	0.025	0.05	9.4936e+07
219	0.2	0.025	0.075	9.6293e+07
220	0.2	0.025	0.1	9.6189e+07
221	0.2	0.05	0.	1.8894e+08
222	0.2	0.05	0.025	1.9341e+08
223	0.2	0.05	0.05	1.9296e+08
224	0.2	0.05	0.075	1.9511e+08
225	0.2	0.05	0.1	1.9276e+08
226	0.225	-0.05	0.	1.8469e+08
227	0.225	-0.05	0.025	1.8677e+08
228	0.225	-0.05	0.05	1.8791e+08
229	0.225	-0.05	0.075	1.8531e+08
230	0.225	-0.05	0.1	1.8727e+08
231	0.225	-0.025	0.	9.1568e+07
232	0.225	-0.025	0.025	9.4427e+07
233	0.225	-0.025	0.05	9.3924e+07
234	0.225	-0.025	0.075	9.1426e+07
235	0.225	-0.025	0.1	9.3612e+07
236	0.225	0.	0.	1.0227e+07
237	0.225	0.	0.025	1.0342e+07
238	0.225	0.	0.05	1.0449e+07
239	0.225	0.	0.075	1.0381e+07
240	0.225	0.	0.1	1.0497e+07
241	0.225	0.025	0.	9.3374e+07
242	0.225	0.025	0.025	9.3298e+07
243	0.225	0.025	0.05	9.4146e+07
244	0.225	0.025	0.075	9.3074e+07
245	0.225	0.025	0.1	9.3307e+07
246	0.225	0.05	0.	1.8616e+08
247	0.225	0.05	0.025	1.8590e+08
248	0.225	0.05	0.05	1.8773e+08
249	0.225	0.05	0.075	1.8501e+08
250	0.225	0.05	0.1	1.8476e+08
251	0.25	-0.05	0.	1.7847e+08
252	0.25	-0.05	0.025	1.7692e+08
253	0.25	-0.05	0.05	1.8214e+08
254	0.25	-0.05	0.075	1.7870e+08
255	0.25	-0.05	0.1	1.7966e+08
256	0.25	-0.025	0.	9.1463e+07
257	0.25	-0.025	0.025	9.0234e+07
258	0.25	-0.025	0.05	9.0709e+07
259	0.25	-0.025	0.075	8.9310e+07
260	0.25	-0.025	0.1	9.1347e+07
261	0.25	0.	0.	1.0382e+07
262	0.25	0.	0.025	1.0308e+07
263	0.25	0.	0.05	1.0308e+07
264	0.25	0.	0.075	1.0533e+07
265	0.25	0.	0.1	1.0344e+07
266	0.25	0.025	0.	8.9617e+07
267	0.25	0.025	0.025	9.0024e+07
268	0.25	0.025	0.05	9.0370e+07
269	0.25	0.025	0.075	9.0447e+07
270	0.25	0.025	0.1	9.0658e+07
271	0.25	0.05	0.	1.8034e+08
272	0.25	0.05	0.025	1.8093e+08
273	0.25	0.05	0.05	1.7961e+08
274	0.25	0.05	0.075	1.8298e+08
275	0.25	0.05	0.1	1.7930e+08
276	0.275	-0.05	0.	1.7588e+08
277	0.275	-0.05	0.025	1.7317e+08
278	0.275	-0.05	0.05	1.7201e+08
279	0.275	-0.05	0.075	1.7168e+08
280	0.275	-0.05	0.1	1.7442e+08
281	0.275	-0.025	0.	8.8160e+07
282	0.275	-0.025	0.025	8.6544e+07
283	0.275	-0.025	0.05	8.6735e+07
284	0.275	-0.025	0.075	8.7618e+07
285	0.275	-0.025	0.1	8.7347e+07
286	0.275	0.	0.	1.0344e+07
287	0.275	0.	0.025	1.0286e+07
288	0.275	0.	0.05	1.0418e+07
289	0.275	0.	0.075	1.0447e+07
290	0.275	0.	0.1	1.0433e+07
291	0.275	0.025	0.	8.7367e+07
292	0.275	0.025	0.025	8.6611e+07
293	0.275	0.025	0.05	8.7568e+07
294	0.275	0.025	0.075	8.7516e+07
295	0.275	0.025	0.1	8.6431e+07
296	0.275	0.05	0.	1.7358e+08
297	0.275	0.05	0.025	1.7451e+08
298	0.275	0.05	0.05	1.7389e+08
299	0.275	0.05	0.075	1.7127e+08
300	0.275	0.05	0.1	1.7311e+08
301	0.3	-0.05	0.	1.6705e+08
302	0.3	-0.05	0.025	1.6875e+08
303	0.3	-0.05	0.05	1.7149e+08
304	0.3	-0.05	0.075	1.6818e+08
305	0.3	-0.05	0.1	1.6639e+08
306	0.3	-0.025	0.	8.4253e+07
307	0.3	-0.025	0.025	8.4368e+07
308	0.3	-0.025	0.05	8.4871e+07
309	0.3	-0.025	0.075	8.5199e+07
310	0.3	-0.025	0.1	8.5300e+07
311	0.3	0.	0.	1.0437e+07
312	0.3	0.	0.025	1.0392e+07
313	0.3	0.	0.05	1.0516e+07
314	0.3	0.	0.075	1.0363e+07
315	0.3	0.	0.1	1.0397e+07
316	0.3	0.025	0.	8.4197e+07
317	0.3	0.025	0.025	8.2922e+07
318	0.3	0.025	0.05	8.5219e+07
319	0.3	0.025	0.075	8.4817e+07
320	0.3	0.025	0.1	8.2761e+07
321	0.3	0.05	0.	1.6935e+08
322	0.3	0.05	0.025	1.6759e+08
323	0.3	0.05	0.05	1.6933e+08
324	0.3	0.05	0.075	1.6810e+08
325	0.3	0.05	0.1	1.6618e+08
326	0.325	-0.05	0.	1.6203e+08
327	0.325	-0.05	0.025	1.6084e+08
328	0.325	-0.05	0.05	1.6042e+08
329	0.325	-0.05	0.075	1.6312e+08
330	0.325	-0.05	0.1	1.6251e+08
331	0.325	-0.025	0.	8.2349e+07
332	0.325	-0.025	0.025	8.1117e+07
333	0.325	-0.025	0.05	8.0747e+07
334	0.325	-0.025	0.075	8.1790e+07
335	0.325	-0.025	0.1	8.0831e+07
336	0.325	0.	0.	1.0367e+07
337	0.325	0.	0.025	1.0436e+07
338	0.325	0.	0.05	1.0382e+07
339	0.325	0.	0.075	1.0352e+07
340	0.325	0.	0.1	1.0276e+07
341	0.325	0.025	0.	8.1984e+07
342	0.325	0.025	0.025	8.1134e+07
343	0.325	0.025	0.05	8.1777e+07
344	0.325	0.025	0.075	8.1691e+07
345	0.325	0.025	0.1	8.2085e+07
346	0.325	0.05	0.	1.6169e+08
347	0.325	0.05	0.025	1.6155e+08
348	0.325	0.05	0.05	1.6056e+08
349	0.325	0.05	0.075	1.6130e+08
350	0.325	0.05	0.1	1.6244e+08
351	0.35	-0.05	0.	1.5498e+08
352	0.35	-0.05	0.025	1.5639e+08
353	0.35	-0.05	0.05	1.5783e+08
354	0.35	-0.05	0.075	1.5544e+08
355	0.35	-0.05	0.1	1.5436e+08
356	0.35	-0.025	0.	7.8129e+07
357	0.35	-0.025	0.025	7.7496e+07
358	0.35	-0.025	0.05	7.9225e+07
359	0.35	-0.025	0.075	7.8442e+07
360	0.35	-0.025	0.1	7.7932e+07
361	0.35	0.	0.	1.0346e+07
362	0.35	0.	0.025	1.0294e+07
363	0.35	0.	0.05	1.0476e+07
364	0.35	0.	0.075	1.0545e+07
365	0.35	0.	0.1	1.0268e+07
366	0.35	0.025	0.	7.9043e+07
367	0.35	0.025	0.025	7.8234e+07
368	0.35	0.025	0.05	7.9183e+07
369	0.35	0.025	0.075	7.7238e+07
370	0.35	0.025	0.1	7.8530e+07
371	0.35	0.05	0.	1.5549e+08
372	0.35	0.05	0.025	1.5682e+08
373	0.35	0.05	0.05	1.5608e+08
374	0.35	0.05	0.075	1.5603e+08
375	0.35	0.05	0.1	1.5587e+08
376	0.375	-0.05	0.	1.5187e+08
377	0.375	-0.05	0.025	1.4979e+08
378	0.375	-0.05	0.05	1.5104e+08
379	0.375	-0.05	0.075	1.5075e+08
380	0.375	-0.05	0.1	1.5107e+08
381	0.375	-0.025	0.	7.4792e+07
382	0.375	-0.025	0.025	7.5831e+07
383	0.375	-0.025	0.05	7.5607e+07
384	0.375	-0.025	0.075	7.4686e+07
385	0.375	-0.025	0.1	7.5276e+07
386	0.375	0.	0.	1.0583e+07
387	0.375	0.	0.025	1.0360e+07
388	0.375	0.	0.05	1.0362e+07
389	0.375	0.	0.075	1.0430e+07
390	0.375	0.	0.1	1.0347e+07
391	0.375	0.025	0.	7.5489e+07
392	0.375	0.025	0.025	7.5133e+07
393	0.375	0.025	0.05	7.5647e+07
394	0.375	0.025	0.075	7.5367e+07
395	0.375	0.025	0.1	7.6581e+07
396	0.375	0.05	0.	1.5006e+08
397	0.375	0.05	0.025	1.4973e+08
398	0.375	0.05	0.05	1.5124e+08
399	0.375	0.05	0.075	1.4833e+08
400	0.375	0.05	0.1	1.5203e+08
401	0.4	-0.05	0.	1.4286e+08
402	0.4	-0.05	0.025	1.4537e+08
403	0.4	-0.05	0.05	1.4568e+08
404	0.4	-0.05	0.075	1.4339e+08
405	0.4	-0.05	0.1	1.4350e+08
406	0.4	-0.025	0.	7.2357e+07
407	0.4	-0.025	0.025	7.2781e+07
408	0.4	-0.025	0.05	7.1842e+07
409	0.4	-0.025	0.075	7.2357e+07
410	0.4	-0.025	0.1	7.2239e+07
411	0.4	0.	0.	1.0297e+07
412	0.4	0.	0.025	1.0305e+07
413	0.4	0.	0.05	1.0403e+07
414	0.4	0.	0.075	1.0401e+07
415	0.4	0.	0.1	1.0329e+07
416	0.4	0.025	0.	7.2467e+07
417	0.4	0.025	0.025	7.2046e+07
418	0.4	0.025	0.05	7.3178e+07
419	0.4	0.025	0.075	7.2361e+07
420	0.4	0.025	0.1	7.3057e+07
421	0.4	0.05	0.	1.4205e+08
422	0.4	0.05	0.025	1.4437e+08
423	0.4	0.05	0.05	1.4469e+08
424	0.4	0.05	0.075	1.4384e+08
425	0.4	0.05	0.1	1.4338e+08
426	0.425	-0.05	0.	1.3783e+08
427	0.425	-0.05	0.025	1.3882e+08
428	0.425	-0.05	0.05	1.3666e+08
429	0.425	-0.05	0.075	1.3877e+08
430	0.425	-0.05	0.1	1.3835e+08
431	0.425	-0.025	0.	6.9294e+07
432	0.425	-0.025	0.025	6.9318e+07
433	0.425	-0.025	0.05	6.9473e+07
434	0.425	-0.025	0.075	7.0360e+07
435	0.425	-0.025	0.1	6.9632e+07
436	0.425	0.	0.	1.0314e+07
437	0.425	0.	0.025	1.0356e+07
438	0.425	0.	0.05	1.0297e+07
439	0.425	0.	0.075	1.0235e+07
440	0.425	0.	0.1	1.0296e+07
441	0.425	0.025	0.	6.9506e+07
442	0.425	0.025	0.025	7.0147e+07
443	0.425	0.025	0.05	6.9992e+07
444	0.425	0.025	0.075	6.8797e+07
445	0.425	0.025	0.1	6.8996e+07
446	0.425	0.05	0.	1.3696e+08
447	0.425	0.05	0.025	1.3515e+08
448	0.425	0.05	0.05	1.3781e+08
449	0.425	0.05	0.075	1.3889e+08
450	0.425	0.05	0.1	1.3772e+08
451	0.45	-0.05	0.	1.3066e+08
452	0.45	-0.05	0.025	1.3111e+08
453	0.45	-0.05	0.05	1.3165e+08
454	0.45	-0.05	0.075	1.3281e+08
455	0.45	-0.05	0.1	1.3181e+08
456	0.45	-0.025	0.	6.6796e+07
457	0.45	-0.025	0.025	6.6415e+07
458	0.45	-0.025	0.05	6.6585e+07
459	0.45	-0.025	0.075	6.5959e+07
460	0.45	-0.025	0.1	6.6094e+07
461	0.45	0.	0.	1.0288e+07
462	0.45	0.	0.025	1.0442e+07
463	0.45	0.	0.05	1.0368e+07
464	0.45	0.	0.075	1.0093e+07
465	0.45	0.	0.1	1.0432e+07
466	0.45	0.025	0.	6.6977e+07
467	0.45	0.025	0.025	6.6027e+07
468	0.45	0.025	0.05	6.6714e+07
469	0.45	0.025	0.075	6.6347e+07
470	0.45	0.025	0.1	6.5333e+07
471	0.45	0.05	0.	1.3406e+08
472	0.45	0.05	0.025	1.3178e+08
473	0.45	0.05	0.05	1.3221e+08
474	0.45	0.05	0.075	1.3134e+08
475	0.45	0.05	0.1	1.3169e+08
476	0.475	-0.05	0.	1.2616e+08
477	0.475	-0.05	0.025	1.2495e+08
478	0.475	-0.05	0.05	1.2771e+08
479	0.475	-0.05	0.075	1.2684e+08
480	0.475	-0.05	0.1	1.2652e+08
481	0.475	-0.025	0.	6.3408e+07
482	0.475	-0.025	0.025	6.3094e+07
483	0.475	-0.025	0.05	6.4003e+07
484	0.475	-0.025	0.075	6.3790e+07
485	0.475	-0.025	0.1	6.3277e+07
486	0.475	0.	0.	1.0302e+07
487	0.475	0.	0.025	1.0261e+07
488	0.475	0.	0.05	1.0395e+07
489	0.475	0.	0.075	1.0372e+07
490	0.475	0.	0.1	1.0491e+07
491	0.475	0.025	0.	6.3984e+07
492	0.475	0.025	0.025	6.3500e+07
493	0.475	0.025	0.05	6.3439e+07
494	0.475	0.025	0.075	6.2895e+07
495	0.475	0.025	0.1	6.4019e+07
496	0.475	0.05	0.	1.2594e+08
497	0.475	0.05	0.025	1.2661e+08
498	0.475	0.05	0.05	1.2719e+08
499	0.475	0.05	0.075	1.2543e+08
500	0.475	0.05	0.1	1.2517e+08
501	0.5	-0.05	0.	1.2237e+08
502	0.5	-0.05	0.025	1.2057e+08
503	0.5	-0.05	0.05	1.1973e+08
504	0.5	-0.05	0.075	1.2119e+08
505	0.5	-0.05	0.1	1.1970e+08
506	0.5	-0.025	0.	6.0662e+07
507	0.5	-0.025	0.025	6.0229e+07
508	0.5	-0.025	0.05	6.0496e+07
509	0.5	-0.025	0.075	6.0371e+07
510	0.5	-0.025	0.1	6.0140e+07
511	0.5	0.	0.	1.0412e+07
512	0.5	0.	0.025	1.0339e+07
513	0.5	0.	0.05	1.0440e+07
514	0.5	0.	0.075	1.0367e+07
515	0.5	0.	0.1	1.0249e+07
516	0.5	0.025	0.	6.0805e+07
517	0.5	0.025	0.025	6.0813e+07
518	0.5	0.025	0.05	6.1595e+07
519	0.5	0.025	0.075	6.0513e+07
520	0.5	0.025	0.1	6.0593e+07
521	0.5	0.05	0.	1.2046e+08
522	0.5	0.05	0.025	1.2098e+08
523	0.5	0.05	0.05	1.2092e+08
524	0.5	0.05	0.075	1.2031e+08
525	0.5	0.05	0.1	1.1997e+08
526	0.525	-0.05	0.	1.1477e+08
527	0.525	-0.05	0.025	1.1393e+08
528	0.525	-0.05	0.05	1.1282e+08
529	0.525	-0.05	0.075	1.1263e+08
530	0.525	-0.05	0.1	1.1373e+08
531	0.525	-0.025	0.	5.7586e+07
532	0.525	-0.025	0.025	5.8668e+07
533	0.525	-0.025	0.05	5.7475e+07
534	0.525	-0.025	0.075	5.7552e+07
535	0.525	-0.025	0.1	5.7344e+07
536	0.525	0.	0.	1.0444e+07
537	0.525	0.	0.025	1.0416e+07
538	0.525	0.	0.05	1.0339e+07
539	0.525	0.	0.075	1.0308e+07
540	0.525	0.	0.1	1.0359e+07
541	0.525	0.025	0.	5.7142e+07
542	0.525	0.025	0.025	5.7424e+07
543	0.525	0.025	0.05	5.7596e+07
544	0.525	0.025	0.075	5.7300e+07
545	0.525	0.025	0.1	5.8200e+07
546	0.525	0.05	0.	1.1506e+08
547	0.525	0.05	0.025	1.1379e+08
548	0.525	0.05	0.05	1.1312e+08
549	0.525	0.05	0.075	1.1397e+08
550	0.525	0.05	0.1	1.1388e+08
551	0.55	-0.05	0.	1.0795e+08
552	0.55	-0.05	0.025	1.0766e+08
553	0.55	-0.05	0.05	1.0709e+08
554	0.55	-0.05	0.075	1.0803e+08
555	0.55	-0.05	0.1	1.0770e+08
556	0.55	-0.025	0.	5.4445e+07
557	0.55	-0.025	0.025	5.4601e+07
558	0.55	-0.025	0.05	5.4529e+07
559	0.55	-0.025	0.075	5.4591e+07
560	0.55	-0.025	0.1	5.4386e+07
561	0.55	0.	0.	1.0422e+07
562	0.55	0.	0.025	1.0333e+07
563	0.55	0.	0.05	1.0302e+07
564	0.55	0.	0.075	1.0318e+07
565	0.55	0.	0.1	1.0336e+07
566	0.55	0.025	0.	5.3998e+07
567	0.55	0.025	0.025	5.3821e+07
568	0.55	0.025	0.05	5.4779e+07
569	0.55	0.025	0.075	5.5116e+07
570	0.55	0.025	0.1	5.4803e+07
571	0.55	0.05	0.	1.0758e+08
572	0.55	0.05	0.025	1.0652e+08
573	0.55	0.05	0.05	1.0817e+08
574	0.55	0.05	0.075	1.0661e+08
575	0.55	0.05	0.1	1.0793e+08
576	0.575	-0.05	0.	1.0135e+08
577	0.575	-0.05	0.025	1.0014e+08
578	0.575	-0.05	0.05	1.0321e+08
579	0.575	-0.05	0.075	1.0098e+08
580	0.575	-0.05	0.1	1.0171e+08
581	0.575	-0.025	0.	5.1539e+07
582	0.575	-0.025	0.025	5.1398e+07
583	0.575	-0.025	0.05	5.1784e+07
584	0.575	-0.025	0.075	5.1286e+07
585	0.575	-0.025	0.1	5.1750e+07
586	0.575	0.	0.	1.0419e+07
587	0.575	0.	0.025	1.0278e+07
588	0.575	0.	0.05	1.0412e+07
589	0.575	0.	0.075	1.0305e+07
590	0.575	0.	0.1	1.0295e+07
591	0.575	0.025	0.	5.1712e+07
592	0.575	0.025	0.025	5.1424e+07
593	0.575	0.025	0.05	5.1746e+07
594	0.575	0.025	0.075	5.1750e+07
595	0.575	0.025	0.1	5.1003e+07
596	0.575	0.05	0.	1.0260e+08
597	0.575	0.05	0.025	1.0223e+08
598	0.575	0.05	0.05	1.0152e+08
599	0.575	0.05	0.075	1.0189e+08
600	0.575	0.05	0.1	1.0263e+08
601	0.6	-0.05	0.	9.5755e+07
602	0.6	-0.05	0.025	9.7625e+07
603	0.6	-0.05	0.05	9.7145e+07
604	0.6	-0.05	0.075	9.6090e+07
605	0.6	-0.05	0.1	9.5825e+07
606	0.6	-0.025	0.	4.8557e+07
607	0.6	-0.025	0.025	4.8395e+07
608	0.6	-0.025	0.05	4.8677e+07
609	0.6	-0.025	0.075	4.8896e+07
610	0.6	-0.025	0.1	4.8104e+07
611	0.6	0.	0.	1.0446e+07
612	0.6	0.	0.025	1.0470e+07
613	0.6	0.	0.05	1.0440e+07
614	0.6	0.	0.075	1.0382e+07
615	0.6	0.	0.1	1.0436e+07
616	0.6	0.025	0.	4.9134e+07
617	0.6	0.025	0.025	4.8606e+07
618	0.6	0.025	0.05	4.8638e+07
619	0.6	0.025	0.075	4.9458e+07
620	0.6	0.025	0.1	4.8748e+07
621	0.6	0.05	0.	9.5226e+07
622	0.6	0.05	0.025	9.6670e+07
623	0.6	0.05	0.05	9.6309e+07
624	0.6	0.05	0.075	9.5497e+07
625	0.6	0.05	0.1	9.5152e+07
626	0.625	-0.05	0.	9.0172e+07
627	0.625	-0.05	0.025	8.9957e+07
628	0.625	-0.05	0.05	8.9104e+07
629	0.625	-0.05	0.075	8.9936e+07
630	0.625	-0.05	0.1	8.9891e+07
631	0.625	-0.025	0.	4.5647e+07
632	0.625	-0.025	0.025	4.5850e+07
