Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
422	0.4	0.05	0.025	3.5759e+07
423	0.4	0.05	0.05	3.5829e+07
424	0.4	0.05	0.075	3.5574e+07
425	0.4	0.05	0.1	3.5744e+07
426	0.425	-0.05	0.	3.4401e+07
427	0.425	-0.05	0.025	3.4722e+07
428	0.425	-0.05	0.05	3.4975e+07
429	0.425	-0.05	0.075	3.4119e+07
430	0.425	-0.05	0.1	3.4608e+07
431	0.425	-0.025	0.	1.7215e+07
432	0.425	-0.025	0.025	1.7426e+07
433	0.425	-0.025	0.05	1.7342e+07
434	0.425	-0.025	0.075	1.7105e+07
435	0.425	-0.025	0.1	1.7489e+07
436	0.425	0.	0.	2.5855e+06
437	0.425	0.	0.025	2.5870e+06
438	0.425	0.	0.05	2.5758e+06
439	0.425	0.	0.075	2.5845e+06
440	0.425	0.	0.1	2.6070e+06
441	0.425	0.025	0.	1.7333e+07
442	0.425	0.025	0.025	1.7405e+07
443	0.425	0.025	0.05	1.7410e+07
444	0.425	0.025	0.075	1.7543e+07
445	0.425	0.025	0.1	1.7312e+07
446	0.425	0.05	0.	3.4092e+07
447	0.425	0.05	0.025	3.4795e+07
448	0.425	0.05	0.05	3.4409e+07
449	0.425	0.05	0.075	3.4808e+07
450	0.425	0.05	0.1	3.4606e+07
451	0.45	-0.05	0.	3.2965e+07
452	0.45	-0.05	0.025	3.3092e+07
453	0.45	-0.05	0.05	3.3515e+07
454	0.45	-0.05	0.075	3.3548e+07
455	0.45	-0.05	0.1	3.3018e+07
456	0.45	-0.025	0.	1.6636e+07
457	0.45	-0.025	0.025	1.6758e+07
458	0.45	-0.025	0.05	1.6502e+07
459	0.45	-0.025	0.075	1.6659e+07
460	0.45	-0.025	0.1	1.6611e+07
461	0.45	0.	0.	2.6046e+06
462	0.45	0.	0.025	2.5808e+06
463	0.45	0.	0.05	2.5650e+06
464	0.45	0.	0.075	2.5550e+06
465	0.45	0.	0.1	2.5749e+06
466	0.45	0.025	0.	1.6554e+07
467	0.45	0.025	0.025	1.6576e+07
468	0.45	0.025	0.05	1.6872e+07
469	0.45	0.025	0.075	1.6762e+07
470	0.45	0.025	0.1	1.6487e+07
471	0.45	0.05	0.	3.3092e+07
472	0.45	0.05	0.025	3.2893e+07
473	0.45	0.05	0.05	3.2925e+07
474	0.45	0.05	0.075	3.3049e+07
475	0.45	0.05	0.1	3.3163e+07
476	0.475	-0.05	0.	3.1415e+07
477	0.475	-0.05	0.025	3.1768e+07
478	0.475	-0.05	0.05	3.1212e+07
479	0.475	-0.05	0.075	3.1502e+07
480	0.475	-0.05	0.1	3.2155e+07
481	0.475	-0.025	0.	1.5898e+07
482	0.475	-0.025	0.025	1.6052e+07
483	0.475	-0.025	0.05	1.5882e+07
484	0.475	-0.025	0.075	1.5944e+07
485	0.475	-0.025	0.1	1.5863e+07
486	0.475	0.	0.	2.5945e+06
487	0.475	0.	0.025	2.5819e+06
488	0.475	0.	0.05	2.6070e+06
489	0.475	0.	0.075	2.5804e+06
490	0.475	0.	0.1	2.6119e+06
491	0.475	0.025	0.	1.6008e+07
492	0.475	0.025	0.025	1.5917e+07
493	0.475	0.025	0.05	1.5834e+07
494	0.475	0.025	0.075	1.5928e+07
495	0.475	0.025	0.1	1.5831e+07
496	0.475	0.05	0.	3.1736e+07
497	0.475	0.05	0.025	3.1038e+07
498	0.475	0.05	0.05	3.1415e+07
499	0.475	0.05	0.075	3.0998e+07
500	0.475	0.05	0.1	3.1123e+07
501	0.5	-0.05	0.	3.0327e+07
502	0.5	-0.05	0.025	3.0215e+07
503	0.5	-0.05	0.05	2.9827e+07
504	0.5	-0.05	0.075	2.9639e+07
505	0.5	-0.05	0.1	2.9289e+07
506	0.5	-0.025	0.	1.5060e+07
507	0.5	-0.025	0.025	1.5419e+07
508	0.5	-0.025	0.05	1.5179e+07
509	0.5	-0.025	0.075	1.5058e+07
510	0.5	-0.025	0.1	1.5182e+07
511	0.5	0.	0.	2.5656e+06
512	0.5	0.	0.025	2.5919e+06
513	0.5	0.	0.05	2.6001e+06
514	0.5	0.	0.075	2.5963e+06
515	0.5	0.	0.1	2.6145e+06
516	0.5	0.025	0.	1.5168e+07
517	0.5	0.025	0.025	1.5207e+07
518	0.5	0.025	0.05	1.5043e+07
519	0.5	0.025	0.075	1.5235e+07
520	0.5	0.025	0.1	1.5323e+07
521	0.5	0.05	0.	2.9767e+07
522	0.5	0.05	0.025	2.9787e+07
523	0.5	0.05	0.05	3.0321e+07
524	0.5	0.05	0.075	2.9954e+07
525	0.5	0.05	0.1	3.0337e+07
526	0.525	-0.05	0.	2.8399e+07
527	0.525	-0.05	0.025	2.8832e+07
528	0.525	-0.05	0.05	2.8530e+07
529	0.525	-0.05	0.075	2.8559e+07
530	0.525	-0.05	0.1	2.8857e+07
531	0.525	-0.025	0.	1.4341e+07
532	0.525	-0.025	0.025	1.4274e+07
533	0.525	-0.025	0.05	1.4331e+07
534	0.525	-0.025	0.075	1.4435e+07
535	0.525	-0.025	0.1	1.4202e+07
536	0.525	0.	0.	2.6113e+06
537	0.525	0.	0.025	2.5869e+06
538	0.525	0.	0.05	2.6219e+06
539	0.525	0.	0.075	2.5483e+06
540	0.525	0.	0.1	2.5817e+06
541	0.525	0.025	0.	1.4189e+07
542	0.525	0.025	0.025	1.4288e+07
543	0.525	0.025	0.05	1.4411e+07
544	0.525	0.025	0.075	1.4362e+07
545	0.525	0.025	0.1	1.4353e+07
546	0.525	0.05	0.	2.8464e+07
547	0.525	0.05	0.025	2.8546e+07
548	0.525	0.05	0.05	2.8270e+07
549	0.525	0.05	0.075	2.8661e+07
550	0.525	0.05	0.1	2.8651e+07
551	0.55	-0.05	0.	2.7083e+07
552	0.55	-0.05	0.025	2.7120e+07
553	0.55	-0.05	0.05	2.7064e+07
554	0.55	-0.05	0.075	2.7440e+07
555	0.55	-0.05	0.1	2.6981e+07
556	0.55	-0.025	0.	1.3606e+07
557	0.55	-0.025	0.025	1.3558e+07
558	0.55	-0.025	0.05	1.3527e+07
559	0.55	-0.025	0.075	1.3504e+07
560	0.55	-0.025	0.1	1.3543e+07
561	0.55	0.	0.	2.5966e+06
562	0.55	0.	0.025	2.6050e+06
563	0.55	0.	0.05	2.5991e+06
564	0.55	0.	0.075	2.5822e+06
565	0.55	0.	0.1	2.6168e+06
566	0.55	0.025	0.	1.3721e+07
567	0.55	0.025	0.025	1.3622e+07
568	0.55	0.025	0.05	1.3569e+07
569	0.55	0.025	0.075	1.3700e+07
570	0.55	0.025	0.1	1.3660e+07
571	0.55	0.05	0.	2.6687e+07
572	0.55	0.05	0.025	2.6985e+07
573	0.55	0.05	0.05	2.7057e+07
574	0.55	0.05	0.075	2.6806e+07
575	0.55	0.05	0.1	2.7041e+07
576	0.575	-0.05	0.	2.5203e+07
577	0.575	-0.05	0.025	2.5773e+07
578	0.575	-0.05	0.05	2.5755e+07
579	0.575	-0.05	0.075	2.5448e+07
580	0.575	-0.05	0.1	2.5574e+07
581	0.575	-0.025	0.	1.2649e+07
582	0.575	-0.025	0.025	1.2779e+07
583	0.575	-0.025	0.05	1.2868e+07
584	0.575	-0.025	0.075	1.2787e+07
585	0.575	-0.025	0.1	1.2972e+07
586	0.575	0.	0.	2.6396e+06
587	0.575	0.	0.025	2.5736e+06
588	0.575	0.	0.05	2.5807e+06
589	0.575	0.	0.075	2.6030e+06
590	0.575	0.	0.1	2.6316e+06
591	0.575	0.025	0.	1.2772e+07
592	0.575	0.025	0.025	1.2924e+07
593	0.575	0.025	0.05	1.3086e+07
594	0.575	0.025	0.075	1.2728e+07
595	0.575	0.025	0.1	1.2766e+07
596	0.575	0.05	0.	2.5414e+07
597	0.575	0.05	0.025	2.5394e+07
598	0.575	0.05	0.05	2.5666e+07
599	0.575	0.05	0.075	2.5549e+07
600	0.575	0.05	0.1	2.5138e+07
601	0.6	-0.05	0.	2.4099e+07
602	0.6	-0.05	0.025	2.3889e+07
603	0.6	-0.05	0.05	2.4245e+07
604	0.6	-0.05	0.075	2.3880e+07
605	0.6	-0.05	0.1	2.3878e+07
606	0.6	-0.025	0.	1.2210e+07
607	0.6	-0.025	0.025	1.2231e+07
608	0.6	-0.025	0.05	1.2201e+07
609	0.6	-0.025	0.075	1.1993e+07
610	0.6	-0.025	0.1	1.2210e+07
611	0.6	0.	0.	2.5766e+06
612	0.6	0.	0.025	2.6030e+06
613	0.6	0.	0.05	2.5685e+06
614	0.6	0.	0.075	2.6074e+06
615	0.6	0.	0.1	2.5813e+06
616	0.6	0.025	0.	1.2032e+07
617	0.6	0.025	0.025	1.2227e+07
618	0.6	0.025	0.05	1.2181e+07
619	0.6	0.025	0.075	1.2097e+07
620	0.6	0.025	0.1	1.2298e+07
621	0.6	0.05	0.	2.3915e+07
622	0.6	0.05	0.025	2.4006e+07
623	0.6	0.05	0.05	2.4052e+07
624	0.6	0.05	0.075	2.3881e+07
625	0.6	0.05	0.1	2.4090e+07
626	0.625	-0.05	0.	2.2404e+07
627	0.625	-0.05	0.025	2.2426e+07
628	0.625	-0.05	0.05	2.2745e+07
629	0.625	-0.05	0.075	2.2313e+07
630	0.625	-0.05	0.1	2.2066e+07
631	0.625	-0.025	0.	1.1565e+07
632	0.625	-0.025	0.025	1.1650e+07
