Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
126	0.125	-0.05	0.	-4.4904e-05
127	0.125	-0.05	0.025	-4.5178e-05
128	0.125	-0.05	0.05	-4.5229e-05
129	0.125	-0.05	0.075	-4.5188e-05
130	0.125	-0.05	0.1	-4.5063e-05
131	0.125	-0.025	0.	-4.4696e-05
132	0.125	-0.025	0.025	-4.5009e-05
133	0.125	-0.025	0.05	-4.4699e-05
134	0.125	-0.025	0.075	-4.4655e-05
135	0.125	-0.025	0.1	-4.4965e-05
136	0.125	0.	0.	-4.5016e-05
137	0.125	0.	0.025	-4.5084e-05
138	0.125	0.	0.05	-4.5011e-05
139	0.125	0.	0.075	-4.5017e-05
140	0.125	0.	0.1	-4.4745e-05
141	0.125	0.025	0.	-4.4903e-05
142	0.125	0.025	0.025	-4.4651e-05
143	0.125	0.025	0.05	-4.4562e-05
144	0.125	0.025	0.075	-4.5055e-05
145	0.125	0.025	0.1	-4.4787e-05
146	0.125	0.05	0.	-4.5079e-05
147	0.125	0.05	0.025	-4.5121e-05
148	0.125	0.05	0.05	-4.4811e-05
149	0.125	0.05	0.075	-4.5028e-05
150	0.125	0.05	0.1	-4.4803e-05
151	0.15	-0.05	0.	-6.3652e-05
152	0.15	-0.05	0.025	-6.4157e-05
153	0.15	-0.05	0.05	-6.4004e-05
154	0.15	-0.05	0.075	-6.4012e-05
155	0.15	-0.05	0.1	-6.4632e-05
156	0.15	-0.025	0.	-6.3734e-05
157	0.15	-0.025	0.025	-6.4223e-05
158	0.15	-0.025	0.05	-6.3870e-05
159	0.15	-0.025	0.075	-6.4358e-05
160	0.15	-0.025	0.1	-6.4202e-05
161	0.15	0.	0.	-6.4222e-05
162	0.15	0.	0.025	-6.3883e-05
163	0.15	0.	0.05	-6.3929e-05
164	0.15	0.	0.075	-6.4363e-05
165	0.15	0.	0.1	-6.4579e-05
166	0.15	0.025	0.	-6.4248e-05
167	0.15	0.025	0.025	-6.3895e-05
168	0.15	0.025	0.05	-6.4212e-05
169	0.15	0.025	0.075	-6.4748e-05
170	0.15	0.025	0.1	-6.4151e-05
171	0.15	0.05	0.	-6.4500e-05
172	0.15	0.05	0.025	-6.3935e-05
173	0.15	0.05	0.05	-6.4114e-05
174	0.15	0.05	0.075	-6.4284e-05
175	0.15	0.05	0.1	-6.4227e-05
176	0.175	-0.05	0.	-8.6250e-05
177	0.175	-0.05	0.025	-8.6235e-05
178	0.175	-0.05	0.05	-8.6858e-05
179	0.175	-0.05	0.075	-8.6928e-05
180	0.175	-0.05	0.1	-8.7039e-05
181	0.175	-0.025	0.	-8.7140e-05
182	0.175	-0.025	0.025	-8.6562e-05
183	0.175	-0.025	0.05	-8.6408e-05
184	0.175	-0.025	0.075	-8.6983e-05
185	0.175	-0.025	0.1	-8.6762e-05
186	0.175	0.	0.	-8.6176e-05
187	0.175	0.	0.025	-8.6158e-05
188	0.175	0.	0.05	-8.6686e-05
189	0.175	0.	0.075	-8.6454e-05
190	0.175	0.	0.1	-8.6506e-05
191	0.175	0.025	0.	-8.6887e-05
192	0.175	0.025	0.025	-8.6778e-05
193	0.175	0.025	0.05	-8.6976e-05
194	0.175	0.025	0.075	-8.5847e-05
195	0.175	0.025	0.1	-8.6603e-05
196	0.175	0.05	0.	-8.6756e-05
197	0.175	0.05	0.025	-8.5987e-05
198	0.175	0.05	0.05	-8.6289e-05
199	0.175	0.05	0.075	-8.6225e-05
200	0.175	0.05	0.1	-8.6523e-05
201	0.2	-0.05	0.	-1.1273e-04
202	0.2	-0.05	0.025	-1.1291e-04
203	0.2	-0.05	0.05	-1.1164e-04
204	0.2	-0.05	0.075	-1.1224e-04
205	0.2	-0.05	0.1	-1.1225e-04
206	0.2	-0.025	0.	-1.1217e-04
207	0.2	-0.025	0.025	-1.1218e-04
208	0.2	-0.025	0.05	-1.1214e-04
209	0.2	-0.025	0.075	-1.1276e-04
210	0.2	-0.025	0.1	-1.1249e-04
211	0.2	0.	0.	-1.1153e-04
212	0.2	0.	0.025	-1.1236e-04
213	0.2	0.	0.05	-1.1240e-04
214	0.2	0.	0.075	-1.1214e-04
215	0.2	0.	0.1	-1.1251e-04
216	0.2	0.025	0.	-1.1208e-04
217	0.2	0.025	0.025	-1.1209e-04
218	0.2	0.025	0.05	-1.1205e-04
219	0.2	0.025	0.075	-1.1110e-04
220	0.2	0.025	0.1	-1.1196e-04
221	0.2	0.05	0.	-1.1170e-04
222	0.2	0.05	0.025	-1.1147e-04
223	0.2	0.05	0.05	-1.1264e-04
224	0.2	0.05	0.075	-1.1223e-04
225	0.2	0.05	0.1	-1.1199e-04
226	0.225	-0.05	0.	-1.4017e-04
227	0.225	-0.05	0.025	-1.4065e-04
228	0.225	-0.05	0.05	-1.4104e-04
229	0.225	-0.05	0.075	-1.4002e-04
230	0.225	-0.05	0.1	-1.4048e-04
231	0.225	-0.025	0.	-1.4097e-04
232	0.225	-0.025	0.025	-1.3940e-04
233	0.225	-0.025	0.05	-1.4045e-04
234	0.225	-0.025	0.075	-1.4024e-04
235	0.225	-0.025	0.1	-1.4041e-04
236	0.225	0.	0.	-1.4020e-04
237	0.225	0.	0.025	-1.4056e-04
238	0.225	0.	0.05	-1.4157e-04
239	0.225	0.	0.075	-1.4030e-04
240	0.225	0.	0.1	-1.4065e-04
241	0.225	0.025	0.	-1.4161e-04
242	0.225	0.025	0.025	-1.4018e-04
243	0.225	0.025	0.05	-1.4150e-04
244	0.225	0.025	0.075	-1.4049e-04
245	0.225	0.025	0.1	-1.4149e-04
246	0.225	0.05	0.	-1.4091e-04
247	0.225	0.05	0.025	-1.4066e-04
248	0.225	0.05	0.05	-1.4045e-04
249	0.225	0.05	0.075	-1.4013e-04
250	0.225	0.05	0.1	-1.4053e-04
251	0.25	-0.05	0.	-1.7249e-04
252	0.25	-0.05	0.025	-1.7187e-04
253	0.25	-0.05	0.05	-1.7166e-04
254	0.25	-0.05	0.075	-1.7170e-04
255	0.25	-0.05	0.1	-1.7256e-04
256	0.25	-0.025	0.	-1.7272e-04
257	0.25	-0.025	0.025	-1.7142e-04
258	0.25	-0.025	0.05	-1.7142e-04
259	0.25	-0.025	0.075	-1.7214e-04
260	0.25	-0.025	0.1	-1.7293e-04
261	0.25	0.	0.	-1.7266e-04
262	0.25	0.	0.025	-1.7101e-04
263	0.25	0.	0.05	-1.7169e-04
264	0.25	0.	0.075	-1.7124e-04
265	0.25	0.	0.1	-1.7169e-04
266	0.25	0.025	0.	-1.7298e-04
267	0.25	0.025	0.025	-1.7090e-04
268	0.25	0.025	0.05	-1.7076e-04
269	0.25	0.025	0.075	-1.7131e-04
270	0.25	0.025	0.1	-1.7207e-04
271	0.25	0.05	0.	-1.7230e-04
272	0.25	0.05	0.025	-1.7218e-04
273	0.25	0.05	0.05	-1.7268e-04
274	0.25	0.05	0.075	-1.7066e-04
275	0.25	0.05	0.1	-1.7269e-04
276	0.275	-0.05	0.	-2.0582e-04
277	0.275	-0.05	0.025	-2.0668e-04
278	0.275	-0.05	0.05	-2.0499e-04
279	0.275	-0.05	0.075	-2.0608e-04
280	0.275	-0.05	0.1	-2.0627e-04
281	0.275	-0.025	0.	-2.0703e-04
282	0.275	-0.025	0.025	-2.0477e-04
283	0.275	-0.025	0.05	-2.0610e-04
284	0.275	-0.025	0.075	-2.0518e-04
285	0.275	-0.025	0.1	-2.0649e-04
286	0.275	0.	0.	-2.0672e-04
287	0.275	0.	0.025	-2.0714e-04
288	0.275	0.	0.05	-2.0564e-04
289	0.275	0.	0.075	-2.0684e-04
290	0.275	0.	0.1	-2.0720e-04
291	0.275	0.025	0.	-2.0472e-04
292	0.275	0.025	0.025	-2.0658e-04
293	0.275	0.025	0.05	-2.0687e-04
294	0.275	0.025	0.075	-2.0586e-04
295	0.275	0.025	0.1	-2.0508e-04
296	0.275	0.05	0.	-2.0686e-04
297	0.275	0.05	0.025	-2.0509e-04
298	0.275	0.05	0.05	-2.0593e-04
299	0.275	0.05	0.075	-2.0605e-04
300	0.275	0.05	0.1	-2.0667e-04
301	0.3	-0.05	0.	-2.4239e-04
302	0.3	-0.05	0.025	-2.4233e-04
303	0.3	-0.05	0.05	-2.4310e-04
304	0.3	-0.05	0.075	-2.4398e-04
305	0.3	-0.05	0.1	-2.4522e-04
306	0.3	-0.025	0.	-2.4153e-04
307	0.3	-0.025	0.025	-2.4331e-04
308	0.3	-0.025	0.05	-2.4194e-04
309	0.3	-0.025	0.075	-2.4399e-04
310	0.3	-0.025	0.1	-2.4209e-04
311	0.3	0.	0.	-2.4234e-04
312	0.3	0.	0.025	-2.4243e-04
313	0.3	0.	0.05	-2.4293e-04
314	0.3	0.	0.075	-2.4331e-04
315	0.3	0.	0.1	-2.4347e-04
316	0.3	0.025	0.	-2.4299e-04
317	0.3	0.025	0.025	-2.4171e-04
318	0.3	0.025	0.05	-2.4371e-04
319	0.3	0.025	0.075	-2.4295e-04
320	0.3	0.025	0.1	-2.4413e-04
321	0.3	0.05	0.	-2.4231e-04
322	0.3	0.05	0.025	-2.4144e-04
323	0.3	0.05	0.05	-2.4297e-04
324	0.3	0.05	0.075	-2.4426e-04
325	0.3	0.05	0.1	-2.4316e-04
326	0.325	-0.05	0.	-2.8232e-04
327	0.325	-0.05	0.025	-2.8156e-04
328	0.325	-0.05	0.05	-2.8453e-04
329	0.325	-0.05	0.075	-2.8138e-04
330	0.325	-0.05	0.1	-2.8173e-04
331	0.325	-0.025	0.	-2.8319e-04
332	0.325	-0.025	0.025	-2.8045e-04
333	0.325	-0.025	0.05	-2.8399e-04
334	0.325	-0.025	0.075	-2.8325e-04
335	0.325	-0.025	0.1	-2.8356e-04
336	0.325	0.	0.	-2.8318e-04
337	0.325	0.	0.025	-2.8236e-04
338	0.325	0.	0.05	-2.8135e-04
339	0.325	0.	0.075	-2.8239e-04
340	0.325	0.	0.1	-2.8144e-04
341	0.325	0.025	0.	-2.8310e-04
342	0.325	0.025	0.025	-2.8346e-04
343	0.325	0.025	0.05	-2.8422e-04
344	0.325	0.025	0.075	-2.8297e-04
345	0.325	0.025	0.1	-2.8359e-04
346	0.325	0.05	0.	-2.8221e-04
347	0.325	0.05	0.025	-2.8201e-04
348	0.325	0.05	0.05	-2.8308e-04
349	0.325	0.05	0.075	-2.8211e-04
350	0.325	0.05	0.1	-2.8285e-04
351	0.35	-0.05	0.	-3.2325e-04
352	0.35	-0.05	0.025	-3.2348e-04
353	0.35	-0.05	0.05	-3.2545e-04
354	0.35	-0.05	0.075	-3.2578e-04
355	0.35	-0.05	0.1	-3.2335e-04
356	0.35	-0.025	0.	-3.2550e-04
357	0.35	-0.025	0.025	-3.2393e-04
358	0.35	-0.025	0.05	-3.2465e-04
359	0.35	-0.025	0.075	-3.2646e-04
360	0.35	-0.025	0.1	-3.2567e-04
361	0.35	0.	0.	-3.2566e-04
362	0.35	0.	0.025	-3.2710e-04
363	0.35	0.	0.05	-3.2371e-04
364	0.35	0.	0.075	-3.2334e-04
365	0.35	0.	0.1	-3.2369e-04
366	0.35	0.025	0.	-3.2429e-04
367	0.35	0.025	0.025	-3.2157e-04
368	0.35	0.025	0.05	-3.2436e-04
369	0.35	0.025	0.075	-3.2392e-04
370	0.35	0.025	0.1	-3.2564e-04
371	0.35	0.05	0.	-3.2508e-04
372	0.35	0.05	0.025	-3.2384e-04
373	0.35	0.05	0.05	-3.2539e-04
374	0.35	0.05	0.075	-3.2556e-04
375	0.35	0.05	0.1	-3.2363e-04
376	0.375	-0.05	0.	-3.6841e-04
377	0.375	-0.05	0.025	-3.6585e-04
378	0.375	-0.05	0.05	-3.6753e-04
379	0.375	-0.05	0.075	-3.6804e-04
380	0.375	-0.05	0.1	-3.6925e-04
381	0.375	-0.025	0.	-3.6774e-04
382	0.375	-0.025	0.025	-3.6838e-04
383	0.375	-0.025	0.05	-3.6733e-04
384	0.375	-0.025	0.075	-3.6939e-04
385	0.375	-0.025	0.1	-3.6977e-04
386	0.375	0.	0.	-3.6973e-04
387	0.375	0.	0.025	-3.6916e-04
388	0.375	0.	0.05	-3.6687e-04
389	0.375	0.	0.075	-3.6823e-04
390	0.375	0.	0.1	-3.6854e-04
391	0.375	0.025	0.	-3.6855e-04
392	0.375	0.025	0.025	-3.6925e-04
393	0.375	0.025	0.05	-3.7125e-04
394	0.375	0.025	0.075	-3.7034e-04
395	0.375	0.025	0.1	-3.6768e-04
396	0.375	0.05	0.	-3.7014e-04
397	0.375	0.05	0.025	-3.7009e-04
398	0.375	0.05	0.05	-3.6795e-04
399	0.375	0.05	0.075	-3.7039e-04
400	0.375	0.05	0.1	-3.6890e-04
401	0.4	-0.05	0.	-4.1365e-04
402	0.4	-0.05	0.025	-4.1676e-04
403	0.4	-0.05	0.05	-4.1636e-04
404	0.4	-0.05	0.075	-4.1562e-04
405	0.4	-0.05	0.1	-4.1594e-04
406	0.4	-0.025	0.	-4.1480e-04
407	0.4	-0.025	0.025	-4.1702e-04
408	0.4	-0.025	0.05	-4.1593e-04
409	0.4	-0.025	0.075	-4.1628e-04
410	0.4	-0.025	0.1	-4.1659e-04
411	0.4	0.	0.	-4.1408e-04
412	0.4	0.	0.025	-4.1451e-04
413	0.4	0.	0.05	-4.1232e-04
414	0.4	0.	0.075	-4.1694e-04
415	0.4	0.	0.1	-4.1398e-04
416	0.4	0.025	0.	-4.1622e-04
417	0.4	0.025	0.025	-4.1662e-04
418	0.4	0.025	0.05	-4.1700e-04
419	0.4	0.025	0.075	-4.1400e-04
420	0.4	0.025	0.1	-4.1589e-04
421	0.4	0.05	0.	-4.1878e-04
422	0.4	0.05	0.025	-4.1885e-04
423	0.4	0.05	0.05	-4.1764e-04
424	0.4	0.05	0.075	-4.1656e-04
425	0.4	0.05	0.1	-4.1433e-04
426	0.425	-0.05	0.	-4.6645e-04
427	0.425	-0.05	0.025	-4.6482e-04
428	0.425	-0.05	0.05	-4.6615e-04
429	0.425	-0.05	0.075	-4.6393e-04
430	0.425	-0.05	0.1	-4.6479e-04
431	0.425	-0.025	0.	-4.6541e-04
432	0.425	-0.025	0.025	-4.6557e-04
433	0.425	-0.025	0.05	-4.6603e-04
434	0.425	-0.025	0.075	-4.6403e-04
435	0.425	-0.025	0.1	-4.6261e-04
436	0.425	0.	0.	-4.6813e-04
437	0.425	0.	0.025	-4.6974e-04
438	0.425	0.	0.05	-4.6594e-04
439	0.425	0.	0.075	-4.6265e-04
440	0.425	0.	0.1	-4.6367e-04
441	0.425	0.025	0.	-4.6606e-04
442	0.425	0.025	0.025	-4.6760e-04
443	0.425	0.025	0.05	-4.6285e-04
444	0.425	0.025	0.075	-4.6488e-04
445	0.425	0.025	0.1	-4.6547e-04
446	0.425	0.05	0.	-4.6672e-04
447	0.425	0.05	0.025	-4.6447e-04
448	0.425	0.05	0.05	-4.6220e-04
449	0.425	0.05	0.075	-4.6627e-04
450	0.425	0.05	0.1	-4.6720e-04
451	0.45	-0.05	0.	-5.1620e-04
452	0.45	-0.05	0.025	-5.1721e-04
453	0.45	-0.05	0.05	-5.1539e-04
454	0.45	-0.05	0.075	-5.1463e-04
455	0.45	-0.05	0.1	-5.1850e-04
456	0.45	-0.025	0.	-5.1718e-04
457	0.45	-0.025	0.025	-5.1739e-04
458	0.45	-0.025	0.05	-5.1948e-04
459	0.45	-0.025	0.075	-5.1420e-04
460	0.45	-0.025	0.1	-5.1523e-04
461	0.45	0.	0.	-5.1670e-04
462	0.45	0.	0.025	-5.1521e-04
463	0.45	0.	0.05	-5.1799e-04
464	0.45	0.	0.075	-5.1599e-04
465	0.45	0.	0.1	-5.1432e-04
466	0.45	0.025	0.	-5.1651e-04
467	0.45	0.025	0.025	-5.1673e-04
468	0.45	0.025	0.05	-5.1831e-04
469	0.45	0.025	0.075	-5.1719e-04
470	0.45	0.025	0.1	-5.1733e-04
471	0.45	0.05	0.	-5.1704e-04
472	0.45	0.05	0.025	-5.1599e-04
473	0.45	0.05	0.05	-5.1490e-04
474	0.45	0.05	0.075	-5.1697e-04
475	0.45	0.05	0.1	-5.1569e-04
476	0.475	-0.05	0.	-5.7355e-04
477	0.475	-0.05	0.025	-5.7276e-04
478	0.475	-0.05	0.05	-5.7115e-04
479	0.475	-0.05	0.075	-5.7057e-04
480	0.475	-0.05	0.1	-5.6950e-04
481	0.475	-0.025	0.	-5.6683e-04
482	0.475	-0.025	0.025	-5.6921e-04
483	0.475	-0.025	0.05	-5.6993e-04
484	0.475	-0.025	0.075	-5.7023e-04
485	0.475	-0.025	0.1	-5.7077e-04
486	0.475	0.	0.	-5.7180e-04
487	0.475	0.	0.025	-5.6813e-04
488	0.475	0.	0.05	-5.6815e-04
489	0.475	0.	0.075	-5.7301e-04
490	0.475	0.	0.1	-5.7146e-04
491	0.475	0.025	0.	-5.6881e-04
492	0.475	0.025	0.025	-5.6946e-04
493	0.475	0.025	0.05	-5.6947e-04
494	0.475	0.025	0.075	-5.6978e-04
495	0.475	0.025	0.1	-5.7078e-04
496	0.475	0.05	0.	-5.7548e-04
497	0.475	0.05	0.025	-5.7014e-04
498	0.475	0.05	0.05	-5.7121e-04
499	0.475	0.05	0.075	-5.6586e-04
500	0.475	0.05	0.1	-5.6860e-04
501	0.5	-0.05	0.	-6.2807e-04
502	0.5	-0.05	0.025	-6.2601e-04
503	0.5	-0.05	0.05	-6.1403e-04
504	0.5	-0.05	0.075	-6.2669e-04
505	0.5	-0.05	0.1	-6.2980e-04
506	0.5	-0.025	0.	-6.2001e-04
507	0.5	-0.025	0.025	-6.2880e-04
508	0.5	-0.025	0.05	-6.1807e-04
509	0.5	-0.025	0.075	-6.2734e-04
510	0.5	-0.025	0.1	-6.2498e-04
511	0.5	0.	0.	-6.1913e-04
512	0.5	0.	0.025	-6.2612e-04
513	0.5	0.	0.05	-6.2788e-04
514	0.5	0.	0.075	-6.2591e-04
515	0.5	0.	0.1	-6.2646e-04
516	0.5	0.025	0.	-6.2397e-04
517	0.5	0.025	0.025	-6.2035e-04
518	0.5	0.025	0.05	-6.2673e-04
519	0.5	0.025	0.075	-6.2937e-04
520	0.5	0.025	0.1	-6.2782e-04
521	0.5	0.05	0.	-6.2003e-04
522	0.5	0.05	0.025	-6.2121e-04
523	0.5	0.05	0.05	-6.2289e-04
524	0.5	0.05	0.075	-6.2102e-04
525	0.5	0.05	0.1	-6.2511e-04
526	0.525	-0.05	0.	-6.8325e-04
527	0.525	-0.05	0.025	-6.7827e-04
528	0.525	-0.05	0.05	-6.8429e-04
529	0.525	-0.05	0.075	-6.8381e-04
530	0.525	-0.05	0.1	-6.8068e-04
531	0.525	-0.025	0.	-6.8170e-04
532	0.525	-0.025	0.025	-6.7685e-04
533	0.525	-0.025	0.05	-6.8127e-04
534	0.525	-0.025	0.075	-6.8219e-04
535	0.525	-0.025	0.1	-6.8263e-04
536	0.525	0.	0.	-6.8321e-04
537	0.525	0.	0.025	-6.8284e-04
538	0.525	0.	0.05	-6.8145e-04
539	0.525	0.	0.075	-6.8295e-04
540	0.525	0.	0.1	-6.8491e-04
541	0.525	0.025	0.	-6.8191e-04
542	0.525	0.025	0.025	-6.8304e-04
543	0.525	0.025	0.05	-6.8166e-04
544	0.525	0.025	0.075	-6.8041e-04
545	0.525	0.025	0.1	-6.8360e-04
546	0.525	0.05	0.	-6.8066e-04
547	0.525	0.05	0.025	-6.8323e-04
548	0.525	0.05	0.05	-6.8225e-04
549	0.525	0.05	0.075	-6.8134e-04
550	0.525	0.05	0.1	-6.8128e-04
551	0.55	-0.05	0.	-7.3962e-04
552	0.55	-0.05	0.025	-7.3625e-04
553	0.55	-0.05	0.05	-7.4226e-04
554	0.55	-0.05	0.075	-7.4181e-04
555	0.55	-0.05	0.1	-7.4364e-04
556	0.55	-0.025	0.	-7.3955e-04
557	0.55	-0.025	0.025	-7.4674e-04
558	0.55	-0.025	0.05	-7.4000e-04
559	0.55	-0.025	0.075	-7.3853e-04
560	0.55	-0.025	0.1	-7.3818e-04
561	0.55	0.	0.	-7.3598e-04
562	0.55	0.	0.025	-7.4567e-04
563	0.55	0.	0.05	-7.4519e-04
564	0.55	0.	0.075	-7.4291e-04
565	0.55	0.	0.1	-7.3847e-04
566	0.55	0.025	0.	-7.4649e-04
567	0.55	0.025	0.025	-7.4008e-04
568	0.55	0.025	0.05	-7.4033e-04
569	0.55	0.025	0.075	-7.4539e-04
570	0.55	0.025	0.1	-7.4308e-04
571	0.55	0.05	0.	-7.4765e-04
572	0.55	0.05	0.025	-7.4186e-04
573	0.55	0.05	0.05	-7.3995e-04
574	0.55	0.05	0.075	-7.3931e-04
575	0.55	0.05	0.1	-7.3565e-04
576	0.575	-0.05	0.	-8.0087e-04
577	0.575	-0.05	0.025	-8.0544e-04
578	0.575	-0.05	0.05	-8.0369e-04
579	0.575	-0.05	0.075	-8.0183e-04
580	0.575	-0.05	0.1	-7.9857e-04
581	0.575	-0.025	0.	-8.0249e-04
582	0.575	-0.025	0.025	-8.0501e-04
583	0.575	-0.025	0.05	-8.0315e-04
584	0.575	-0.025	0.075	-8.0230e-04
585	0.575	-0.025	0.1	-7.9921e-04
586	0.575	0.	0.	-8.0455e-04
587	0.575	0.	0.025	-7.9172e-04
588	0.575	0.	0.05	-8.0299e-04
589	0.575	0.	0.075	-8.1001e-04
590	0.575	0.	0.1	-7.9693e-04
591	0.575	0.025	0.	-8.0099e-04
592	0.575	0.025	0.025	-8.0174e-04
593	0.575	0.025	0.05	-8.0028e-04
594	0.575	0.025	0.075	-8.0509e-04
595	0.575	0.025	0.1	-8.0328e-04
596	0.575	0.05	0.	-8.0225e-04
597	0.575	0.05	0.025	-8.0432e-04
598	0.575	0.05	0.05	-8.0182e-04
599	0.575	0.05	0.075	-8.1196e-04
600	0.575	0.05	0.1	-8.0225e-04
601	0.6	-0.05	0.	-8.6467e-04
602	0.6	-0.05	0.025	-8.5809e-04
603	0.6	-0.05	0.05	-8.6212e-04
604	0.6	-0.05	0.075	-8.6797e-04
605	0.6	-0.05	0.1	-8.5938e-04
606	0.6	-0.025	0.	-8.5654e-04
