Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
126	0.125	-0.05	0.	-1.3478e-04
127	0.125	-0.05	0.025	-1.3468e-04
128	0.125	-0.05	0.05	-1.3618e-04
129	0.125	-0.05	0.075	-1.3410e-04
130	0.125	-0.05	0.1	-1.3333e-04
131	0.125	-0.025	0.	-1.3442e-04
132	0.125	-0.025	0.025	-1.3384e-04
133	0.125	-0.025	0.05	-1.3437e-04
134	0.125	-0.025	0.075	-1.3407e-04
135	0.125	-0.025	0.1	-1.3428e-04
136	0.125	0.	0.	-1.3419e-04
137	0.125	0.	0.025	-1.3528e-04
138	0.125	0.	0.05	-1.3474e-04
139	0.125	0.	0.075	-1.3535e-04
140	0.125	0.	0.1	-1.3479e-04
141	0.125	0.025	0.	-1.3527e-04
142	0.125	0.025	0.025	-1.3460e-04
143	0.125	0.025	0.05	-1.3563e-04
144	0.125	0.025	0.075	-1.3502e-04
145	0.125	0.025	0.1	-1.3435e-04
146	0.125	0.05	0.	-1.3510e-04
147	0.125	0.05	0.025	-1.3478e-04
148	0.125	0.05	0.05	-1.3466e-04
149	0.125	0.05	0.075	-1.3482e-04
150	0.125	0.05	0.1	-1.3517e-04
151	0.15	-0.05	0.	-1.9075e-04
152	0.15	-0.05	0.025	-1.9210e-04
153	0.15	-0.05	0.05	-1.9290e-04
154	0.15	-0.05	0.075	-1.9257e-04
155	0.15	-0.05	0.1	-1.9151e-04
156	0.15	-0.025	0.	-1.9055e-04
157	0.15	-0.025	0.025	-1.9368e-04
158	0.15	-0.025	0.05	-1.9223e-04
159	0.15	-0.025	0.075	-1.9354e-04
160	0.15	-0.025	0.1	-1.9299e-04
161	0.15	0.	0.	-1.9176e-04
162	0.15	0.	0.025	-1.9045e-04
163	0.15	0.	0.05	-1.9202e-04
164	0.15	0.	0.075	-1.9235e-04
165	0.15	0.	0.1	-1.9272e-04
166	0.15	0.025	0.	-1.9152e-04
167	0.15	0.025	0.025	-1.9251e-04
168	0.15	0.025	0.05	-1.9251e-04
169	0.15	0.025	0.075	-1.9313e-04
170	0.15	0.025	0.1	-1.9214e-04
171	0.15	0.05	0.	-1.9272e-04
172	0.15	0.05	0.025	-1.9260e-04
173	0.15	0.05	0.05	-1.9305e-04
174	0.15	0.05	0.075	-1.9174e-04
175	0.15	0.05	0.1	-1.9001e-04
176	0.175	-0.05	0.	-2.5930e-04
177	0.175	-0.05	0.025	-2.5931e-04
178	0.175	-0.05	0.05	-2.5835e-04
179	0.175	-0.05	0.075	-2.5798e-04
180	0.175	-0.05	0.1	-2.5895e-04
181	0.175	-0.025	0.	-2.5943e-04
182	0.175	-0.025	0.025	-2.5965e-04
183	0.175	-0.025	0.05	-2.5717e-04
184	0.175	-0.025	0.075	-2.5773e-04
185	0.175	-0.025	0.1	-2.6072e-04
186	0.175	0.	0.	-2.5935e-04
187	0.175	0.	0.025	-2.5954e-04
188	0.175	0.	0.05	-2.5816e-04
189	0.175	0.	0.075	-2.5954e-04
190	0.175	0.	0.1	-2.5916e-04
191	0.175	0.025	0.	-2.5890e-04
192	0.175	0.025	0.025	-2.5803e-04
193	0.175	0.025	0.05	-2.5865e-04
194	0.175	0.025	0.075	-2.6159e-04
195	0.175	0.025	0.1	-2.5918e-04
196	0.175	0.05	0.	-2.6037e-04
197	0.175	0.05	0.025	-2.5934e-04
198	0.175	0.05	0.05	-2.5922e-04
199	0.175	0.05	0.075	-2.5889e-04
200	0.175	0.05	0.1	-2.6094e-04
201	0.2	-0.05	0.	-3.3650e-04
202	0.2	-0.05	0.025	-3.3494e-04
203	0.2	-0.05	0.05	-3.3547e-04
204	0.2	-0.05	0.075	-3.3745e-04
205	0.2	-0.05	0.1	-3.3219e-04
206	0.2	-0.025	0.	-3.3642e-04
207	0.2	-0.025	0.025	-3.3672e-04
208	0.2	-0.025	0.05	-3.3499e-04
209	0.2	-0.025	0.075	-3.3621e-04
210	0.2	-0.025	0.1	-3.3668e-04
211	0.2	0.	0.	-3.3435e-04
212	0.2	0.	0.025	-3.3713e-04
213	0.2	0.	0.05	-3.3640e-04
214	0.2	0.	0.075	-3.3579e-04
215	0.2	0.	0.1	-3.3614e-04
216	0.2	0.025	0.	-3.3695e-04
217	0.2	0.025	0.025	-3.3911e-04
218	0.2	0.025	0.05	-3.3682e-04
219	0.2	0.025	0.075	-3.3709e-04
220	0.2	0.025	0.1	-3.3626e-04
221	0.2	0.05	0.	-3.3856e-04
222	0.2	0.05	0.025	-3.3403e-04
223	0.2	0.05	0.05	-3.3366e-04
224	0.2	0.05	0.075	-3.3621e-04
225	0.2	0.05	0.1	-3.3689e-04
226	0.225	-0.05	0.	-4.1711e-04
227	0.225	-0.05	0.025	-4.2145e-04
228	0.225	-0.05	0.05	-4.2115e-04
229	0.225	-0.05	0.075	-4.2271e-04
230	0.225	-0.05	0.1	-4.2218e-04
231	0.225	-0.025	0.	-4.1840e-04
232	0.225	-0.025	0.025	-4.1963e-04
233	0.225	-0.025	0.05	-4.2009e-04
234	0.225	-0.025	0.075	-4.2270e-04
235	0.225	-0.025	0.1	-4.2208e-04
236	0.225	0.	0.	-4.2041e-04
237	0.225	0.	0.025	-4.2170e-04
238	0.225	0.	0.05	-4.1967e-04
239	0.225	0.	0.075	-4.2491e-04
240	0.225	0.	0.1	-4.2242e-04
241	0.225	0.025	0.	-4.2278e-04
242	0.225	0.025	0.025	-4.2377e-04
243	0.225	0.025	0.05	-4.2317e-04
244	0.225	0.025	0.075	-4.2151e-04
245	0.225	0.025	0.1	-4.2114e-04
246	0.225	0.05	0.	-4.2362e-04
247	0.225	0.05	0.025	-4.2150e-04
248	0.225	0.05	0.05	-4.2019e-04
249	0.225	0.05	0.075	-4.2477e-04
250	0.225	0.05	0.1	-4.1988e-04
251	0.25	-0.05	0.	-5.1205e-04
252	0.25	-0.05	0.025	-5.1767e-04
253	0.25	-0.05	0.05	-5.1412e-04
254	0.25	-0.05	0.075	-5.1652e-04
255	0.25	-0.05	0.1	-5.1937e-04
256	0.25	-0.025	0.	-5.1279e-04
257	0.25	-0.025	0.025	-5.1554e-04
258	0.25	-0.025	0.05	-5.1868e-04
259	0.25	-0.025	0.075	-5.1703e-04
260	0.25	-0.025	0.1	-5.1525e-04
261	0.25	0.	0.	-5.2055e-04
262	0.25	0.	0.025	-5.1543e-04
263	0.25	0.	0.05	-5.1644e-04
264	0.25	0.	0.075	-5.1903e-04
265	0.25	0.	0.1	-5.1765e-04
266	0.25	0.025	0.	-5.1835e-04
267	0.25	0.025	0.025	-5.1377e-04
268	0.25	0.025	0.05	-5.1816e-04
269	0.25	0.025	0.075	-5.1597e-04
270	0.25	0.025	0.1	-5.1409e-04
271	0.25	0.05	0.	-5.1608e-04
272	0.25	0.05	0.025	-5.1602e-04
273	0.25	0.05	0.05	-5.1948e-04
274	0.25	0.05	0.075	-5.1641e-04
275	0.25	0.05	0.1	-5.1401e-04
276	0.275	-0.05	0.	-6.1573e-04
277	0.275	-0.05	0.025	-6.1812e-04
278	0.275	-0.05	0.05	-6.1490e-04
279	0.275	-0.05	0.075	-6.1647e-04
280	0.275	-0.05	0.1	-6.1763e-04
281	0.275	-0.025	0.	-6.1719e-04
282	0.275	-0.025	0.025	-6.2003e-04
283	0.275	-0.025	0.05	-6.1641e-04
284	0.275	-0.025	0.075	-6.1213e-04
285	0.275	-0.025	0.1	-6.1407e-04
286	0.275	0.	0.	-6.1819e-04
287	0.275	0.	0.025	-6.1678e-04
288	0.275	0.	0.05	-6.1518e-04
289	0.275	0.	0.075	-6.2308e-04
290	0.275	0.	0.1	-6.2028e-04
291	0.275	0.025	0.	-6.1809e-04
292	0.275	0.025	0.025	-6.1881e-04
293	0.275	0.025	0.05	-6.1758e-04
294	0.275	0.025	0.075	-6.1513e-04
295	0.275	0.025	0.1	-6.2078e-04
296	0.275	0.05	0.	-6.2034e-04
297	0.275	0.05	0.025	-6.1334e-04
298	0.275	0.05	0.05	-6.1879e-04
299	0.275	0.05	0.075	-6.1907e-04
300	0.275	0.05	0.1	-6.1744e-04
301	0.3	-0.05	0.	-7.3512e-04
302	0.3	-0.05	0.025	-7.3480e-04
303	0.3	-0.05	0.05	-7.2790e-04
304	0.3	-0.05	0.075	-7.2835e-04
305	0.3	-0.05	0.1	-7.2801e-04
306	0.3	-0.025	0.	-7.2722e-04
307	0.3	-0.025	0.025	-7.2632e-04
308	0.3	-0.025	0.05	-7.3048e-04
309	0.3	-0.025	0.075	-7.3472e-04
310	0.3	-0.025	0.1	-7.3352e-04
311	0.3	0.	0.	-7.3130e-04
312	0.3	0.	0.025	-7.2198e-04
313	0.3	0.	0.05	-7.2356e-04
314	0.3	0.	0.075	-7.3210e-04
315	0.3	0.	0.1	-7.3372e-04
316	0.3	0.025	0.	-7.3061e-04
317	0.3	0.025	0.025	-7.2811e-04
318	0.3	0.025	0.05	-7.3294e-04
319	0.3	0.025	0.075	-7.3120e-04
320	0.3	0.025	0.1	-7.3232e-04
321	0.3	0.05	0.	-7.2359e-04
322	0.3	0.05	0.025	-7.3000e-04
323	0.3	0.05	0.05	-7.3417e-04
324	0.3	0.05	0.075	-7.3054e-04
325	0.3	0.05	0.1	-7.3177e-04
326	0.325	-0.05	0.	-8.4776e-04
327	0.325	-0.05	0.025	-8.4800e-04
328	0.325	-0.05	0.05	-8.5240e-04
329	0.325	-0.05	0.075	-8.4537e-04
330	0.325	-0.05	0.1	-8.4504e-04
331	0.325	-0.025	0.	-8.4602e-04
332	0.325	-0.025	0.025	-8.4772e-04
333	0.325	-0.025	0.05	-8.4218e-04
334	0.325	-0.025	0.075	-8.5012e-04
335	0.325	-0.025	0.1	-8.4708e-04
336	0.325	0.	0.	-8.5054e-04
337	0.325	0.	0.025	-8.4046e-04
338	0.325	0.	0.05	-8.5055e-04
339	0.325	0.	0.075	-8.5217e-04
340	0.325	0.	0.1	-8.4913e-04
341	0.325	0.025	0.	-8.4774e-04
342	0.325	0.025	0.025	-8.5057e-04
343	0.325	0.025	0.05	-8.5195e-04
344	0.325	0.025	0.075	-8.4941e-04
345	0.325	0.025	0.1	-8.4967e-04
346	0.325	0.05	0.	-8.5326e-04
347	0.325	0.05	0.025	-8.5022e-04
348	0.325	0.05	0.05	-8.4493e-04
349	0.325	0.05	0.075	-8.5194e-04
350	0.325	0.05	0.1	-8.4722e-04
351	0.35	-0.05	0.	-9.7400e-04
352	0.35	-0.05	0.025	-9.7429e-04
353	0.35	-0.05	0.05	-9.7765e-04
354	0.35	-0.05	0.075	-9.8069e-04
355	0.35	-0.05	0.1	-9.7397e-04
356	0.35	-0.025	0.	-9.8062e-04
357	0.35	-0.025	0.025	-9.7452e-04
358	0.35	-0.025	0.05	-9.7934e-04
359	0.35	-0.025	0.075	-9.7465e-04
360	0.35	-0.025	0.1	-9.7196e-04
361	0.35	0.	0.	-9.8136e-04
362	0.35	0.	0.025	-9.7158e-04
363	0.35	0.	0.05	-9.7132e-04
364	0.35	0.	0.075	-9.6898e-04
365	0.35	0.	0.1	-9.7881e-04
366	0.35	0.025	0.	-9.7973e-04
367	0.35	0.025	0.025	-9.7533e-04
368	0.35	0.025	0.05	-9.7004e-04
369	0.35	0.025	0.075	-9.7385e-04
370	0.35	0.025	0.1	-9.7270e-04
371	0.35	0.05	0.	-9.6986e-04
372	0.35	0.05	0.025	-9.7197e-04
373	0.35	0.05	0.05	-9.7585e-04
374	0.35	0.05	0.075	-9.7152e-04
375	0.35	0.05	0.1	-9.7501e-04
376	0.375	-0.05	0.	-1.0996e-03
377	0.375	-0.05	0.025	-1.1149e-03
378	0.375	-0.05	0.05	-1.1057e-03
379	0.375	-0.05	0.075	-1.1113e-03
380	0.375	-0.05	0.1	-1.1083e-03
381	0.375	-0.025	0.	-1.1092e-03
382	0.375	-0.025	0.025	-1.1024e-03
383	0.375	-0.025	0.05	-1.1041e-03
384	0.375	-0.025	0.075	-1.1042e-03
385	0.375	-0.025	0.1	-1.1075e-03
386	0.375	0.	0.	-1.1133e-03
387	0.375	0.	0.025	-1.1093e-03
388	0.375	0.	0.05	-1.1034e-03
389	0.375	0.	0.075	-1.1078e-03
390	0.375	0.	0.1	-1.1071e-03
391	0.375	0.025	0.	-1.1059e-03
392	0.375	0.025	0.025	-1.1074e-03
393	0.375	0.025	0.05	-1.1108e-03
394	0.375	0.025	0.075	-1.1042e-03
395	0.375	0.025	0.1	-1.1059e-03
396	0.375	0.05	0.	-1.1118e-03
397	0.375	0.05	0.025	-1.1095e-03
398	0.375	0.05	0.05	-1.1131e-03
399	0.375	0.05	0.075	-1.1138e-03
400	0.375	0.05	0.1	-1.1014e-03
401	0.4	-0.05	0.	-1.2494e-03
402	0.4	-0.05	0.025	-1.2455e-03
403	0.4	-0.05	0.05	-1.2420e-03
404	0.4	-0.05	0.075	-1.2441e-03
405	0.4	-0.05	0.1	-1.2465e-03
406	0.4	-0.025	0.	-1.2465e-03
407	0.4	-0.025	0.025	-1.2450e-03
408	0.4	-0.025	0.05	-1.2479e-03
409	0.4	-0.025	0.075	-1.2602e-03
410	0.4	-0.025	0.1	-1.2394e-03
411	0.4	0.	0.	-1.2537e-03
412	0.4	0.	0.025	-1.2479e-03
413	0.4	0.	0.05	-1.2458e-03
414	0.4	0.	0.075	-1.2379e-03
415	0.4	0.	0.1	-1.2518e-03
416	0.4	0.025	0.	-1.2408e-03
417	0.4	0.025	0.025	-1.2521e-03
418	0.4	0.025	0.05	-1.2567e-03
419	0.4	0.025	0.075	-1.2416e-03
420	0.4	0.025	0.1	-1.2538e-03
421	0.4	0.05	0.	-1.2481e-03
422	0.4	0.05	0.025	-1.2375e-03
423	0.4	0.05	0.05	-1.2420e-03
424	0.4	0.05	0.075	-1.2489e-03
425	0.4	0.05	0.1	-1.2500e-03
426	0.425	-0.05	0.	-1.3865e-03
427	0.425	-0.05	0.025	-1.3955e-03
428	0.425	-0.05	0.05	-1.3999e-03
429	0.425	-0.05	0.075	-1.4009e-03
430	0.425	-0.05	0.1	-1.3930e-03
431	0.425	-0.025	0.	-1.3978e-03
432	0.425	-0.025	0.025	-1.4013e-03
433	0.425	-0.025	0.05	-1.4001e-03
434	0.425	-0.025	0.075	-1.4003e-03
435	0.425	-0.025	0.1	-1.3960e-03
436	0.425	0.	0.	-1.3948e-03
437	0.425	0.	0.025	-1.3968e-03
438	0.425	0.	0.05	-1.3911e-03
439	0.425	0.	0.075	-1.4015e-03
440	0.425	0.	0.1	-1.3868e-03
441	0.425	0.025	0.	-1.3925e-03
442	0.425	0.025	0.025	-1.3951e-03
443	0.425	0.025	0.05	-1.3979e-03
444	0.425	0.025	0.075	-1.3990e-03
445	0.425	0.025	0.1	-1.4036e-03
446	0.425	0.05	0.	-1.3958e-03
447	0.425	0.05	0.025	-1.3913e-03
448	0.425	0.05	0.05	-1.3945e-03
449	0.425	0.05	0.075	-1.3935e-03
450	0.425	0.05	0.1	-1.3982e-03
451	0.45	-0.05	0.	-1.5425e-03
452	0.45	-0.05	0.025	-1.5480e-03
453	0.45	-0.05	0.05	-1.5592e-03
454	0.45	-0.05	0.075	-1.5502e-03
455	0.45	-0.05	0.1	-1.5426e-03
456	0.45	-0.025	0.	-1.5470e-03
457	0.45	-0.025	0.025	-1.5353e-03
458	0.45	-0.025	0.05	-1.5488e-03
459	0.45	-0.025	0.075	-1.5593e-03
460	0.45	-0.025	0.1	-1.5418e-03
461	0.45	0.	0.	-1.5401e-03
462	0.45	0.	0.025	-1.5451e-03
463	0.45	0.	0.05	-1.5548e-03
464	0.45	0.	0.075	-1.5597e-03
465	0.45	0.	0.1	-1.5519e-03
466	0.45	0.025	0.	-1.5412e-03
467	0.45	0.025	0.025	-1.5490e-03
468	0.45	0.025	0.05	-1.5602e-03
469	0.45	0.025	0.075	-1.5472e-03
470	0.45	0.025	0.1	-1.5500e-03
471	0.45	0.05	0.	-1.5506e-03
472	0.45	0.05	0.025	-1.5395e-03
473	0.45	0.05	0.05	-1.5553e-03
474	0.45	0.05	0.075	-1.5544e-03
475	0.45	0.05	0.1	-1.5368e-03
476	0.475	-0.05	0.	-1.7000e-03
477	0.475	-0.05	0.025	-1.7025e-03
478	0.475	-0.05	0.05	-1.7142e-03
479	0.475	-0.05	0.075	-1.7040e-03
480	0.475	-0.05	0.1	-1.7119e-03
481	0.475	-0.025	0.	-1.7079e-03
482	0.475	-0.025	0.025	-1.7096e-03
483	0.475	-0.025	0.05	-1.7125e-03
484	0.475	-0.025	0.075	-1.7110e-03
485	0.475	-0.025	0.1	-1.7090e-03
486	0.475	0.	0.	-1.7113e-03
487	0.475	0.	0.025	-1.7106e-03
488	0.475	0.	0.05	-1.7077e-03
489	0.475	0.	0.075	-1.7062e-03
490	0.475	0.	0.1	-1.7220e-03
491	0.475	0.025	0.	-1.7061e-03
492	0.475	0.025	0.025	-1.7185e-03
493	0.475	0.025	0.05	-1.7044e-03
494	0.475	0.025	0.075	-1.7146e-03
495	0.475	0.025	0.1	-1.7213e-03
496	0.475	0.05	0.	-1.7068e-03
497	0.475	0.05	0.025	-1.7045e-03
498	0.475	0.05	0.05	-1.7062e-03
499	0.475	0.05	0.075	-1.7090e-03
500	0.475	0.05	0.1	-1.7113e-03
501	0.5	-0.05	0.	-1.8747e-03
502	0.5	-0.05	0.025	-1.8719e-03
503	0.5	-0.05	0.05	-1.8897e-03
504	0.5	-0.05	0.075	-1.8735e-03
505	0.5	-0.05	0.1	-1.8703e-03
506	0.5	-0.025	0.	-1.8812e-03
507	0.5	-0.025	0.025	-1.8813e-03
508	0.5	-0.025	0.05	-1.8856e-03
509	0.5	-0.025	0.075	-1.8895e-03
510	0.5	-0.025	0.1	-1.8776e-03
511	0.5	0.	0.	-1.8728e-03
512	0.5	0.	0.025	-1.8607e-03
513	0.5	0.	0.05	-1.8680e-03
514	0.5	0.	0.075	-1.8766e-03
515	0.5	0.	0.1	-1.8661e-03
516	0.5	0.025	0.	-1.8631e-03
517	0.5	0.025	0.025	-1.8755e-03
518	0.5	0.025	0.05	-1.8808e-03
519	0.5	0.025	0.075	-1.8732e-03
520	0.5	0.025	0.1	-1.8817e-03
521	0.5	0.05	0.	-1.8796e-03
522	0.5	0.05	0.025	-1.8836e-03
523	0.5	0.05	0.05	-1.8913e-03
524	0.5	0.05	0.075	-1.8946e-03
525	0.5	0.05	0.1	-1.8805e-03
526	0.525	-0.05	0.	-2.0428e-03
527	0.525	-0.05	0.025	-2.0470e-03
528	0.525	-0.05	0.05	-2.0594e-03
529	0.525	-0.05	0.075	-2.0392e-03
530	0.525	-0.05	0.1	-2.0584e-03
531	0.525	-0.025	0.	-2.0451e-03
532	0.525	-0.025	0.025	-2.0484e-03
533	0.525	-0.025	0.05	-2.0399e-03
534	0.525	-0.025	0.075	-2.0357e-03
535	0.525	-0.025	0.1	-2.0442e-03
536	0.525	0.	0.	-2.0572e-03
537	0.525	0.	0.025	-2.0408e-03
538	0.525	0.	0.05	-2.0597e-03
539	0.525	0.	0.075	-2.0418e-03
540	0.525	0.	0.1	-2.0378e-03
541	0.525	0.025	0.	-2.0486e-03
542	0.525	0.025	0.025	-2.0521e-03
543	0.525	0.025	0.05	-2.0481e-03
544	0.525	0.025	0.075	-2.0478e-03
545	0.525	0.025	0.1	-2.0596e-03
546	0.525	0.05	0.	-2.0473e-03
547	0.525	0.05	0.025	-2.0427e-03
548	0.525	0.05	0.05	-2.0372e-03
549	0.525	0.05	0.075	-2.0569e-03
550	0.525	0.05	0.1	-2.0430e-03
551	0.55	-0.05	0.	-2.2205e-03
552	0.55	-0.05	0.025	-2.2327e-03
553	0.55	-0.05	0.05	-2.2416e-03
554	0.55	-0.05	0.075	-2.2256e-03
555	0.55	-0.05	0.1	-2.2222e-03
556	0.55	-0.025	0.	-2.2233e-03
557	0.55	-0.025	0.025	-2.2193e-03
558	0.55	-0.025	0.05	-2.2202e-03
559	0.55	-0.025	0.075	-2.2203e-03
560	0.55	-0.025	0.1	-2.2315e-03
561	0.55	0.	0.	-2.2226e-03
562	0.55	0.	0.025	-2.2355e-03
563	0.55	0.	0.05	-2.2223e-03
564	0.55	0.	0.075	-2.2201e-03
565	0.55	0.	0.1	-2.2347e-03
566	0.55	0.025	0.	-2.2236e-03
567	0.55	0.025	0.025	-2.2223e-03
568	0.55	0.025	0.05	-2.2237e-03
569	0.55	0.025	0.075	-2.2364e-03
570	0.55	0.025	0.1	-2.2261e-03
571	0.55	0.05	0.	-2.2345e-03
572	0.55	0.05	0.025	-2.2213e-03
573	0.55	0.05	0.05	-2.2331e-03
574	0.55	0.05	0.075	-2.2255e-03
575	0.55	0.05	0.1	-2.2312e-03
576	0.575	-0.05	0.	-2.4146e-03
577	0.575	-0.05	0.025	-2.3962e-03
578	0.575	-0.05	0.05	-2.4060e-03
579	0.575	-0.05	0.075	-2.4145e-03
580	0.575	-0.05	0.1	-2.4160e-03
581	0.575	-0.025	0.	-2.4174e-03
582	0.575	-0.025	0.025	-2.4063e-03
583	0.575	-0.025	0.05	-2.4201e-03
584	0.575	-0.025	0.075	-2.3990e-03
585	0.575	-0.025	0.1	-2.3909e-03
586	0.575	0.	0.	-2.4026e-03
587	0.575	0.	0.025	-2.4168e-03
588	0.575	0.	0.05	-2.3948e-03
589	0.575	0.	0.075	-2.3912e-03
590	0.575	0.	0.1	-2.3887e-03
591	0.575	0.025	0.	-2.4124e-03
592	0.575	0.025	0.025	-2.3914e-03
593	0.575	0.025	0.05	-2.4106e-03
594	0.575	0.025	0.075	-2.4021e-03
595	0.575	0.025	0.1	-2.3979e-03
596	0.575	0.05	0.	-2.3957e-03
597	0.575	0.05	0.025	-2.4073e-03
598	0.575	0.05	0.05	-2.3980e-03
599	0.575	0.05	0.075	-2.4052e-03
600	0.575	0.05	0.1	-2.4092e-03
601	0.6	-0.05	0.	-2.5984e-03
602	0.6	-0.05	0.025	-2.6017e-03
603	0.6	-0.05	0.05	-2.5937e-03
604	0.6	-0.05	0.075	-2.5811e-03
605	0.6	-0.05	0.1	-2.5968e-03
606	0.6	-0.025	0.	-2.5988e-03
