Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
322	0.3	0.05	0.025	4.2082e+07
323	0.3	0.05	0.05	4.1815e+07
324	0.3	0.05	0.075	4.2231e+07
325	0.3	0.05	0.1	4.1972e+07
326	0.325	-0.05	0.	-4.0439e+07
327	0.325	-0.05	0.025	-4.0637e+07
328	0.325	-0.05	0.05	-4.0186e+07
329	0.325	-0.05	0.075	-4.0586e+07
330	0.325	-0.05	0.1	-4.0965e+07
331	0.325	-0.025	0.	-2.0307e+07
332	0.325	-0.025	0.025	-2.0204e+07
333	0.325	-0.025	0.05	-2.0188e+07
334	0.325	-0.025	0.075	-2.0200e+07
335	0.325	-0.025	0.1	-2.0219e+07
336	0.325	0.	0.	0.0000e+00
337	0.325	0.	0.025	0.0000e+00
338	0.325	0.	0.05	0.0000e+00
339	0.325	0.	0.075	0.0000e+00
340	0.325	0.	0.1	0.0000e+00
341	0.325	0.025	0.	2.0296e+07
342	0.325	0.025	0.025	2.0113e+07
343	0.325	0.025	0.05	2.0411e+07
344	0.325	0.025	0.075	2.0401e+07
345	0.325	0.025	0.1	2.0367e+07
346	0.325	0.05	0.	4.0132e+07
347	0.325	0.05	0.025	4.0701e+07
348	0.325	0.05	0.05	4.0598e+07
349	0.325	0.05	0.075	4.0110e+07
350	0.325	0.05	0.1	4.0494e+07
351	0.35	-0.05	0.	-3.9085e+07
352	0.35	-0.05	0.025	-3.9130e+07
353	0.35	-0.05	0.05	-3.9041e+07
354	0.35	-0.05	0.075	-3.9068e+07
355	0.35	-0.05	0.1	-3.9345e+07
356	0.35	-0.025	0.	-1.9643e+07
357	0.35	-0.025	0.025	-1.9165e+07
358	0.35	-0.025	0.05	-1.9463e+07
359	0.35	-0.025	0.075	-1.9481e+07
360	0.35	-0.025	0.1	-1.9295e+07
361	0.35	0.	0.	0.0000e+00
362	0.35	0.	0.025	0.0000e+00
363	0.35	0.	0.05	0.0000e+00
364	0.35	0.	0.075	0.0000e+00
365	0.35	0.	0.1	0.0000e+00
366	0.35	0.025	0.	1.9421e+07
367	0.35	0.025	0.025	1.9673e+07
368	0.35	0.025	0.05	1.9437e+07
369	0.35	0.025	0.075	1.9554e+07
370	0.35	0.025	0.1	1.9281e+07
371	0.35	0.05	0.	3.9436e+07
372	0.35	0.05	0.025	3.9141e+07
373	0.35	0.05	0.05	3.8957e+07
374	0.35	0.05	0.075	3.9135e+07
375	0.35	0.05	0.1	3.8670e+07
376	0.375	-0.05	0.	-3.7766e+07
377	0.375	-0.05	0.025	-3.7427e+07
378	0.375	-0.05	0.05	-3.7454e+07
379	0.375	-0.05	0.075	-3.7389e+07
380	0.375	-0.05	0.1	-3.7369e+07
381	0.375	-0.025	0.	-1.8828e+07
382	0.375	-0.025	0.025	-1.8779e+07
383	0.375	-0.025	0.05	-1.8823e+07
384	0.375	-0.025	0.075	-1.8749e+07
385	0.375	-0.025	0.1	-1.8808e+07
386	0.375	0.	0.	0.0000e+00
387	0.375	0.	0.025	0.0000e+00
388	0.375	0.	0.05	0.0000e+00
389	0.375	0.	0.075	0.0000e+00
390	0.375	0.	0.1	0.0000e+00
391	0.375	0.025	0.	1.8654e+07
392	0.375	0.025	0.025	1.9001e+07
393	0.375	0.025	0.05	1.8862e+07
394	0.375	0.025	0.075	1.8859e+07
395	0.375	0.025	0.1	1.8753e+07
396	0.375	0.05	0.	3.7451e+07
397	0.375	0.05	0.025	3.7453e+07
398	0.375	0.05	0.05	3.7588e+07
399	0.375	0.05	0.075	3.7815e+07
400	0.375	0.05	0.1	3.7541e+07
401	0.4	-0.05	0.	-3.5803e+07
402	0.4	-0.05	0.025	-3.6178e+07
403	0.4	-0.05	0.05	-3.6199e+07
404	0.4	-0.05	0.075	-3.6141e+07
405	0.4	-0.05	0.1	-3.6161e+07
406	0.4	-0.025	0.	-1.7971e+07
407	0.4	-0.025	0.025	-1.7900e+07
408	0.4	-0.025	0.05	-1.7906e+07
409	0.4	-0.025	0.075	-1.7823e+07
410	0.4	-0.025	0.1	-1.8026e+07
411	0.4	0.	0.	0.0000e+00
412	0.4	0.	0.025	0.0000e+00
413	0.4	0.	0.05	0.0000e+00
414	0.4	0.	0.075	0.0000e+00
415	0.4	0.	0.1	0.0000e+00
416	0.4	0.025	0.	1.7928e+07
417	0.4	0.025	0.025	1.8039e+07
418	0.4	0.025	0.05	1.7850e+07
419	0.4	0.025	0.075	1.8155e+07
420	0.4	0.025	0.1	1.7984e+07
421	0.4	0.05	0.	3.6063e+07
422	0.4	0.05	0.025	3.6502e+07
423	0.4	0.05	0.05	3.6328e+07
424	0.4	0.05	0.075	3.5934e+07
425	0.4	0.05	0.1	3.5872e+07
426	0.425	-0.05	0.	-3.4433e+07
427	0.425	-0.05	0.025	-3.4606e+07
428	0.425	-0.05	0.05	-3.4478e+07
429	0.425	-0.05	0.075	-3.4418e+07
430	0.425	-0.05	0.1	-3.4804e+07
431	0.425	-0.025	0.	-1.7238e+07
432	0.425	-0.025	0.025	-1.7488e+07
433	0.425	-0.025	0.05	-1.7259e+07
434	0.425	-0.025	0.075	-1.7435e+07
435	0.425	-0.025	0.1	-1.7287e+07
436	0.425	0.	0.	0.0000e+00
437	0.425	0.	0.025	0.0000e+00
438	0.425	0.	0.05	0.0000e+00
439	0.425	0.	0.075	0.0000e+00
440	0.425	0.	0.1	0.0000e+00
441	0.425	0.025	0.	1.7254e+07
442	0.425	0.025	0.025	1.7117e+07
443	0.425	0.025	0.05	1.7109e+07
444	0.425	0.025	0.075	1.7102e+07
445	0.425	0.025	0.1	1.7067e+07
446	0.425	0.05	0.	3.4523e+07
447	0.425	0.05	0.025	3.4733e+07
448	0.425	0.05	0.05	3.4497e+07
449	0.425	0.05	0.075	3.4032e+07
450	0.425	0.05	0.1	3.4461e+07
451	0.45	-0.05	0.	-3.2968e+07
452	0.45	-0.05	0.025	-3.3415e+07
453	0.45	-0.05	0.05	-3.2711e+07
454	0.45	-0.05	0.075	-3.2923e+07
455	0.45	-0.05	0.1	-3.3338e+07
456	0.45	-0.025	0.	-1.6545e+07
457	0.45	-0.025	0.025	-1.6556e+07
458	0.45	-0.025	0.05	-1.6511e+07
459	0.45	-0.025	0.075	-1.6533e+07
460	0.45	-0.025	0.1	-1.6577e+07
461	0.45	0.	0.	0.0000e+00
462	0.45	0.	0.025	0.0000e+00
463	0.45	0.	0.05	0.0000e+00
464	0.45	0.	0.075	0.0000e+00
465	0.45	0.	0.1	0.0000e+00
466	0.45	0.025	0.	1.6439e+07
467	0.45	0.025	0.025	1.6498e+07
468	0.45	0.025	0.05	1.6438e+07
469	0.45	0.025	0.075	1.6394e+07
470	0.45	0.025	0.1	1.6465e+07
471	0.45	0.05	0.	3.2781e+07
472	0.45	0.05	0.025	3.3064e+07
473	0.45	0.05	0.05	3.2772e+07
474	0.45	0.05	0.075	3.3141e+07
475	0.45	0.05	0.1	3.2766e+07
476	0.475	-0.05	0.	-3.1393e+07
477	0.475	-0.05	0.025	-3.1382e+07
478	0.475	-0.05	0.05	-3.1750e+07
479	0.475	-0.05	0.075	-3.1562e+07
480	0.475	-0.05	0.1	-3.1460e+07
481	0.475	-0.025	0.	-1.5797e+07
482	0.475	-0.025	0.025	-1.5551e+07
483	0.475	-0.025	0.05	-1.5746e+07
484	0.475	-0.025	0.075	-1.5939e+07
485	0.475	-0.025	0.1	-1.5763e+07
486	0.475	0.	0.	0.0000e+00
487	0.475	0.	0.025	0.0000e+00
488	0.475	0.	0.05	0.0000e+00
489	0.475	0.	0.075	0.0000e+00
490	0.475	0.	0.1	0.0000e+00
491	0.475	0.025	0.	1.5770e+07
492	0.475	0.025	0.025	1.5682e+07
493	0.475	0.025	0.05	1.5874e+07
494	0.475	0.025	0.075	1.5720e+07
495	0.475	0.025	0.1	1.5567e+07
496	0.475	0.05	0.	3.1260e+07
497	0.475	0.05	0.025	3.0980e+07
498	0.475	0.05	0.05	3.1456e+07
499	0.475	0.05	0.075	3.1464e+07
500	0.475	0.05	0.1	3.1420e+07
501	0.5	-0.05	0.	-3.0194e+07
502	0.5	-0.05	0.025	-3.0216e+07
503	0.5	-0.05	0.05	-2.9969e+07
504	0.5	-0.05	0.075	-2.9616e+07
505	0.5	-0.05	0.1	-3.0111e+07
506	0.5	-0.025	0.	-1.5050e+07
507	0.5	-0.025	0.025	-1.5028e+07
508	0.5	-0.025	0.05	-1.5088e+07
509	0.5	-0.025	0.075	-1.4895e+07
510	0.5	-0.025	0.1	-1.5181e+07
511	0.5	0.	0.	0.0000e+00
512	0.5	0.	0.025	0.0000e+00
513	0.5	0.	0.05	0.0000e+00
514	0.5	0.	0.075	0.0000e+00
515	0.5	0.	0.1	0.0000e+00
516	0.5	0.025	0.	1.4977e+07
517	0.5	0.025	0.025	1.5076e+07
518	0.5	0.025	0.05	1.5021e+07
519	0.5	0.025	0.075	1.4991e+07
520	0.5	0.025	0.1	1.5123e+07
521	0.5	0.05	0.	2.9957e+07
522	0.5	0.05	0.025	2.9679e+07
523	0.5	0.05	0.05	2.9855e+07
524	0.5	0.05	0.075	3.0099e+07
525	0.5	0.05	0.1	3.0071e+07
526	0.525	-0.05	0.	-2.8232e+07
527	0.525	-0.05	0.025	-2.8376e+07
528	0.525	-0.05	0.05	-2.8401e+07
529	0.525	-0.05	0.075	-2.8438e+07
530	0.525	-0.05	0.1	-2.8265e+07
531	0.525	-0.025	0.	-1.4196e+07
532	0.525	-0.025	0.025	-1.4188e+07
533	0.525	-0.025	0.05	-1.4316e+07
534	0.525	-0.025	0.075	-1.4319e+07
535	0.525	-0.025	0.1	-1.4238e+07
536	0.525	0.	0.	0.0000e+00
537	0.525	0.	0.025	0.0000e+00
538	0.525	0.	0.05	0.0000e+00
539	0.525	0.	0.075	0.0000e+00
540	0.525	0.	0.1	0.0000e+00
541	0.525	0.025	0.	1.4196e+07
542	0.525	0.025	0.025	1.4151e+07
543	0.525	0.025	0.05	1.4264e+07
544	0.525	0.025	0.075	1.4312e+07
545	0.525	0.025	0.1	1.4114e+07
546	0.525	0.05	0.	2.8504e+07
547	0.525	0.05	0.025	2.8462e+07
548	0.525	0.05	0.05	2.8558e+07
549	0.525	0.05	0.075	2.8498e+07
550	0.525	0.05	0.1	2.8251e+07
551	0.55	-0.05	0.	-2.6795e+07
552	0.55	-0.05	0.025	-2.7005e+07
553	0.55	-0.05	0.05	-2.7167e+07
554	0.55	-0.05	0.075	-2.6641e+07
555	0.55	-0.05	0.1	-2.7056e+07
556	0.55	-0.025	0.	-1.3596e+07
557	0.55	-0.025	0.025	-1.3488e+07
558	0.55	-0.025	0.05	-1.3545e+07
559	0.55	-0.025	0.075	-1.3443e+07
560	0.55	-0.025	0.1	-1.3490e+07
561	0.55	0.	0.	0.0000e+00
562	0.55	0.	0.025	0.0000e+00
563	0.55	0.	0.05	0.0000e+00
564	0.55	0.	0.075	0.0000e+00
565	0.55	0.	0.1	0.0000e+00
566	0.55	0.025	0.	1.3388e+07
567	0.55	0.025	0.025	1.3386e+07
568	0.55	0.025	0.05	1.3486e+07
569	0.55	0.025	0.075	1.3441e+07
570	0.55	0.025	0.1	1.3531e+07
571	0.55	0.05	0.	2.7073e+07
572	0.55	0.05	0.025	2.7052e+07
573	0.55	0.05	0.05	2.7039e+07
574	0.55	0.05	0.075	2.7256e+07
575	0.55	0.05	0.1	2.6827e+07
576	0.575	-0.05	0.	-2.5492e+07
577	0.575	-0.05	0.025	-2.5673e+07
578	0.575	-0.05	0.05	-2.5693e+07
579	0.575	-0.05	0.075	-2.5282e+07
580	0.575	-0.05	0.1	-2.5452e+07
581	0.575	-0.025	0.	-1.2854e+07
582	0.575	-0.025	0.025	-1.2789e+07
583	0.575	-0.025	0.05	-1.2765e+07
584	0.575	-0.025	0.075	-1.2733e+07
585	0.575	-0.025	0.1	-1.2721e+07
586	0.575	0.	0.	0.0000e+00
587	0.575	0.	0.025	0.0000e+00
588	0.575	0.	0.05	0.0000e+00
589	0.575	0.	0.075	0.0000e+00
590	0.575	0.	0.1	0.0000e+00
591	0.575	0.025	0.	1.2791e+07
592	0.575	0.025	0.025	1.2973e+07
593	0.575	0.025	0.05	1.2614e+07
594	0.575	0.025	0.075	1.2775e+07
595	0.575	0.025	0.1	1.2692e+07
596	0.575	0.05	0.	2.5588e+07
597	0.575	0.05	0.025	2.5507e+07
598	0.575	0.05	0.05	2.5617e+07
599	0.575	0.05	0.075	2.5680e+07
600	0.575	0.05	0.1	2.5529e+07
601	0.6	-0.05	0.	-2.4163e+07
602	0.6	-0.05	0.025	-2.3662e+07
603	0.6	-0.05	0.05	-2.4229e+07
604	0.6	-0.05	0.075	-2.4054e+07
605	0.6	-0.05	0.1	-2.4155e+07
606	0.6	-0.025	0.	-1.1912e+07
607	0.6	-0.025	0.025	-1.1940e+07
608	0.6	-0.025	0.05	-1.2011e+07
609	0.6	-0.025	0.075	-1.1999e+07
610	0.6	-0.025	0.1	-1.2020e+07
611	0.6	0.	0.	0.0000e+00
612	0.6	0.	0.025	0.0000e+00
613	0.6	0.	0.05	0.0000e+00
614	0.6	0.	0.075	0.0000e+00
615	0.6	0.	0.1	0.0000e+00
616	0.6	0.025	0.	1.1894e+07
617	0.6	0.025	0.025	1.2036e+07
618	0.6	0.025	0.05	1.1826e+07
619	0.6	0.025	0.075	1.2047e+07
620	0.6	0.025	0.1	1.1893e+07
621	0.6	0.05	0.	2.4008e+07
622	0.6	0.05	0.025	2.3983e+07
