Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
105	0.1	-0.05	0.1	-1.6466e+08
106	0.1	-0.025	0.	-8.1962e+07
107	0.1	-0.025	0.025	-8.1449e+07
108	0.1	-0.025	0.05	-8.0102e+07
109	0.1	-0.025	0.075	-8.1647e+07
110	0.1	-0.025	0.1	-8.0691e+07
111	0.1	0.	0.	0.0000e+00
112	0.1	0.	0.025	0.0000e+00
113	0.1	0.	0.05	0.0000e+00
114	0.1	0.	0.075	0.0000e+00
115	0.1	0.	0.1	0.0000e+00
116	0.1	0.025	0.	8.1302e+07
117	0.1	0.025	0.025	8.0359e+07
118	0.1	0.025	0.05	8.2153e+07
119	0.1	0.025	0.075	8.0501e+07
120	0.1	0.025	0.1	8.0474e+07
121	0.1	0.05	0.	1.6261e+08
122	0.1	0.05	0.025	1.6326e+08
123	0.1	0.05	0.05	1.6169e+08
124	0.1	0.05	0.075	1.6096e+08
125	0.1	0.05	0.1	1.6110e+08
126	0.125	-0.05	0.	-1.5653e+08
127	0.125	-0.05	0.025	-1.5779e+08
128	0.125	-0.05	0.05	-1.5743e+08
129	0.125	-0.05	0.075	-1.5790e+08
130	0.125	-0.05	0.1	-1.5784e+08
131	0.125	-0.025	0.	-7.9139e+07
132	0.125	-0.025	0.025	-7.8556e+07
133	0.125	-0.025	0.05	-7.8401e+07
134	0.125	-0.025	0.075	-7.8824e+07
135	0.125	-0.025	0.1	-7.8724e+07
136	0.125	0.	0.	0.0000e+00
137	0.125	0.	0.025	0.0000e+00
138	0.125	0.	0.05	0.0000e+00
139	0.125	0.	0.075	0.0000e+00
140	0.125	0.	0.1	0.0000e+00
141	0.125	0.025	0.	7.9283e+07
142	0.125	0.025	0.025	7.8215e+07
143	0.125	0.025	0.05	7.9246e+07
144	0.125	0.025	0.075	7.8084e+07
145	0.125	0.025	0.1	7.8001e+07
146	0.125	0.05	0.	1.5609e+08
147	0.125	0.05	0.025	1.5761e+08
148	0.125	0.05	0.05	1.5819e+08
149	0.125	0.05	0.075	1.5872e+08
150	0.125	0.05	0.1	1.5865e+08
151	0.15	-0.05	0.	-1.5379e+08
152	0.15	-0.05	0.025	-1.5224e+08
153	0.15	-0.05	0.05	-1.5223e+08
154	0.15	-0.05	0.075	-1.5372e+08
155	0.15	-0.05	0.1	-1.5430e+08
156	0.15	-0.025	0.	-7.6027e+07
157	0.15	-0.025	0.025	-7.7094e+07
158	0.15	-0.025	0.05	-7.5619e+07
159	0.15	-0.025	0.075	-7.6679e+07
160	0.15	-0.025	0.1	-7.6452e+07
161	0.15	0.	0.	0.0000e+00
162	0.15	0.	0.025	0.0000e+00
163	0.15	0.	0.05	0.0000e+00
164	0.15	0.	0.075	0.0000e+00
165	0.15	0.	0.1	0.0000e+00
166	0.15	0.025	0.	7.6929e+07
167	0.15	0.025	0.025	7.7230e+07
168	0.15	0.025	0.05	7.6558e+07
169	0.15	0.025	0.075	7.6124e+07
170	0.15	0.025	0.1	7.5978e+07
171	0.15	0.05	0.	1.5456e+08
172	0.15	0.05	0.025	1.5444e+08
173	0.15	0.05	0.05	1.5381e+08
174	0.15	0.05	0.075	1.5305e+08
175	0.15	0.05	0.1	1.5375e+08
176	0.175	-0.05	0.	-1.4966e+08
177	0.175	-0.05	0.025	-1.4795e+08
178	0.175	-0.05	0.05	-1.4853e+08
179	0.175	-0.05	0.075	-1.4751e+08
180	0.175	-0.05	0.1	-1.4839e+08
181	0.175	-0.025	0.	-7.4938e+07
182	0.175	-0.025	0.025	-7.4730e+07
183	0.175	-0.025	0.05	-7.4310e+07
184	0.175	-0.025	0.075	-7.3050e+07
185	0.175	-0.025	0.1	-7.3958e+07
186	0.175	0.	0.	0.0000e+00
187	0.175	0.	0.025	0.0000e+00
188	0.175	0.	0.05	0.0000e+00
189	0.175	0.	0.075	0.0000e+00
190	0.175	0.	0.1	0.0000e+00
191	0.175	0.025	0.	7.4247e+07
192	0.175	0.025	0.025	7.4183e+07
193	0.175	0.025	0.05	7.3937e+07
194	0.175	0.025	0.075	7.5073e+07
195	0.175	0.025	0.1	7.4038e+07
196	0.175	0.05	0.	1.4649e+08
197	0.175	0.05	0.025	1.5009e+08
198	0.175	0.05	0.05	1.4775e+08
199	0.175	0.05	0.075	1.4930e+08
200	0.175	0.05	0.1	1.4789e+08
201	0.2	-0.05	0.	-1.4449e+08
202	0.2	-0.05	0.025	-1.4396e+08
203	0.2	-0.05	0.05	-1.4486e+08
204	0.2	-0.05	0.075	-1.4382e+08
205	0.2	-0.05	0.1	-1.4343e+08
206	0.2	-0.025	0.	-7.2111e+07
207	0.2	-0.025	0.025	-7.1835e+07
208	0.2	-0.025	0.05	-7.1167e+07
209	0.2	-0.025	0.075	-7.1740e+07
210	0.2	-0.025	0.1	-7.3239e+07
211	0.2	0.	0.	0.0000e+00
212	0.2	0.	0.025	0.0000e+00
213	0.2	0.	0.05	0.0000e+00
214	0.2	0.	0.075	0.0000e+00
215	0.2	0.	0.1	0.0000e+00
216	0.2	0.025	0.	7.2044e+07
217	0.2	0.025	0.025	7.2296e+07
218	0.2	0.025	0.05	7.1923e+07
219	0.2	0.025	0.075	7.1668e+07
220	0.2	0.025	0.1	7.1990e+07
221	0.2	0.05	0.	1.4373e+08
222	0.2	0.05	0.025	1.4373e+08
223	0.2	0.05	0.05	1.4480e+08
224	0.2	0.05	0.075	1.4435e+08
225	0.2	0.05	0.1	1.4448e+08
226	0.225	-0.05	0.	-1.3978e+08
227	0.225	-0.05	0.025	-1.4030e+08
228	0.225	-0.05	0.05	-1.4059e+08
229	0.225	-0.05	0.075	-1.3926e+08
230	0.225	-0.05	0.1	-1.4019e+08
231	0.225	-0.025	0.	-6.9208e+07
232	0.225	-0.025	0.025	-6.8807e+07
233	0.225	-0.025	0.05	-7.0514e+07
234	0.225	-0.025	0.075	-6.9610e+07
235	0.225	-0.025	0.1	-6.9856e+07
236	0.225	0.	0.	0.0000e+00
237	0.225	0.	0.025	0.0000e+00
238	0.225	0.	0.05	0.0000e+00
239	0.225	0.	0.075	0.0000e+00
240	0.225	0.	0.1	0.0000e+00
241	0.225	0.025	0.	6.9609e+07
242	0.225	0.025	0.025	6.9438e+07
243	0.225	0.025	0.05	7.0238e+07
244	0.225	0.025	0.075	7.0113e+07
245	0.225	0.025	0.1	6.9547e+07
246	0.225	0.05	0.	1.4007e+08
247	0.225	0.05	0.025	1.3929e+08
248	0.225	0.05	0.05	1.3922e+08
249	0.225	0.05	0.075	1.3946e+08
250	0.225	0.05	0.1	1.4004e+08
251	0.25	-0.05	0.	-1.3428e+08
252	0.25	-0.05	0.025	-1.3541e+08
253	0.25	-0.05	0.05	-1.3702e+08
254	0.25	-0.05	0.075	-1.3515e+08
255	0.25	-0.05	0.1	-1.3503e+08
256	0.25	-0.025	0.	-6.7466e+07
257	0.25	-0.025	0.025	-6.7694e+07
258	0.25	-0.025	0.05	-6.6848e+07
259	0.25	-0.025	0.075	-6.8189e+07
260	0.25	-0.025	0.1	-6.7897e+07
261	0.25	0.	0.	0.0000e+00
262	0.25	0.	0.025	0.0000e+00
263	0.25	0.	0.05	0.0000e+00
264	0.25	0.	0.075	0.0000e+00
265	0.25	0.	0.1	0.0000e+00
266	0.25	0.025	0.	6.7593e+07
267	0.25	0.025	0.025	6.7084e+07
268	0.25	0.025	0.05	6.7305e+07
269	0.25	0.025	0.075	6.7964e+07
270	0.25	0.025	0.1	6.7284e+07
271	0.25	0.05	0.	1.3286e+08
272	0.25	0.05	0.025	1.3488e+08
273	0.25	0.05	0.05	1.3695e+08
274	0.25	0.05	0.075	1.3569e+08
275	0.25	0.05	0.1	1.3453e+08
276	0.275	-0.05	0.	-1.3046e+08
277	0.275	-0.05	0.025	-1.3103e+08
278	0.275	-0.05	0.05	-1.2912e+08
279	0.275	-0.05	0.075	-1.2983e+08
280	0.275	-0.05	0.1	-1.3081e+08
281	0.275	-0.025	0.	-6.5874e+07
282	0.275	-0.025	0.025	-6.5078e+07
283	0.275	-0.025	0.05	-6.5863e+07
284	0.275	-0.025	0.075	-6.4955e+07
285	0.275	-0.025	0.1	-6.3925e+07
286	0.275	0.	0.	0.0000e+00
287	0.275	0.	0.025	0.0000e+00
288	0.275	0.	0.05	0.0000e+00
289	0.275	0.	0.075	0.0000e+00
290	0.275	0.	0.1	0.0000e+00
291	0.275	0.025	0.	6.5149e+07
292	0.275	0.025	0.025	6.5164e+07
293	0.275	0.025	0.05	6.5070e+07
294	0.275	0.025	0.075	6.5093e+07
295	0.275	0.025	0.1	6.4541e+07
296	0.275	0.05	0.	1.2955e+08
297	0.275	0.05	0.025	1.3037e+08
298	0.275	0.05	0.05	1.2875e+08
299	0.275	0.05	0.075	1.2893e+08
300	0.275	0.05	0.1	1.3024e+08
301	0.3	-0.05	0.	-1.2590e+08
302	0.3	-0.05	0.025	-1.2576e+08
303	0.3	-0.05	0.05	-1.2420e+08
304	0.3	-0.05	0.075	-1.2717e+08
305	0.3	-0.05	0.1	-1.2491e+08
306	0.3	-0.025	0.	-6.2691e+07
307	0.3	-0.025	0.025	-6.2523e+07
308	0.3	-0.025	0.05	-6.3491e+07
309	0.3	-0.025	0.075	-6.3159e+07
310	0.3	-0.025	0.1	-6.2821e+07
311	0.3	0.	0.	0.0000e+00
312	0.3	0.	0.025	0.0000e+00
313	0.3	0.	0.05	0.0000e+00
314	0.3	0.	0.075	0.0000e+00
315	0.3	0.	0.1	0.0000e+00
316	0.3	0.025	0.	6.3196e+07
317	0.3	0.025	0.025	6.3184e+07
318	0.3	0.025	0.05	6.2776e+07
319	0.3	0.025	0.075	6.2224e+07
320	0.3	0.025	0.1	6.2907e+07
321	0.3	0.05	0.	1.2490e+08
322	0.3	0.05	0.025	1.2606e+08
323	0.3	0.05	0.05	1.2581e+08
324	0.3	0.05	0.075	1.2556e+08
325	0.3	0.05	0.1	1.2502e+08
326	0.325	-0.05	0.	-1.2237e+08
327	0.325	-0.05	0.025	-1.2117e+08
328	0.325	-0.05	0.05	-1.2322e+08
329	0.325	-0.05	0.075	-1.2153e+08
330	0.325	-0.05	0.1	-1.2176e+08
331	0.325	-0.025	0.	-6.0764e+07
332	0.325	-0.025	0.025	-6.0875e+07
333	0.325	-0.025	0.05	-6.1148e+07
334	0.325	-0.025	0.075	-6.1152e+07
335	0.325	-0.025	0.1	-6.0106e+07
336	0.325	0.	0.	0.0000e+00
337	0.325	0.	0.025	0.0000e+00
338	0.325	0.	0.05	0.0000e+00
339	0.325	0.	0.075	0.0000e+00
340	0.325	0.	0.1	0.0000e+00
341	0.325	0.025	0.	6.1080e+07
342	0.325	0.025	0.025	6.0552e+07
343	0.325	0.025	0.05	6.0315e+07
344	0.325	0.025	0.075	6.1025e+07
345	0.325	0.025	0.1	6.1246e+07
346	0.325	0.05	0.	1.2002e+08
347	0.325	0.05	0.025	1.2229e+08
348	0.325	0.05	0.05	1.2131e+08
349	0.325	0.05	0.075	1.2018e+08
350	0.325	0.05	0.1	1.2184e+08
351	0.35	-0.05	0.	-1.1764e+08
352	0.35	-0.05	0.025	-1.1675e+08
353	0.35	-0.05	0.05	-1.1626e+08
354	0.35	-0.05	0.075	-1.1820e+08
355	0.35	-0.05	0.1	-1.1653e+08
356	0.35	-0.025	0.	-5.8907e+07
357	0.35	-0.025	0.025	-5.7969e+07
358	0.35	-0.025	0.05	-5.8646e+07
359	0.35	-0.025	0.075	-5.8636e+07
360	0.35	-0.025	0.1	-5.8807e+07
361	0.35	0.	0.	0.0000e+00
362	0.35	0.	0.025	0.0000e+00
363	0.35	0.	0.05	0.0000e+00
364	0.35	0.	0.075	0.0000e+00
365	0.35	0.	0.1	0.0000e+00
366	0.35	0.025	0.	5.8297e+07
367	0.35	0.025	0.025	5.8644e+07
368	0.35	0.025	0.05	5.9089e+07
369	0.35	0.025	0.075	5.9152e+07
370	0.35	0.025	0.1	5.8375e+07
371	0.35	0.05	0.	1.1721e+08
372	0.35	0.05	0.025	1.1766e+08
373	0.35	0.05	0.05	1.1754e+08
374	0.35	0.05	0.075	1.1688e+08
375	0.35	0.05	0.1	1.1705e+08
376	0.375	-0.05	0.	-1.1243e+08
377	0.375	-0.05	0.025	-1.1236e+08
378	0.375	-0.05	0.05	-1.1227e+08
379	0.375	-0.05	0.075	-1.1242e+08
380	0.375	-0.05	0.1	-1.1223e+08
381	0.375	-0.025	0.	-5.5867e+07
382	0.375	-0.025	0.025	-5.6541e+07
383	0.375	-0.025	0.05	-5.6424e+07
384	0.375	-0.025	0.075	-5.6883e+07
385	0.375	-0.025	0.1	-5.6375e+07
386	0.375	0.	0.	0.0000e+00
387	0.375	0.	0.025	0.0000e+00
388	0.375	0.	0.05	0.0000e+00
389	0.375	0.	0.075	0.0000e+00
390	0.375	0.	0.1	0.0000e+00
391	0.375	0.025	0.	5.5754e+07
392	0.375	0.025	0.025	5.6001e+07
393	0.375	0.025	0.05	5.6256e+07
394	0.375	0.025	0.075	5.6500e+07
395	0.375	0.025	0.1	5.5749e+07
396	0.375	0.05	0.	1.1268e+08
397	0.375	0.05	0.025	1.1265e+08
398	0.375	0.05	0.05	1.1220e+08
399	0.375	0.05	0.075	1.1210e+08
400	0.375	0.05	0.1	1.1200e+08
401	0.4	-0.05	0.	-1.0809e+08
402	0.4	-0.05	0.025	-1.0873e+08
403	0.4	-0.05	0.05	-1.0878e+08
404	0.4	-0.05	0.075	-1.0727e+08
405	0.4	-0.05	0.1	-1.0788e+08
406	0.4	-0.025	0.	-5.3289e+07
407	0.4	-0.025	0.025	-5.4035e+07
408	0.4	-0.025	0.05	-5.4194e+07
409	0.4	-0.025	0.075	-5.4509e+07
410	0.4	-0.025	0.1	-5.3421e+07
411	0.4	0.	0.	0.0000e+00
412	0.4	0.	0.025	0.0000e+00
413	0.4	0.	0.05	0.0000e+00
414	0.4	0.	0.075	0.0000e+00
415	0.4	0.	0.1	0.0000e+00
416	0.4	0.025	0.	5.3585e+07
417	0.4	0.025	0.025	5.4043e+07
418	0.4	0.025	0.05	5.3607e+07
419	0.4	0.025	0.075	5.4446e+07
420	0.4	0.025	0.1	5.4067e+07
421	0.4	0.05	0.	1.0759e+08
422	0.4	0.05	0.025	1.0720e+08
423	0.4	0.05	0.05	1.0825e+08
424	0.4	0.05	0.075	1.0888e+08
425	0.4	0.05	0.1	1.0750e+08
426	0.425	-0.05	0.	-1.0323e+08
427	0.425	-0.05	0.025	-1.0303e+08
428	0.425	-0.05	0.05	-1.0447e+08
429	0.425	-0.05	0.075	-1.0231e+08
430	0.425	-0.05	0.1	-1.0430e+08
431	0.425	-0.025	0.	-5.1633e+07
432	0.425	-0.025	0.025	-5.1728e+07
433	0.425	-0.025	0.05	-5.1644e+07
434	0.425	-0.025	0.075	-5.1824e+07
435	0.425	-0.025	0.1	-5.1523e+07
436	0.425	0.	0.	0.0000e+00
437	0.425	0.	0.025	0.0000e+00
438	0.425	0.	0.05	0.0000e+00
439	0.425	0.	0.075	0.0000e+00
440	0.425	0.	0.1	0.0000e+00
441	0.425	0.025	0.	5.1766e+07
442	0.425	0.025	0.025	5.2224e+07
443	0.425	0.025	0.05	5.1541e+07
444	0.425	0.025	0.075	5.2038e+07
445	0.425	0.025	0.1	5.1892e+07
446	0.425	0.05	0.	1.0338e+08
447	0.425	0.05	0.025	1.0373e+08
448	0.425	0.05	0.05	1.0365e+08
449	0.425	0.05	0.075	1.0278e+08
450	0.425	0.05	0.1	1.0312e+08
451	0.45	-0.05	0.	-9.8379e+07
452	0.45	-0.05	0.025	-9.8836e+07
453	0.45	-0.05	0.05	-9.9799e+07
454	0.45	-0.05	0.075	-9.9345e+07
455	0.45	-0.05	0.1	-9.8149e+07
456	0.45	-0.025	0.	-4.9419e+07
457	0.45	-0.025	0.025	-4.9569e+07
458	0.45	-0.025	0.05	-4.9721e+07
459	0.45	-0.025	0.075	-4.9307e+07
460	0.45	-0.025	0.1	-4.9132e+07
461	0.45	0.	0.	0.0000e+00
462	0.45	0.	0.025	0.0000e+00
463	0.45	0.	0.05	0.0000e+00
464	0.45	0.	0.075	0.0000e+00
465	0.45	0.	0.1	0.0000e+00
466	0.45	0.025	0.	4.9471e+07
467	0.45	0.025	0.025	4.9558e+07
468	0.45	0.025	0.05	4.9303e+07
469	0.45	0.025	0.075	4.9829e+07
470	0.45	0.025	0.1	4.9670e+07
471	0.45	0.05	0.	9.9187e+07
472	0.45	0.05	0.025	9.8316e+07
473	0.45	0.05	0.05	9.9650e+07
474	0.45	0.05	0.075	9.9450e+07
475	0.45	0.05	0.1	9.9603e+07
476	0.475	-0.05	0.	-9.4521e+07
477	0.475	-0.05	0.025	-9.4458e+07
478	0.475	-0.05	0.05	-9.4397e+07
479	0.475	-0.05	0.075	-9.5792e+07
480	0.475	-0.05	0.1	-9.4192e+07
481	0.475	-0.025	0.	-4.6914e+07
482	0.475	-0.025	0.025	-4.7144e+07
483	0.475	-0.025	0.05	-4.7099e+07
484	0.475	-0.025	0.075	-4.7607e+07
485	0.475	-0.025	0.1	-4.6866e+07
486	0.475	0.	0.	0.0000e+00
487	0.475	0.	0.025	0.0000e+00
488	0.475	0.	0.05	0.0000e+00
489	0.475	0.	0.075	0.0000e+00
490	0.475	0.	0.1	0.0000e+00
491	0.475	0.025	0.	4.7348e+07
492	0.475	0.025	0.025	4.7192e+07
493	0.475	0.025	0.05	4.7493e+07
494	0.475	0.025	0.075	4.6862e+07
495	0.475	0.025	0.1	4.6765e+07
496	0.475	0.05	0.	9.5054e+07
497	0.475	0.05	0.025	9.4619e+07
498	0.475	0.05	0.05	9.5047e+07
499	0.475	0.05	0.075	9.4017e+07
500	0.475	0.05	0.1	9.5228e+07
501	0.5	-0.05	0.	-9.0362e+07
502	0.5	-0.05	0.025	-8.9983e+07
503	0.5	-0.05	0.05	-9.0112e+07
504	0.5	-0.05	0.075	-9.0187e+07
505	0.5	-0.05	0.1	-8.9537e+07
506	0.5	-0.025	0.	-4.4896e+07
507	0.5	-0.025	0.025	-4.5089e+07
508	0.5	-0.025	0.05	-4.4885e+07
509	0.5	-0.025	0.075	-4.4603e+07
510	0.5	-0.025	0.1	-4.5080e+07
511	0.5	0.	0.	0.0000e+00
512	0.5	0.	0.025	0.0000e+00
513	0.5	0.	0.05	0.0000e+00
514	0.5	0.	0.075	0.0000e+00
515	0.5	0.	0.1	0.0000e+00
516	0.5	0.025	0.	4.5022e+07
517	0.5	0.025	0.025	4.4428e+07
518	0.5	0.025	0.05	4.5313e+07
519	0.5	0.025	0.075	4.4759e+07
520	0.5	0.025	0.1	4.4695e+07
521	0.5	0.05	0.	8.9404e+07
522	0.5	0.05	0.025	9.1342e+07
523	0.5	0.05	0.05	9.0238e+07
524	0.5	0.05	0.075	8.9438e+07
525	0.5	0.05	0.1	8.9631e+07
526	0.525	-0.05	0.	-8.5500e+07
527	0.525	-0.05	0.025	-8.5778e+07
528	0.525	-0.05	0.05	-8.5643e+07
529	0.525	-0.05	0.075	-8.5024e+07
530	0.525	-0.05	0.1	-8.5663e+07
531	0.525	-0.025	0.	-4.2593e+07
532	0.525	-0.025	0.025	-4.3019e+07
533	0.525	-0.025	0.05	-4.2764e+07
534	0.525	-0.025	0.075	-4.2555e+07
535	0.525	-0.025	0.1	-4.2927e+07
536	0.525	0.	0.	0.0000e+00
537	0.525	0.	0.025	0.0000e+00
538	0.525	0.	0.05	0.0000e+00
539	0.525	0.	0.075	0.0000e+00
540	0.525	0.	0.1	0.0000e+00
541	0.525	0.025	0.	4.2932e+07
542	0.525	0.025	0.025	4.2695e+07
543	0.525	0.025	0.05	4.2316e+07
544	0.525	0.025	0.075	4.2798e+07
545	0.525	0.025	0.1	4.2838e+07
546	0.525	0.05	0.	8.5526e+07
547	0.525	0.05	0.025	8.3955e+07
548	0.525	0.05	0.05	8.5848e+07
549	0.525	0.05	0.075	8.5032e+07
550	0.525	0.05	0.1	8.5852e+07
551	0.55	-0.05	0.	-8.1827e+07
552	0.55	-0.05	0.025	-8.0877e+07
553	0.55	-0.05	0.05	-8.1213e+07
554	0.55	-0.05	0.075	-8.1016e+07
555	0.55	-0.05	0.1	-8.1255e+07
556	0.55	-0.025	0.	-4.0525e+07
557	0.55	-0.025	0.025	-4.0374e+07
558	0.55	-0.025	0.05	-4.0280e+07
559	0.55	-0.025	0.075	-4.0886e+07
560	0.55	-0.025	0.1	-4.0607e+07
561	0.55	0.	0.	0.0000e+00
562	0.55	0.	0.025	0.0000e+00
563	0.55	0.	0.05	0.0000e+00
564	0.55	0.	0.075	0.0000e+00
565	0.55	0.	0.1	0.0000e+00
566	0.55	0.025	0.	4.0623e+07
567	0.55	0.025	0.025	4.0814e+07
568	0.55	0.025	0.05	4.1150e+07
569	0.55	0.025	0.075	4.0599e+07
570	0.55	0.025	0.1	4.0339e+07
571	0.55	0.05	0.	8.0419e+07
572	0.55	0.05	0.025	8.0560e+07
573	0.55	0.05	0.05	8.0624e+07
574	0.55	0.05	0.075	7.9590e+07
575	0.55	0.05	0.1	8.0672e+07
576	0.575	-0.05	0.	-7.6829e+07
577	0.575	-0.05	0.025	-7.6535e+07
578	0.575	-0.05	0.05	-7.6381e+07
579	0.575	-0.05	0.075	-7.5756e+07
580	0.575	-0.05	0.1	-7.6982e+07
581	0.575	-0.025	0.	-3.8367e+07
582	0.575	-0.025	0.025	-3.8247e+07
583	0.575	-0.025	0.05	-3.7745e+07
584	0.575	-0.025	0.075	-3.8137e+07
585	0.575	-0.025	0.1	-3.8350e+07
586	0.575	0.	0.	0.0000e+00
587	0.575	0.	0.025	0.0000e+00
588	0.575	0.	0.05	0.0000e+00
589	0.575	0.	0.075	0.0000e+00
590	0.575	0.	0.1	0.0000e+00
591	0.575	0.025	0.	3.8056e+07
592	0.575	0.025	0.025	3.7969e+07
593	0.575	0.025	0.05	3.8360e+07
594	0.575	0.025	0.075	3.8407e+07
595	0.575	0.025	0.1	3.8369e+07
596	0.575	0.05	0.	7.6560e+07
597	0.575	0.05	0.025	7.6351e+07
598	0.575	0.05	0.05	7.6597e+07
599	0.575	0.05	0.075	7.6674e+07
600	0.575	0.05	0.1	7.6702e+07
601	0.6	-0.05	0.	-7.3126e+07
602	0.6	-0.05	0.025	-7.1602e+07
603	0.6	-0.05	0.05	-7.3394e+07
604	0.6	-0.05	0.075	-7.1457e+07
605	0.6	-0.05	0.1	-7.2167e+07
606	0.6	-0.025	0.	-3.5742e+07
607	0.6	-0.025	0.025	-3.6066e+07
608	0.6	-0.025	0.05	-3.6212e+07
609	0.6	-0.025	0.075	-3.6007e+07
610	0.6	-0.025	0.1	-3.6210e+07
611	0.6	0.	0.	0.0000e+00
612	0.6	0.	0.025	0.0000e+00
613	0.6	0.	0.05	0.0000e+00
614	0.6	0.	0.075	0.0000e+00
615	0.6	0.	0.1	0.0000e+00
616	0.6	0.025	0.	3.5911e+07
617	0.6	0.025	0.025	3.6088e+07
618	0.6	0.025	0.05	3.5824e+07
619	0.6	0.025	0.075	3.6081e+07
620	0.6	0.025	0.1	3.6257e+07
621	0.6	0.05	0.	7.2890e+07
622	0.6	0.05	0.025	7.2607e+07
