Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
126	0.125	-0.05	0.	-4.4931e-05
127	0.125	-0.05	0.025	-4.5008e-05
128	0.125	-0.05	0.05	-4.5013e-05
129	0.125	-0.05	0.075	-4.5030e-05
130	0.125	-0.05	0.1	-4.4855e-05
131	0.125	-0.025	0.	-4.5303e-05
132	0.125	-0.025	0.025	-4.4964e-05
133	0.125	-0.025	0.05	-4.4587e-05
134	0.125	-0.025	0.075	-4.4742e-05
135	0.125	-0.025	0.1	-4.4609e-05
136	0.125	0.	0.	-4.4925e-05
137	0.125	0.	0.025	-4.4900e-05
138	0.125	0.	0.05	-4.4838e-05
139	0.125	0.	0.075	-4.5283e-05
140	0.125	0.	0.1	-4.5021e-05
141	0.125	0.025	0.	-4.5052e-05
142	0.125	0.025	0.025	-4.4755e-05
143	0.125	0.025	0.05	-4.4742e-05
144	0.125	0.025	0.075	-4.4928e-05
145	0.125	0.025	0.1	-4.4953e-05
146	0.125	0.05	0.	-4.4588e-05
147	0.125	0.05	0.025	-4.4889e-05
148	0.125	0.05	0.05	-4.4924e-05
149	0.125	0.05	0.075	-4.4883e-05
150	0.125	0.05	0.1	-4.4776e-05
151	0.15	-0.05	0.	-6.3987e-05
152	0.15	-0.05	0.025	-6.4080e-05
153	0.15	-0.05	0.05	-6.4148e-05
154	0.15	-0.05	0.075	-6.4280e-05
155	0.15	-0.05	0.1	-6.4402e-05
156	0.15	-0.025	0.	-6.4049e-05
157	0.15	-0.025	0.025	-6.4008e-05
158	0.15	-0.025	0.05	-6.4237e-05
159	0.15	-0.025	0.075	-6.4282e-05
160	0.15	-0.025	0.1	-6.4014e-05
161	0.15	0.	0.	-6.4328e-05
162	0.15	0.	0.025	-6.4376e-05
163	0.15	0.	0.05	-6.4456e-05
164	0.15	0.	0.075	-6.4581e-05
165	0.15	0.	0.1	-6.3903e-05
166	0.15	0.025	0.	-6.4129e-05
167	0.15	0.025	0.025	-6.4128e-05
168	0.15	0.025	0.05	-6.4100e-05
169	0.15	0.025	0.075	-6.3958e-05
170	0.15	0.025	0.1	-6.3744e-05
171	0.15	0.05	0.	-6.4149e-05
172	0.15	0.05	0.025	-6.3928e-05
173	0.15	0.05	0.05	-6.4147e-05
174	0.15	0.05	0.075	-6.3921e-05
175	0.15	0.05	0.1	-6.3843e-05
176	0.175	-0.05	0.	-8.6597e-05
177	0.175	-0.05	0.025	-8.6568e-05
178	0.175	-0.05	0.05	-8.6716e-05
179	0.175	-0.05	0.075	-8.7272e-05
180	0.175	-0.05	0.1	-8.6612e-05
181	0.175	-0.025	0.	-8.6683e-05
182	0.175	-0.025	0.025	-8.6143e-05
183	0.175	-0.025	0.05	-8.6070e-05
184	0.175	-0.025	0.075	-8.7063e-05
185	0.175	-0.025	0.1	-8.6196e-05
186	0.175	0.	0.	-8.6154e-05
187	0.175	0.	0.025	-8.6502e-05
188	0.175	0.	0.05	-8.6484e-05
189	0.175	0.	0.075	-8.6203e-05
190	0.175	0.	0.1	-8.6410e-05
191	0.175	0.025	0.	-8.6941e-05
192	0.175	0.025	0.025	-8.6237e-05
193	0.175	0.025	0.05	-8.6033e-05
194	0.175	0.025	0.075	-8.6842e-05
195	0.175	0.025	0.1	-8.6686e-05
196	0.175	0.05	0.	-8.6301e-05
197	0.175	0.05	0.025	-8.5968e-05
198	0.175	0.05	0.05	-8.6258e-05
199	0.175	0.05	0.075	-8.6497e-05
200	0.175	0.05	0.1	-8.6919e-05
201	0.2	-0.05	0.	-1.1154e-04
202	0.2	-0.05	0.025	-1.1196e-04
203	0.2	-0.05	0.05	-1.1230e-04
204	0.2	-0.05	0.075	-1.1093e-04
205	0.2	-0.05	0.1	-1.1246e-04
206	0.2	-0.025	0.	-1.1147e-04
207	0.2	-0.025	0.025	-1.1215e-04
208	0.2	-0.025	0.05	-1.1211e-04
209	0.2	-0.025	0.075	-1.1249e-04
210	0.2	-0.025	0.1	-1.1225e-04
211	0.2	0.	0.	-1.1093e-04
212	0.2	0.	0.025	-1.1165e-04
213	0.2	0.	0.05	-1.1206e-04
214	0.2	0.	0.075	-1.1191e-04
215	0.2	0.	0.1	-1.1221e-04
216	0.2	0.025	0.	-1.1235e-04
217	0.2	0.025	0.025	-1.1227e-04
218	0.2	0.025	0.05	-1.1190e-04
219	0.2	0.025	0.075	-1.1117e-04
220	0.2	0.025	0.1	-1.1180e-04
221	0.2	0.05	0.	-1.1219e-04
222	0.2	0.05	0.025	-1.1151e-04
223	0.2	0.05	0.05	-1.1228e-04
224	0.2	0.05	0.075	-1.1241e-04
225	0.2	0.05	0.1	-1.1206e-04
226	0.225	-0.05	0.	-1.3876e-04
227	0.225	-0.05	0.025	-1.3977e-04
228	0.225	-0.05	0.05	-1.4154e-04
229	0.225	-0.05	0.075	-1.4018e-04
230	0.225	-0.05	0.1	-1.3937e-04
231	0.225	-0.025	0.	-1.4118e-04
232	0.225	-0.025	0.025	-1.4049e-04
233	0.225	-0.025	0.05	-1.4111e-04
234	0.225	-0.025	0.075	-1.4064e-04
235	0.225	-0.025	0.1	-1.4074e-04
236	0.225	0.	0.	-1.4069e-04
237	0.225	0.	0.025	-1.4088e-04
238	0.225	0.	0.05	-1.4176e-04
239	0.225	0.	0.075	-1.4103e-04
240	0.225	0.	0.1	-1.3960e-04
241	0.225	0.025	0.	-1.4074e-04
242	0.225	0.025	0.025	-1.4113e-04
243	0.225	0.025	0.05	-1.4116e-04
244	0.225	0.025	0.075	-1.4024e-04
245	0.225	0.025	0.1	-1.4114e-04
246	0.225	0.05	0.	-1.4101e-04
247	0.225	0.05	0.025	-1.4193e-04
248	0.225	0.05	0.05	-1.4006e-04
249	0.225	0.05	0.075	-1.4020e-04
250	0.225	0.05	0.1	-1.4031e-04
251	0.25	-0.05	0.	-1.7154e-04
252	0.25	-0.05	0.025	-1.7126e-04
253	0.25	-0.05	0.05	-1.6998e-04
254	0.25	-0.05	0.075	-1.7158e-04
255	0.25	-0.05	0.1	-1.7213e-04
256	0.25	-0.025	0.	-1.7154e-04
257	0.25	-0.025	0.025	-1.7321e-04
258	0.25	-0.025	0.05	-1.7188e-04
259	0.25	-0.025	0.075	-1.7276e-04
260	0.25	-0.025	0.1	-1.7205e-04
261	0.25	0.	0.	-1.7244e-04
262	0.25	0.	0.025	-1.7207e-04
263	0.25	0.	0.05	-1.7282e-04
264	0.25	0.	0.075	-1.7191e-04
265	0.25	0.	0.1	-1.7222e-04
266	0.25	0.025	0.	-1.7213e-04
267	0.25	0.025	0.025	-1.7168e-04
268	0.25	0.025	0.05	-1.7215e-04
269	0.25	0.025	0.075	-1.7341e-04
270	0.25	0.025	0.1	-1.7169e-04
271	0.25	0.05	0.	-1.7216e-04
272	0.25	0.05	0.025	-1.7274e-04
273	0.25	0.05	0.05	-1.7266e-04
274	0.25	0.05	0.075	-1.7188e-04
275	0.25	0.05	0.1	-1.7024e-04
276	0.275	-0.05	0.	-2.0650e-04
277	0.275	-0.05	0.025	-2.0425e-04
278	0.275	-0.05	0.05	-2.0729e-04
279	0.275	-0.05	0.075	-2.0622e-04
280	0.275	-0.05	0.1	-2.0690e-04
281	0.275	-0.025	0.	-2.0533e-04
282	0.275	-0.025	0.025	-2.0480e-04
283	0.275	-0.025	0.05	-2.0629e-04
284	0.275	-0.025	0.075	-2.0605e-04
285	0.275	-0.025	0.1	-2.0567e-04
286	0.275	0.	0.	-2.0615e-04
287	0.275	0.	0.025	-2.0836e-04
288	0.275	0.	0.05	-2.0677e-04
289	0.275	0.	0.075	-2.0694e-04
290	0.275	0.	0.1	-2.0677e-04
291	0.275	0.025	0.	-2.0730e-04
292	0.275	0.025	0.025	-2.0592e-04
293	0.275	0.025	0.05	-2.0438e-04
294	0.275	0.025	0.075	-2.0592e-04
295	0.275	0.025	0.1	-2.0675e-04
296	0.275	0.05	0.	-2.0528e-04
297	0.275	0.05	0.025	-2.0593e-04
298	0.275	0.05	0.05	-2.0551e-04
299	0.275	0.05	0.075	-2.0732e-04
300	0.275	0.05	0.1	-2.0670e-04
301	0.3	-0.05	0.	-2.4363e-04
302	0.3	-0.05	0.025	-2.4360e-04
303	0.3	-0.05	0.05	-2.4296e-04
304	0.3	-0.05	0.075	-2.4319e-04
305	0.3	-0.05	0.1	-2.4185e-04
306	0.3	-0.025	0.	-2.4087e-04
307	0.3	-0.025	0.025	-2.4315e-04
308	0.3	-0.025	0.05	-2.4331e-04
309	0.3	-0.025	0.075	-2.4418e-04
310	0.3	-0.025	0.1	-2.4453e-04
311	0.3	0.	0.	-2.4453e-04
312	0.3	0.	0.025	-2.4203e-04
313	0.3	0.	0.05	-2.4266e-04
314	0.3	0.	0.075	-2.4347e-04
315	0.3	0.	0.1	-2.4546e-04
316	0.3	0.025	0.	-2.4444e-04
317	0.3	0.025	0.025	-2.4409e-04
318	0.3	0.025	0.05	-2.4262e-04
319	0.3	0.025	0.075	-2.4214e-04
320	0.3	0.025	0.1	-2.4377e-04
321	0.3	0.05	0.	-2.4193e-04
322	0.3	0.05	0.025	-2.4277e-04
323	0.3	0.05	0.05	-2.4289e-04
324	0.3	0.05	0.075	-2.4455e-04
325	0.3	0.05	0.1	-2.4266e-04
326	0.325	-0.05	0.	-2.7979e-04
327	0.325	-0.05	0.025	-2.8312e-04
328	0.325	-0.05	0.05	-2.8176e-04
329	0.325	-0.05	0.075	-2.8260e-04
330	0.325	-0.05	0.1	-2.8245e-04
331	0.325	-0.025	0.	-2.8224e-04
332	0.325	-0.025	0.025	-2.8344e-04
333	0.325	-0.025	0.05	-2.8081e-04
334	0.325	-0.025	0.075	-2.8196e-04
335	0.325	-0.025	0.1	-2.8332e-04
336	0.325	0.	0.	-2.8185e-04
337	0.325	0.	0.025	-2.8073e-04
338	0.325	0.	0.05	-2.8330e-04
339	0.325	0.	0.075	-2.8382e-04
340	0.325	0.	0.1	-2.8250e-04
341	0.325	0.025	0.	-2.8033e-04
342	0.325	0.025	0.025	-2.8334e-04
343	0.325	0.025	0.05	-2.8067e-04
344	0.325	0.025	0.075	-2.8290e-04
345	0.325	0.025	0.1	-2.8154e-04
346	0.325	0.05	0.	-2.8124e-04
347	0.325	0.05	0.025	-2.8205e-04
348	0.325	0.05	0.05	-2.8234e-04
349	0.325	0.05	0.075	-2.8182e-04
350	0.325	0.05	0.1	-2.8321e-04
351	0.35	-0.05	0.	-3.2405e-04
352	0.35	-0.05	0.025	-3.2590e-04
353	0.35	-0.05	0.05	-3.2499e-04
354	0.35	-0.05	0.075	-3.2372e-04
355	0.35	-0.05	0.1	-3.2350e-04
356	0.35	-0.025	0.	-3.2249e-04
357	0.35	-0.025	0.025	-3.2500e-04
358	0.35	-0.025	0.05	-3.2416e-04
359	0.35	-0.025	0.075	-3.2154e-04
360	0.35	-0.025	0.1	-3.2393e-04
361	0.35	0.	0.	-3.2346e-04
362	0.35	0.	0.025	-3.2667e-04
363	0.35	0.	0.05	-3.2241e-04
364	0.35	0.	0.075	-3.2275e-04
365	0.35	0.	0.1	-3.2607e-04
366	0.35	0.025	0.	-3.2639e-04
367	0.35	0.025	0.025	-3.2366e-04
368	0.35	0.025	0.05	-3.2380e-04
369	0.35	0.025	0.075	-3.2543e-04
370	0.35	0.025	0.1	-3.2160e-04
371	0.35	0.05	0.	-3.2221e-04
372	0.35	0.05	0.025	-3.2426e-04
373	0.35	0.05	0.05	-3.2664e-04
374	0.35	0.05	0.075	-3.2406e-04
375	0.35	0.05	0.1	-3.2476e-04
376	0.375	-0.05	0.	-3.7081e-04
377	0.375	-0.05	0.025	-3.7225e-04
378	0.375	-0.05	0.05	-3.6829e-04
379	0.375	-0.05	0.075	-3.6912e-04
380	0.375	-0.05	0.1	-3.7183e-04
381	0.375	-0.025	0.	-3.6689e-04
382	0.375	-0.025	0.025	-3.7066e-04
383	0.375	-0.025	0.05	-3.6764e-04
384	0.375	-0.025	0.075	-3.6929e-04
385	0.375	-0.025	0.1	-3.6878e-04
386	0.375	0.	0.	-3.6773e-04
387	0.375	0.	0.025	-3.6769e-04
388	0.375	0.	0.05	-3.6955e-04
389	0.375	0.	0.075	-3.7061e-04
390	0.375	0.	0.1	-3.6895e-04
391	0.375	0.025	0.	-3.6924e-04
392	0.375	0.025	0.025	-3.6998e-04
393	0.375	0.025	0.05	-3.6771e-04
394	0.375	0.025	0.075	-3.7023e-04
395	0.375	0.025	0.1	-3.7035e-04
396	0.375	0.05	0.	-3.7299e-04
397	0.375	0.05	0.025	-3.6859e-04
398	0.375	0.05	0.05	-3.6846e-04
399	0.375	0.05	0.075	-3.7028e-04
400	0.375	0.05	0.1	-3.7035e-04
401	0.4	-0.05	0.	-4.1511e-04
402	0.4	-0.05	0.025	-4.1533e-04
403	0.4	-0.05	0.05	-4.1690e-04
404	0.4	-0.05	0.075	-4.1462e-04
405	0.4	-0.05	0.1	-4.1532e-04
406	0.4	-0.025	0.	-4.1615e-04
407	0.4	-0.025	0.025	-4.1766e-04
408	0.4	-0.025	0.05	-4.1499e-04
409	0.4	-0.025	0.075	-4.1293e-04
410	0.4	-0.025	0.1	-4.1281e-04
411	0.4	0.	0.	-4.1390e-04
412	0.4	0.	0.025	-4.1381e-04
413	0.4	0.	0.05	-4.1574e-04
414	0.4	0.	0.075	-4.1402e-04
415	0.4	0.	0.1	-4.1483e-04
416	0.4	0.025	0.	-4.1471e-04
417	0.4	0.025	0.025	-4.1527e-04
418	0.4	0.025	0.05	-4.1820e-04
419	0.4	0.025	0.075	-4.1710e-04
420	0.4	0.025	0.1	-4.1603e-04
421	0.4	0.05	0.	-4.1523e-04
422	0.4	0.05	0.025	-4.1528e-04
423	0.4	0.05	0.05	-4.1655e-04
424	0.4	0.05	0.075	-4.1697e-04
425	0.4	0.05	0.1	-4.1449e-04
426	0.425	-0.05	0.	-4.6518e-04
427	0.425	-0.05	0.025	-4.6133e-04
428	0.425	-0.05	0.05	-4.6550e-04
429	0.425	-0.05	0.075	-4.6653e-04
430	0.425	-0.05	0.1	-4.6459e-04
431	0.425	-0.025	0.	-4.6849e-04
432	0.425	-0.025	0.025	-4.6347e-04
433	0.425	-0.025	0.05	-4.6551e-04
434	0.425	-0.025	0.075	-4.6504e-04
435	0.425	-0.025	0.1	-4.6492e-04
436	0.425	0.	0.	-4.6490e-04
437	0.425	0.	0.025	-4.6531e-04
438	0.425	0.	0.05	-4.6669e-04
439	0.425	0.	0.075	-4.6767e-04
440	0.425	0.	0.1	-4.6511e-04
441	0.425	0.025	0.	-4.6663e-04
442	0.425	0.025	0.025	-4.6380e-04
443	0.425	0.025	0.05	-4.6653e-04
444	0.425	0.025	0.075	-4.6369e-04
445	0.425	0.025	0.1	-4.6714e-04
446	0.425	0.05	0.	-4.6922e-04
447	0.425	0.05	0.025	-4.6488e-04
448	0.425	0.05	0.05	-4.6103e-04
449	0.425	0.05	0.075	-4.6409e-04
450	0.425	0.05	0.1	-4.6740e-04
451	0.45	-0.05	0.	-5.1752e-04
452	0.45	-0.05	0.025	-5.1689e-04
453	0.45	-0.05	0.05	-5.1846e-04
454	0.45	-0.05	0.075	-5.1738e-04
455	0.45	-0.05	0.1	-5.1889e-04
456	0.45	-0.025	0.	-5.1827e-04
457	0.45	-0.025	0.025	-5.1952e-04
458	0.45	-0.025	0.05	-5.1712e-04
459	0.45	-0.025	0.075	-5.1824e-04
460	0.45	-0.025	0.1	-5.1574e-04
461	0.45	0.	0.	-5.1513e-04
462	0.45	0.	0.025	-5.1990e-04
463	0.45	0.	0.05	-5.1682e-04
464	0.45	0.	0.075	-5.1804e-04
465	0.45	0.	0.1	-5.1663e-04
466	0.45	0.025	0.	-5.1516e-04
467	0.45	0.025	0.025	-5.1640e-04
468	0.45	0.025	0.05	-5.1934e-04
469	0.45	0.025	0.075	-5.1752e-04
470	0.45	0.025	0.1	-5.1284e-04
471	0.45	0.05	0.	-5.1593e-04
472	0.45	0.05	0.025	-5.2006e-04
473	0.45	0.05	0.05	-5.1593e-04
474	0.45	0.05	0.075	-5.1266e-04
475	0.45	0.05	0.1	-5.2029e-04
476	0.475	-0.05	0.	-5.7126e-04
477	0.475	-0.05	0.025	-5.6954e-04
478	0.475	-0.05	0.05	-5.6886e-04
479	0.475	-0.05	0.075	-5.7217e-04
480	0.475	-0.05	0.1	-5.6847e-04
481	0.475	-0.025	0.	-5.7232e-04
482	0.475	-0.025	0.025	-5.7094e-04
483	0.475	-0.025	0.05	-5.7026e-04
484	0.475	-0.025	0.075	-5.7003e-04
485	0.475	-0.025	0.1	-5.6930e-04
486	0.475	0.	0.	-5.7209e-04
487	0.475	0.	0.025	-5.6773e-04
488	0.475	0.	0.05	-5.6601e-04
489	0.475	0.	0.075	-5.7110e-04
490	0.475	0.	0.1	-5.7114e-04
491	0.475	0.025	0.	-5.7080e-04
492	0.475	0.025	0.025	-5.7063e-04
493	0.475	0.025	0.05	-5.6897e-04
494	0.475	0.025	0.075	-5.7150e-04
495	0.475	0.025	0.1	-5.6960e-04
496	0.475	0.05	0.	-5.6859e-04
497	0.475	0.05	0.025	-5.6899e-04
498	0.475	0.05	0.05	-5.7431e-04
499	0.475	0.05	0.075	-5.6575e-04
500	0.475	0.05	0.1	-5.7084e-04
501	0.5	-0.05	0.	-6.2080e-04
502	0.5	-0.05	0.025	-6.2473e-04
503	0.5	-0.05	0.05	-6.2392e-04
504	0.5	-0.05	0.075	-6.1979e-04
505	0.5	-0.05	0.1	-6.2597e-04
506	0.5	-0.025	0.	-6.2405e-04
507	0.5	-0.025	0.025	-6.1975e-04
508	0.5	-0.025	0.05	-6.2710e-04
509	0.5	-0.025	0.075	-6.2859e-04
510	0.5	-0.025	0.1	-6.2873e-04
511	0.5	0.	0.	-6.2590e-04
512	0.5	0.	0.025	-6.2512e-04
513	0.5	0.	0.05	-6.2832e-04
514	0.5	0.	0.075	-6.2921e-04
515	0.5	0.	0.1	-6.2783e-04
516	0.5	0.025	0.	-6.2265e-04
517	0.5	0.025	0.025	-6.2550e-04
518	0.5	0.025	0.05	-6.2610e-04
519	0.5	0.025	0.075	-6.2048e-04
520	0.5	0.025	0.1	-6.2617e-04
521	0.5	0.05	0.	-6.3068e-04
522	0.5	0.05	0.025	-6.2660e-04
523	0.5	0.05	0.05	-6.2868e-04
524	0.5	0.05	0.075	-6.2546e-04
525	0.5	0.05	0.1	-6.2482e-04
526	0.525	-0.05	0.	-6.8321e-04
527	0.525	-0.05	0.025	-6.7995e-04
528	0.525	-0.05	0.05	-6.7954e-04
529	0.525	-0.05	0.075	-6.8563e-04
530	0.525	-0.05	0.1	-6.8592e-04
531	0.525	-0.025	0.	-6.7947e-04
532	0.525	-0.025	0.025	-6.8481e-04
533	0.525	-0.025	0.05	-6.8193e-04
534	0.525	-0.025	0.075	-6.8310e-04
535	0.525	-0.025	0.1	-6.8343e-04
536	0.525	0.	0.	-6.8489e-04
537	0.525	0.	0.025	-6.8240e-04
538	0.525	0.	0.05	-6.8602e-04
539	0.525	0.	0.075	-6.8302e-04
540	0.525	0.	0.1	-6.8388e-04
541	0.525	0.025	0.	-6.7990e-04
542	0.525	0.025	0.025	-6.8806e-04
543	0.525	0.025	0.05	-6.8345e-04
544	0.525	0.025	0.075	-6.8412e-04
545	0.525	0.025	0.1	-6.7778e-04
546	0.525	0.05	0.	-6.7993e-04
547	0.525	0.05	0.025	-6.8555e-04
548	0.525	0.05	0.05	-6.8295e-04
549	0.525	0.05	0.075	-6.7695e-04
550	0.525	0.05	0.1	-6.8501e-04
551	0.55	-0.05	0.	-7.3951e-04
552	0.55	-0.05	0.025	-7.4531e-04
553	0.55	-0.05	0.05	-7.4086e-04
554	0.55	-0.05	0.075	-7.4173e-04
555	0.55	-0.05	0.1	-7.4462e-04
556	0.55	-0.025	0.	-7.3846e-04
557	0.55	-0.025	0.025	-7.3818e-04
558	0.55	-0.025	0.05	-7.4054e-04
559	0.55	-0.025	0.075	-7.4358e-04
560	0.55	-0.025	0.1	-7.3718e-04
561	0.55	0.	0.	-7.3618e-04
562	0.55	0.	0.025	-7.4357e-04
563	0.55	0.	0.05	-7.3934e-04
564	0.55	0.	0.075	-7.3996e-04
565	0.55	0.	0.1	-7.3562e-04
566	0.55	0.025	0.	-7.3911e-04
567	0.55	0.025	0.025	-7.4110e-04
568	0.55	0.025	0.05	-7.4388e-04
569	0.55	0.025	0.075	-7.3884e-04
570	0.55	0.025	0.1	-7.4604e-04
571	0.55	0.05	0.	-7.3910e-04
572	0.55	0.05	0.025	-7.3910e-04
573	0.55	0.05	0.05	-7.4568e-04
574	0.55	0.05	0.075	-7.4175e-04
575	0.55	0.05	0.1	-7.3949e-04
576	0.575	-0.05	0.	-8.0127e-04
577	0.575	-0.05	0.025	-8.0611e-04
578	0.575	-0.05	0.05	-8.0647e-04
579	0.575	-0.05	0.075	-7.9915e-04
580	0.575	-0.05	0.1	-8.0163e-04
581	0.575	-0.025	0.	-8.0205e-04
582	0.575	-0.025	0.025	-7.9860e-04
583	0.575	-0.025	0.05	-8.0159e-04
584	0.575	-0.025	0.075	-8.0178e-04
585	0.575	-0.025	0.1	-8.0542e-04
586	0.575	0.	0.	-8.0564e-04
587	0.575	0.	0.025	-8.0071e-04
588	0.575	0.	0.05	-8.0108e-04
589	0.575	0.	0.075	-8.0390e-04
590	0.575	0.	0.1	-7.9989e-04
591	0.575	0.025	0.	-8.0365e-04
592	0.575	0.025	0.025	-8.0148e-04
593	0.575	0.025	0.05	-7.9866e-04
594	0.575	0.025	0.075	-7.9870e-04
595	0.575	0.025	0.1	-8.0641e-04
596	0.575	0.05	0.	-8.0126e-04
597	0.575	0.05	0.025	-8.0703e-04
598	0.575	0.05	0.05	-8.0012e-04
599	0.575	0.05	0.075	-8.0270e-04
600	0.575	0.05	0.1	-8.0944e-04
601	0.6	-0.05	0.	-8.6035e-04
602	0.6	-0.05	0.025	-8.5744e-04
603	0.6	-0.05	0.05	-8.6845e-04
604	0.6	-0.05	0.075	-8.6114e-04
605	0.6	-0.05	0.1	-8.6393e-04
606	0.6	-0.025	0.	-8.6198e-04
