Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
336	0.325	0.	0.	1.4149e+08
337	0.325	0.	0.025	1.4169e+08
338	0.325	0.	0.05	1.4417e+08
339	0.325	0.	0.075	1.4361e+08
340	0.325	0.	0.1	1.4275e+08
341	0.325	0.025	0.	1.6435e+08
342	0.325	0.025	0.025	1.6441e+08
343	0.325	0.025	0.05	1.6550e+08
344	0.325	0.025	0.075	1.6444e+08
345	0.325	0.025	0.1	1.6588e+08
346	0.325	0.05	0.	1.8451e+08
347	0.325	0.05	0.025	1.8433e+08
348	0.325	0.05	0.05	1.8607e+08
349	0.325	0.05	0.075	1.8306e+08
350	0.325	0.05	0.1	1.8865e+08
351	0.35	-0.05	0.	1.0532e+08
352	0.35	-0.05	0.025	1.0532e+08
353	0.35	-0.05	0.05	1.0544e+08
354	0.35	-0.05	0.075	1.0658e+08
355	0.35	-0.05	0.1	1.0567e+08
356	0.35	-0.025	0.	1.2292e+08
357	0.35	-0.025	0.025	1.2591e+08
358	0.35	-0.025	0.05	1.2418e+08
359	0.35	-0.025	0.075	1.2462e+08
360	0.35	-0.025	0.1	1.2324e+08
361	0.35	0.	0.	1.4463e+08
362	0.35	0.	0.025	1.4327e+08
363	0.35	0.	0.05	1.4414e+08
364	0.35	0.	0.075	1.4370e+08
365	0.35	0.	0.1	1.4624e+08
366	0.35	0.025	0.	1.6610e+08
367	0.35	0.025	0.025	1.6357e+08
368	0.35	0.025	0.05	1.6360e+08
369	0.35	0.025	0.075	1.6302e+08
370	0.35	0.025	0.1	1.6496e+08
371	0.35	0.05	0.	1.8252e+08
372	0.35	0.05	0.025	1.8238e+08
373	0.35	0.05	0.05	1.8443e+08
374	0.35	0.05	0.075	1.8221e+08
375	0.35	0.05	0.1	1.8294e+08
376	0.375	-0.05	0.	1.0515e+08
377	0.375	-0.05	0.025	1.0710e+08
378	0.375	-0.05	0.05	1.0815e+08
379	0.375	-0.05	0.075	1.0711e+08
380	0.375	-0.05	0.1	1.0775e+08
381	0.375	-0.025	0.	1.2442e+08
382	0.375	-0.025	0.025	1.2550e+08
383	0.375	-0.025	0.05	1.2432e+08
384	0.375	-0.025	0.075	1.2504e+08
385	0.375	-0.025	0.1	1.2604e+08
386	0.375	0.	0.	1.4414e+08
387	0.375	0.	0.025	1.4240e+08
388	0.375	0.	0.05	1.4251e+08
389	0.375	0.	0.075	1.4243e+08
390	0.375	0.	0.1	1.4459e+08
391	0.375	0.025	0.	1.6545e+08
392	0.375	0.025	0.025	1.6454e+08
393	0.375	0.025	0.05	1.6029e+08
394	0.375	0.025	0.075	1.6461e+08
395	0.375	0.025	0.1	1.6398e+08
396	0.375	0.05	0.	1.7926e+08
397	0.375	0.05	0.025	1.8106e+08
398	0.375	0.05	0.05	1.8309e+08
399	0.375	0.05	0.075	1.8230e+08
400	0.375	0.05	0.1	1.7960e+08
401	0.4	-0.05	0.	1.0853e+08
402	0.4	-0.05	0.025	1.0615e+08
403	0.4	-0.05	0.05	1.0781e+08
404	0.4	-0.05	0.075	1.0898e+08
405	0.4	-0.05	0.1	1.0802e+08
406	0.4	-0.025	0.	1.2551e+08
407	0.4	-0.025	0.025	1.2691e+08
408	0.4	-0.025	0.05	1.2700e+08
409	0.4	-0.025	0.075	1.2734e+08
410	0.4	-0.025	0.1	1.2690e+08
411	0.4	0.	0.	1.4527e+08
412	0.4	0.	0.025	1.4487e+08
413	0.4	0.	0.05	1.4433e+08
414	0.4	0.	0.075	1.4413e+08
415	0.4	0.	0.1	1.4375e+08
416	0.4	0.025	0.	1.6044e+08
417	0.4	0.025	0.025	1.6077e+08
418	0.4	0.025	0.05	1.6165e+08
419	0.4	0.025	0.075	1.6232e+08
420	0.4	0.025	0.1	1.6388e+08
421	0.4	0.05	0.	1.7994e+08
422	0.4	0.05	0.025	1.8145e+08
423	0.4	0.05	0.05	1.8155e+08
424	0.4	0.05	0.075	1.7967e+08
425	0.4	0.05	0.1	1.8086e+08
426	0.425	-0.05	0.	1.0929e+08
427	0.425	-0.05	0.025	1.1066e+08
428	0.425	-0.05	0.05	1.1006e+08
429	0.425	-0.05	0.075	1.0846e+08
430	0.425	-0.05	0.1	1.0964e+08
431	0.425	-0.025	0.	1.2844e+08
432	0.425	-0.025	0.025	1.2658e+08
433	0.425	-0.025	0.05	1.2722e+08
434	0.425	-0.025	0.075	1.2732e+08
435	0.425	-0.025	0.1	1.2571e+08
436	0.425	0.	0.	1.4461e+08
437	0.425	0.	0.025	1.4242e+08
438	0.425	0.	0.05	1.4330e+08
439	0.425	0.	0.075	1.4526e+08
440	0.425	0.	0.1	1.4443e+08
441	0.425	0.025	0.	1.6087e+08
442	0.425	0.025	0.025	1.6184e+08
443	0.425	0.025	0.05	1.6118e+08
444	0.425	0.025	0.075	1.6128e+08
445	0.425	0.025	0.1	1.6211e+08
446	0.425	0.05	0.	1.7746e+08
447	0.425	0.05	0.025	1.7856e+08
448	0.425	0.05	0.05	1.7805e+08
449	0.425	0.05	0.075	1.7624e+08
450	0.425	0.05	0.1	1.7719e+08
451	0.45	-0.05	0.	1.1239e+08
452	0.45	-0.05	0.025	1.1134e+08
453	0.45	-0.05	0.05	1.0982e+08
454	0.45	-0.05	0.075	1.0963e+08
455	0.45	-0.05	0.1	1.1090e+08
456	0.45	-0.025	0.	1.2911e+08
457	0.45	-0.025	0.025	1.2732e+08
458	0.45	-0.025	0.05	1.2885e+08
459	0.45	-0.025	0.075	1.2787e+08
460	0.45	-0.025	0.1	1.2800e+08
461	0.45	0.	0.	1.4248e+08
462	0.45	0.	0.025	1.4510e+08
463	0.45	0.	0.05	1.4364e+08
464	0.45	0.	0.075	1.4502e+08
465	0.45	0.	0.1	1.4309e+08
466	0.45	0.025	0.	1.6074e+08
467	0.45	0.025	0.025	1.6096e+08
468	0.45	0.025	0.05	1.6031e+08
469	0.45	0.025	0.075	1.6103e+08
470	0.45	0.025	0.1	1.6017e+08
471	0.45	0.05	0.	1.7608e+08
472	0.45	0.05	0.025	1.7927e+08
473	0.45	0.05	0.05	1.7849e+08
474	0.45	0.05	0.075	1.7592e+08
475	0.45	0.05	0.1	1.7780e+08
476	0.475	-0.05	0.	1.1183e+08
477	0.475	-0.05	0.025	1.1143e+08
478	0.475	-0.05	0.05	1.1343e+08
479	0.475	-0.05	0.075	1.1097e+08
480	0.475	-0.05	0.1	1.1333e+08
481	0.475	-0.025	0.	1.2801e+08
482	0.475	-0.025	0.025	1.2805e+08
483	0.475	-0.025	0.05	1.2869e+08
484	0.475	-0.025	0.075	1.2886e+08
485	0.475	-0.025	0.1	1.2742e+08
486	0.475	0.	0.	1.4485e+08
487	0.475	0.	0.025	1.4415e+08
488	0.475	0.	0.05	1.4258e+08
489	0.475	0.	0.075	1.4383e+08
490	0.475	0.	0.1	1.4561e+08
491	0.475	0.025	0.	1.6190e+08
492	0.475	0.025	0.025	1.6068e+08
493	0.475	0.025	0.05	1.5824e+08
494	0.475	0.025	0.075	1.6039e+08
495	0.475	0.025	0.1	1.6085e+08
496	0.475	0.05	0.	1.7652e+08
497	0.475	0.05	0.025	1.7660e+08
498	0.475	0.05	0.05	1.7601e+08
499	0.475	0.05	0.075	1.7540e+08
500	0.475	0.05	0.1	1.7465e+08
501	0.5	-0.05	0.	1.1227e+08
502	0.5	-0.05	0.025	1.1431e+08
503	0.5	-0.05	0.05	1.1417e+08
504	0.5	-0.05	0.075	1.1451e+08
505	0.5	-0.05	0.1	1.1278e+08
506	0.5	-0.025	0.	1.2968e+08
507	0.5	-0.025	0.025	1.3114e+08
508	0.5	-0.025	0.05	1.2910e+08
509	0.5	-0.025	0.075	1.2895e+08
510	0.5	-0.025	0.1	1.2933e+08
511	0.5	0.	0.	1.4637e+08
512	0.5	0.	0.025	1.4284e+08
513	0.5	0.	0.05	1.4426e+08
514	0.5	0.	0.075	1.4310e+08
515	0.5	0.	0.1	1.4339e+08
516	0.5	0.025	0.	1.5895e+08
517	0.5	0.025	0.025	1.6073e+08
518	0.5	0.025	0.05	1.6130e+08
519	0.5	0.025	0.075	1.5958e+08
520	0.5	0.025	0.1	1.5853e+08
521	0.5	0.05	0.	1.7747e+08
522	0.5	0.05	0.025	1.7340e+08
523	0.5	0.05	0.05	1.7320e+08
524	0.5	0.05	0.075	1.7153e+08
525	0.5	0.05	0.1	1.7594e+08
526	0.525	-0.05	0.	1.1639e+08
527	0.525	-0.05	0.025	1.1773e+08
528	0.525	-0.05	0.05	1.1422e+08
529	0.525	-0.05	0.075	1.1685e+08
530	0.525	-0.05	0.1	1.1556e+08
531	0.525	-0.025	0.	1.3060e+08
532	0.525	-0.025	0.025	1.2805e+08
533	0.525	-0.025	0.05	1.3129e+08
534	0.525	-0.025	0.075	1.3058e+08
535	0.525	-0.025	0.1	1.2972e+08
536	0.525	0.	0.	1.4477e+08
537	0.525	0.	0.025	1.4314e+08
538	0.525	0.	0.05	1.4336e+08
539	0.525	0.	0.075	1.4349e+08
540	0.525	0.	0.1	1.4189e+08
541	0.525	0.025	0.	1.5935e+08
542	0.525	0.025	0.025	1.5977e+08
543	0.525	0.025	0.05	1.5737e+08
544	0.525	0.025	0.075	1.5870e+08
545	0.525	0.025	0.1	1.5793e+08
546	0.525	0.05	0.	1.7295e+08
547	0.525	0.05	0.025	1.7163e+08
548	0.525	0.05	0.05	1.7128e+08
549	0.525	0.05	0.075	1.7395e+08
550	0.525	0.05	0.1	1.7241e+08
551	0.55	-0.05	0.	1.1889e+08
552	0.55	-0.05	0.025	1.1704e+08
553	0.55	-0.05	0.05	1.1613e+08
554	0.55	-0.05	0.075	1.1815e+08
555	0.55	-0.05	0.1	1.1759e+08
556	0.55	-0.025	0.	1.3127e+08
557	0.55	-0.025	0.025	1.3176e+08
558	0.55	-0.025	0.05	1.2983e+08
559	0.55	-0.025	0.075	1.3038e+08
560	0.55	-0.025	0.1	1.3034e+08
561	0.55	0.	0.	1.4254e+08
562	0.55	0.	0.025	1.4372e+08
563	0.55	0.	0.05	1.4556e+08
564	0.55	0.	0.075	1.4430e+08
565	0.55	0.	0.1	1.4247e+08
566	0.55	0.025	0.	1.5555e+08
567	0.55	0.025	0.025	1.5961e+08
568	0.55	0.025	0.05	1.5740e+08
569	0.55	0.025	0.075	1.5670e+08
570	0.55	0.025	0.1	1.5717e+08
571	0.55	0.05	0.	1.6898e+08
572	0.55	0.05	0.025	1.7295e+08
573	0.55	0.05	0.05	1.7046e+08
574	0.55	0.05	0.075	1.7287e+08
575	0.55	0.05	0.1	1.7107e+08
576	0.575	-0.05	0.	1.1986e+08
577	0.575	-0.05	0.025	1.1874e+08
578	0.575	-0.05	0.05	1.1931e+08
579	0.575	-0.05	0.075	1.1918e+08
580	0.575	-0.05	0.1	1.1909e+08
581	0.575	-0.025	0.	1.3163e+08
582	0.575	-0.025	0.025	1.3102e+08
583	0.575	-0.025	0.05	1.3328e+08
584	0.575	-0.025	0.075	1.3031e+08
585	0.575	-0.025	0.1	1.3127e+08
586	0.575	0.	0.	1.4404e+08
587	0.575	0.	0.025	1.4449e+08
588	0.575	0.	0.05	1.4353e+08
589	0.575	0.	0.075	1.4439e+08
590	0.575	0.	0.1	1.4383e+08
591	0.575	0.025	0.	1.5478e+08
592	0.575	0.025	0.025	1.5677e+08
593	0.575	0.025	0.05	1.5538e+08
594	0.575	0.025	0.075	1.5459e+08
595	0.575	0.025	0.1	1.5693e+08
596	0.575	0.05	0.	1.7016e+08
597	0.575	0.05	0.025	1.7021e+08
598	0.575	0.05	0.05	1.7027e+08
599	0.575	0.05	0.075	1.6688e+08
600	0.575	0.05	0.1	1.6765e+08
601	0.6	-0.05	0.	1.2189e+08
602	0.6	-0.05	0.025	1.1899e+08
603	0.6	-0.05	0.05	1.2059e+08
604	0.6	-0.05	0.075	1.1934e+08
605	0.6	-0.05	0.1	1.2008e+08
606	0.6	-0.025	0.	1.3135e+08
607	0.6	-0.025	0.025	1.3261e+08
608	0.6	-0.025	0.05	1.3216e+08
609	0.6	-0.025	0.075	1.3154e+08
610	0.6	-0.025	0.1	1.3091e+08
611	0.6	0.	0.	1.4433e+08
612	0.6	0.	0.025	1.4263e+08
613	0.6	0.	0.05	1.4452e+08
614	0.6	0.	0.075	1.4705e+08
615	0.6	0.	0.1	1.4558e+08
616	0.6	0.025	0.	1.5691e+08
617	0.6	0.025	0.025	1.5591e+08
618	0.6	0.025	0.05	1.5359e+08
619	0.6	0.025	0.075	1.5436e+08
620	0.6	0.025	0.1	1.5761e+08
621	0.6	0.05	0.	1.6694e+08
622	0.6	0.05	0.025	1.6706e+08
623	0.6	0.05	0.05	1.6778e+08
624	0.6	0.05	0.075	1.6657e+08
625	0.6	0.05	0.1	1.6635e+08
626	0.625	-0.05	0.	1.2145e+08
627	0.625	-0.05	0.025	1.2063e+08
628	0.625	-0.05	0.05	1.2078e+08
629	0.625	-0.05	0.075	1.2074e+08
630	0.625	-0.05	0.1	1.2201e+08
631	0.625	-0.025	0.	1.3252e+08
632	0.625	-0.025	0.025	1.3257e+08
